seed,arm,qid,parent,logit_A,logit_B,logit_AB,correct_A,correct_B,correct_AB,J
11,raw_clean,51,84,21.448027,25.081953,23.470625,1,1,0,0
11,raw_clean,52,84,21.962845,23.39872,22.246464,1,1,0,0
11,raw_clean,53,84,21.962845,25.081953,22.915783,1,1,0,0
11,raw_clean,54,84,27.185656,23.39872,27.380123,1,1,0,0
11,raw_clean,55,84,27.185656,25.081953,29.185139,1,1,0,0
11,raw_clean,56,84,23.39872,25.081953,25.048254,1,1,0,0
11,raw_clean,57,15,31.6014,33.58886,35.750668,0,0,1,0
11,raw_clean,58,15,31.6014,34.273182,36.123192,0,0,1,0
11,raw_clean,59,15,28.876335,33.58886,33.088501,0,0,1,0
11,raw_clean,60,15,28.876335,34.273182,33.324142,0,0,1,0
11,raw_clean,61,15,33.58886,34.273182,35.351059,0,0,1,0
11,raw_clean,62,363,0.30538,2.878461,1.909748,1,1,0,0
11,raw_clean,63,140,-23.523384,-18.20488,-19.321886,0,0,1,0
11,raw_clean,64,236,-8.271859,-5.018268,-11.481646,0,0,1,0
11,raw_clean,65,35,-4.750807,-0.352185,-3.545013,0,0,1,0
11,raw_clean,66,192,13.555455,12.436869,13.169991,0,0,1,0
11,raw_clean,67,192,12.436869,13.901005,12.508706,0,0,1,0
11,raw_clean,68,99,-14.211699,-12.237504,-16.057941,1,1,0,0
11,raw_clean,69,489,-1.023979,6.25739,3.393512,0,1,0,0
11,raw_clean,70,484,-2.06319,2.322417,-2.717842,0,1,1,0
11,raw_clean,71,484,2.322417,1.366038,1.450851,1,1,0,0
11,raw_clean,72,49,-6.768728,-9.582344,-13.374454,0,0,1,0
11,raw_clean,73,493,1.49499,3.635188,-0.590835,1,1,1,1
11,raw_clean,74,493,1.49499,2.104781,-3.111971,1,1,1,1
11,raw_clean,75,493,1.49499,3.060045,0.248251,1,1,0,0
11,raw_clean,76,493,3.635188,2.104781,-0.620435,1,1,1,1
11,raw_clean,77,493,3.635188,3.060045,2.349455,1,1,0,0
11,raw_clean,78,493,2.104781,3.060045,0.420262,1,1,0,0
11,raw_clean,79,171,9.879665,10.744534,9.102602,1,1,0,0
11,raw_clean,80,190,17.004597,15.305083,15.696376,1,1,0,0
11,raw_clean,81,237,4.703037,2.234591,2.838639,1,1,0,0
11,raw_clean,82,237,4.703037,6.258102,6.280032,1,1,0,0
11,raw_clean,83,87,1.902795,9.254807,2.93716,1,1,0,0
11,raw_clean,84,288,9.614153,7.965317,2.763783,1,1,0,0
11,raw_clean,85,288,12.729475,7.965317,5.359323,1,1,0,0
11,raw_clean,86,272,-19.01598,-18.872841,-22.637465,0,0,1,0
11,raw_clean,87,272,-19.01598,-24.81068,-28.496513,0,0,1,0
11,raw_clean,88,272,-14.426201,-8.958598,-8.074873,0,0,1,0
11,raw_clean,89,272,-14.426201,-12.523065,-11.797408,0,0,1,0
11,raw_clean,90,272,-8.958598,-12.523065,-6.298897,0,0,1,0
11,raw_clean,91,491,-24.260746,-24.69017,-23.578854,1,1,0,0
11,raw_clean,92,82,-23.995743,-24.267437,-29.96418,0,0,1,0
11,raw_clean,93,82,-23.995743,-18.560148,-24.361055,0,0,1,0
11,raw_clean,94,82,-24.267437,-18.560148,-24.519451,0,0,1,0
11,raw_clean,95,82,-24.267437,-21.613314,-28.088833,0,0,1,0
11,raw_clean,96,330,-4.292259,1.523788,0.681019,1,0,1,0
11,raw_clean,97,330,1.523788,-0.892817,4.389424,0,1,1,0
11,raw_clean,98,372,18.638275,15.022434,17.833206,0,0,1,0
11,raw_clean,99,372,18.638275,20.712795,21.017288,0,0,1,0
11,raw_clean,100,372,15.022434,20.712795,19.858624,0,0,1,0
11,raw_clean,101,55,12.571797,6.219856,2.616796,1,1,0,0
11,raw_clean,102,55,10.92729,6.219856,1.08186,1,1,0,0
11,raw_clean,103,427,8.036775,3.194602,6.306147,1,1,0,0
11,raw_clean,104,102,13.592896,13.493841,13.868845,1,1,0,0
11,raw_clean,105,102,14.899451,13.493841,13.911305,1,1,0,0
11,raw_clean,106,376,-1.829196,-6.723246,-3.016806,0,0,1,0
11,raw_clean,107,422,-8.199881,-2.393637,-3.982239,1,1,0,0
11,raw_clean,108,100,8.064924,3.631867,9.637181,0,0,1,0
11,raw_clean,109,100,8.064924,4.872805,9.253927,0,0,1,0
11,raw_clean,110,100,3.631867,4.872805,5.123139,0,0,1,0
11,raw_clean,111,463,-3.471638,2.439692,0.193637,0,1,0,0
11,raw_clean,112,444,2.720567,4.955537,3.295904,1,1,0,0
11,raw_clean,113,444,2.720567,5.501647,3.280979,1,1,0,0
11,raw_clean,114,444,2.720567,5.646263,4.237868,1,1,0,0
11,raw_clean,115,444,4.955537,5.501647,5.058772,1,1,0,0
11,raw_clean,116,444,4.955537,5.646263,7.168876,1,1,0,0
11,raw_clean,117,444,5.501647,5.646263,6.153661,1,1,0,0
11,raw_clean,118,370,0.901848,-0.119146,-3.809511,1,0,1,0
11,raw_clean,119,370,0.030295,-0.119146,-3.597575,1,0,1,0
11,raw_clean,120,53,1.831595,8.094518,8.517333,0,0,1,0
11,raw_clean,121,37,-17.430534,-16.256149,-16.132313,1,1,0,0
11,raw_clean,122,183,-15.22705,-8.559958,-8.237542,1,1,0,0
11,raw_clean,123,183,-15.22705,-9.82247,-9.38087,1,1,0,0
11,raw_clean,124,126,-16.10194,-7.806041,-11.306571,0,0,1,0
11,raw_clean,125,126,-16.10194,-12.09606,-15.811737,0,0,1,0
11,raw_clean,126,126,-7.806041,-12.09606,-7.781724,0,0,1,0
11,raw_clean,127,90,-16.83283,-17.5485,-21.496626,0,0,1,0
11,raw_clean,128,90,-16.83283,-17.914223,-21.775417,0,0,1,0
11,raw_clean,129,90,-16.83283,-19.670271,-23.441727,0,0,1,0
11,raw_clean,130,90,-16.83283,-18.572834,-21.804495,0,0,1,0
11,raw_clean,131,90,-16.83283,-19.005411,-22.852974,0,0,1,0
11,raw_clean,132,90,-17.914223,-19.670271,-24.590006,0,0,1,0
11,raw_clean,133,90,-17.914223,-18.572834,-23.147253,0,0,1,0
11,raw_clean,134,90,-17.914223,-19.005411,-23.999546,0,0,1,0
11,raw_clean,135,90,-19.670271,-18.572834,-24.597063,0,0,1,0
11,raw_clean,136,90,-19.670271,-19.005411,-25.595753,0,0,1,0
11,raw_clean,137,244,7.162989,2.085648,1.624649,1,1,0,0
11,raw_clean,138,315,18.100361,17.466314,20.535393,0,0,1,0
11,raw_clean,139,343,4.508439,7.318192,4.446764,1,1,0,0
11,raw_clean,140,443,10.937686,10.76134,11.427605,0,0,1,0
11,raw_clean,141,98,10.239195,11.243514,8.741342,1,1,0,0
11,raw_clean,142,98,13.755114,11.243514,11.750357,1,1,0,0
11,raw_clean,143,10,-11.612017,-8.38982,-4.674599,1,1,0,0
11,raw_clean,144,502,-13.156669,-8.564282,-3.553478,1,1,0,0
11,raw_clean,145,502,-17.307627,-8.564282,-7.615741,1,1,0,0
11,raw_clean,146,502,-8.564282,-17.430143,-7.696619,1,1,0,0
11,raw_clean,147,208,7.977515,7.46812,6.20818,1,1,0,0
11,raw_clean,148,208,7.977515,1.24858,0.098622,1,1,0,0
11,raw_clean,149,245,-11.907289,-12.23545,-15.731933,0,0,1,0
11,raw_clean,150,380,19.179874,18.573187,15.468302,1,1,0,0
11,raw_clean,151,380,19.179874,20.561024,16.761986,1,1,0,0
11,raw_clean,152,380,18.573187,20.561024,15.19245,1,1,0,0
11,raw_clean,153,292,3.10446,4.056262,-1.480389,1,1,1,1
11,raw_clean,154,469,14.449371,13.763488,14.28092,1,1,0,0
11,raw_clean,155,469,12.54275,12.006133,8.789633,1,1,0,0
11,raw_clean,156,469,12.54275,14.255228,11.711293,1,1,0,0
11,raw_clean,157,135,11.852206,9.218346,9.146914,1,1,0,0
11,raw_clean,158,286,10.064818,9.518648,5.384204,1,1,0,0
11,raw_clean,159,437,11.799798,10.649372,12.116004,1,1,0,0
11,raw_clean,160,117,15.475541,13.293789,8.51403,1,1,0,0
11,raw_clean,161,147,-8.610269,-7.868656,-4.2003,1,1,0,0
11,raw_clean,162,191,25.906483,24.950867,23.877794,1,1,0,0
11,raw_clean,163,191,25.906483,26.793633,25.317562,1,1,0,0
11,raw_clean,164,191,25.906483,23.60182,22.386227,1,1,0,0
11,raw_clean,165,191,24.950867,26.793633,24.486534,1,1,0,0
11,raw_clean,166,271,23.50769,23.167965,24.843658,1,1,0,0
11,raw_clean,167,115,-1.644423,-1.693753,-3.409393,0,0,1,0
11,raw_clean,168,457,16.035366,18.643154,18.676073,1,1,0,0
11,raw_clean,169,457,16.035366,16.55854,17.216618,1,1,0,0
11,raw_clean,170,457,18.643154,16.55854,19.76075,1,1,0,0
11,raw_clean,171,1,29.012985,25.957062,23.878571,1,1,0,0
11,raw_clean,172,197,1.318493,-2.215414,-1.770852,1,0,1,0
11,raw_clean,173,197,-2.215414,2.402967,-2.144024,0,1,1,0
11,raw_clean,174,455,11.146485,12.72369,13.225636,1,1,0,0
11,raw_clean,175,455,12.72369,11.037915,12.816328,1,1,0,0
11,raw_clean,176,125,14.976722,8.888054,11.490519,0,0,1,0
11,raw_clean,177,229,-19.475361,-20.372259,-19.112305,0,0,1,0
11,raw_clean,178,229,-19.475361,-16.728518,-17.042051,0,0,1,0
11,raw_clean,179,229,-27.035072,-16.728518,-23.55743,0,0,1,0
11,raw_clean,180,311,4.475835,6.145018,6.317185,0,0,1,0
11,raw_clean,181,311,4.475835,5.11128,5.527288,0,0,1,0
11,raw_clean,182,311,6.145018,-0.383888,1.917384,0,1,1,0
11,raw_clean,183,311,6.145018,5.11128,6.203634,0,0,1,0
11,raw_clean,184,340,17.013697,12.017197,12.419446,1,1,0,0
11,raw_clean,185,145,12.612211,8.601331,1.176105,1,1,0,0
11,raw_clean,186,96,5.936903,5.774604,8.291468,0,0,1,0
11,raw_clean,187,96,3.554296,5.774604,6.862707,0,0,1,0
11,raw_clean,188,335,-4.825895,-5.064299,-9.514221,0,0,1,0
11,raw_clean,189,335,-5.064299,-5.219132,-8.795345,0,0,1,0
11,raw_clean,190,335,-5.064299,-1.601558,-6.089412,0,0,1,0
11,raw_clean,191,16,2.227991,2.969363,4.789768,1,1,0,0
11,raw_clean,192,16,2.227991,-2.257797,2.09994,1,0,0,0
11,raw_clean,193,16,2.227991,-3.752776,0.135802,1,0,0,0
11,raw_clean,194,16,-2.257797,-3.752776,-4.445477,0,0,1,0
11,raw_clean,195,107,17.969475,20.250734,23.286451,0,0,1,0
11,raw_clean,196,107,17.969475,13.160002,16.403643,0,0,1,0
11,raw_clean,197,107,17.969475,13.398515,17.124153,0,0,1,0
11,raw_clean,198,107,20.250734,13.160002,19.039497,0,0,1,0
11,raw_clean,199,107,20.250734,13.398515,19.120241,0,0,1,0
11,raw_clean,200,107,13.160002,13.398515,12.630577,0,0,1,0
11,raw_clean,201,134,-14.812595,-11.889595,-11.679111,1,1,0,0
11,raw_clean,202,419,8.816278,16.179489,10.396852,1,1,0,0
11,raw_clean,203,295,-1.464115,-1.315345,2.823178,1,1,1,1
11,raw_clean,204,289,14.648092,13.094143,13.40018,1,1,0,0
11,raw_clean,205,289,13.094143,13.577859,12.140266,1,1,0,0
11,raw_clean,206,354,13.381668,13.423662,11.216101,1,1,0,0
11,raw_clean,207,354,13.381668,14.742912,10.962276,1,1,0,0
11,raw_clean,208,354,13.381668,13.697897,10.753933,1,1,0,0
11,raw_clean,209,354,13.423662,14.742912,12.129446,1,1,0,0
11,raw_clean,210,354,16.374304,14.645559,15.371125,1,1,0,0
11,raw_clean,211,354,14.742912,13.697897,11.456173,1,1,0,0
11,raw_clean,212,304,14.822482,8.117337,8.860335,1,1,0,0
11,raw_clean,213,304,6.925119,8.117337,3.526583,1,1,0,0
11,raw_clean,214,304,8.117337,12.050946,6.493608,1,1,0,0
11,raw_clean,215,276,20.719534,20.255848,18.340874,1,1,0,0
11,raw_clean,216,276,20.719534,20.755535,17.86338,1,1,0,0
11,raw_clean,217,276,20.255848,20.755535,18.729694,1,1,0,0
11,raw_clean,218,233,-22.378244,-22.720881,-25.631721,0,0,1,0
11,raw_clean,219,233,-17.024538,-15.268759,-13.486542,0,0,1,0
11,raw_clean,220,233,-17.024538,-16.294794,-14.697275,0,0,1,0
11,raw_clean,221,233,-17.024538,-21.508085,-21.89521,0,0,1,0
11,raw_clean,222,233,-15.268759,-16.294794,-13.847591,0,0,1,0
11,raw_clean,223,233,-15.268759,-21.508085,-18.158415,0,0,1,0
11,raw_clean,224,233,-16.294794,-21.508085,-18.445984,0,0,1,0
11,raw_clean,225,325,7.613433,9.362796,6.604401,1,1,0,0
11,raw_clean,226,325,7.613433,10.785409,7.806894,1,1,0,0
11,raw_clean,227,400,3.751822,1.5411,0.741987,1,1,0,0
11,raw_clean,228,400,3.751822,5.775704,4.909654,1,1,0,0
11,raw_clean,229,400,3.751822,4.86329,4.158083,1,1,0,0
11,raw_clean,230,400,1.5411,5.775704,3.038728,1,1,0,0
11,raw_clean,231,400,1.5411,4.86329,1.913525,1,1,0,0
11,raw_clean,232,400,1.5411,0.127987,-3.473348,1,1,1,1
11,raw_clean,233,275,4.42036,5.609495,9.040396,0,0,1,0
11,raw_clean,234,66,-15.008322,-10.945071,-8.8487,1,1,0,0
11,raw_clean,235,302,9.720138,7.657495,10.040155,1,1,0,0
11,raw_clean,236,302,7.657495,5.050554,5.477927,1,1,0,0
11,raw_flipmine,0,173,-11.364986,-5.31039,-14.47839,0,0,1,0
11,raw_flipmine,1,433,-6.274378,4.360919,-1.921624,0,1,1,0
11,raw_flipmine,2,433,-6.274378,1.952595,-3.762873,0,1,1,0
11,raw_flipmine,3,433,4.360919,1.952595,2.259665,1,1,0,0
11,raw_flipmine,4,105,2.046351,1.887006,-0.739184,1,1,1,1
11,raw_flipmine,5,161,-7.299664,-10.250786,-1.35393,1,1,0,0
11,raw_flipmine,6,336,-3.456944,-3.951563,1.674825,1,1,1,1
11,raw_flipmine,7,136,-0.060685,-8.645483,-12.553291,0,0,1,0
11,raw_flipmine,8,136,-0.060685,1.867878,-3.310848,0,1,1,0
11,raw_flipmine,9,136,-0.060685,6.786911,3.0113,0,1,0,0
11,raw_flipmine,10,136,-8.645483,1.867878,-9.725233,0,1,1,0
11,raw_flipmine,11,246,-9.797518,-5.439864,-15.43828,0,0,1,0
11,raw_flipmine,12,246,-9.797518,-14.999485,-25.271208,0,0,1,0
11,raw_flipmine,13,246,-9.797518,-7.071702,-13.833429,0,0,1,0
11,raw_flipmine,14,246,-5.439864,-14.999485,-17.460629,0,0,1,0
11,raw_flipmine,15,246,-5.439864,-7.071702,-10.078581,0,0,1,0
11,raw_flipmine,16,246,-14.999485,-7.071702,-19.053692,0,0,1,0
11,raw_flipmine,17,331,1.803796,-3.587173,-16.577017,1,0,1,0
11,raw_flipmine,18,331,1.803796,-7.790411,-32.662247,1,0,1,0
11,raw_flipmine,19,331,1.803796,-6.141207,-21.567394,1,0,1,0
11,raw_flipmine,20,331,-3.587173,-7.790411,-31.863264,0,0,1,0
11,raw_flipmine,21,331,-3.587173,-6.141207,-22.915121,0,0,1,0
11,raw_flipmine,22,331,-7.790411,-6.141207,-37.823826,0,0,1,0
11,raw_flipmine,23,81,-16.933632,-13.523026,-25.335554,0,0,1,0
11,raw_flipmine,24,81,-16.933632,-18.726046,-30.475939,0,0,1,0
11,raw_flipmine,25,81,-13.523026,-18.726046,-27.396214,0,0,1,0
11,raw_flipmine,26,357,9.325924,6.16573,3.704658,1,1,0,0
11,raw_flipmine,27,106,-10.221767,-25.645681,-15.338799,0,0,1,0
11,raw_flipmine,28,485,-6.934571,-15.366985,-27.573271,0,0,1,0
11,raw_flipmine,29,485,-15.366985,-4.058548,-23.511906,0,0,1,0
11,raw_flipmine,30,418,7.424374,-1.106128,9.028175,0,1,1,0
11,raw_flipmine,31,418,7.424374,4.123689,11.230129,0,0,1,0
11,raw_flipmine,32,109,-1.05575,1.041238,-1.700794,0,1,1,0
11,raw_flipmine,33,13,-28.5212,-14.696251,-49.906845,0,0,1,0
11,raw_flipmine,34,326,-19.066505,-16.421926,-26.793249,0,0,1,0
11,raw_flipmine,35,285,7.519548,8.009594,8.009594,0,0,1,0
11,raw_flipmine,36,285,7.519548,8.072241,8.009594,0,0,1,0
11,raw_flipmine,37,285,7.519548,8.079647,8.009594,0,0,1,0
11,raw_flipmine,38,342,1.089319,0.732369,-8.123133,1,1,1,1
11,raw_flipmine,39,230,-1.353949,-8.895632,-9.548004,0,0,1,0
11,raw_flipmine,40,174,3.906745,3.691669,1.223293,1,1,0,0
11,raw_flipmine,41,149,-6.514455,-13.769415,-31.879442,0,0,1,0
11,raw_flipmine,42,362,8.233448,10.753572,14.369228,0,0,1,0
11,raw_flipmine,43,362,8.233448,7.499221,11.592171,0,0,1,0
11,raw_flipmine,44,362,10.753572,7.499221,13.576254,0,0,1,0
11,raw_flipmine,45,399,8.93379,9.011467,1.305943,1,1,0,0
11,raw_flipmine,46,399,8.93379,6.22565,-1.041555,1,1,1,1
11,raw_flipmine,47,399,9.011467,6.22565,-0.943092,1,1,1,1
11,raw_flipmine,48,39,7.032795,6.848133,8.656042,0,0,1,0
11,raw_flipmine,49,84,2.336958,3.855633,4.883728,1,1,0,0
11,raw_flipmine,50,84,2.336958,5.799614,5.803911,1,1,0,0
11,raw_flipmine,51,84,2.336958,7.849285,8.166749,1,1,0,0
11,raw_flipmine,52,84,5.018977,5.799614,5.56992,1,1,0,0
11,raw_flipmine,53,84,5.018977,7.849285,7.544042,1,1,0,0
11,raw_flipmine,54,84,3.855633,5.799614,6.687373,1,1,0,0
11,raw_flipmine,55,84,3.855633,7.849285,11.388889,1,1,0,0
11,raw_flipmine,56,84,5.799614,7.849285,8.358641,1,1,0,0
11,raw_flipmine,57,15,-11.469612,-0.106273,-0.189698,1,1,0,0
11,raw_flipmine,58,15,-11.469612,-0.315635,-1.487023,1,1,0,0
11,raw_flipmine,59,15,-13.301455,-0.106273,-1.820957,1,1,0,0
11,raw_flipmine,60,15,-13.301455,-0.315635,-3.396826,1,1,0,0
11,raw_flipmine,61,15,-0.106273,-0.315635,10.824881,1,1,1,1
11,raw_flipmine,62,363,5.079382,1.230798,-0.166586,1,1,1,1
11,raw_flipmine,63,140,-6.243197,0.814335,-7.248218,0,1,1,0
11,raw_flipmine,64,236,-15.890818,-5.947834,-24.813965,0,0,1,0
11,raw_flipmine,65,35,-7.731289,-2.442468,-10.499458,0,0,1,0
11,raw_flipmine,66,192,0.68402,2.935521,3.474465,0,0,1,0
11,raw_flipmine,67,192,2.935521,3.408339,6.003348,0,0,1,0
11,raw_flipmine,68,99,-60.185329,-44.725777,-50.115337,1,1,0,0
11,raw_flipmine,69,489,-33.015614,-19.130842,-27.253145,0,0,1,0
11,raw_flipmine,70,484,7.979451,8.076778,1.098548,1,1,0,0
11,raw_flipmine,71,484,8.076778,7.204744,3.588943,1,1,0,0
11,raw_flipmine,72,49,-3.833786,-6.249965,-16.5511,0,0,1,0
11,raw_flipmine,73,493,-42.523109,-34.811638,-46.221386,0,0,1,0
11,raw_flipmine,74,493,-42.523109,-35.720158,-51.992336,0,0,1,0
11,raw_flipmine,75,493,-42.523109,-39.901436,-50.816231,0,0,1,0
11,raw_flipmine,76,493,-34.811638,-35.720158,-45.421856,0,0,1,0
11,raw_flipmine,77,493,-34.811638,-39.901436,-40.481606,0,0,1,0
11,raw_flipmine,78,493,-35.720158,-39.901436,-47.675228,0,0,1,0
11,raw_flipmine,79,171,13.600927,14.158869,14.08758,1,1,0,0
11,raw_flipmine,80,190,-3.416306,-3.197558,-5.525126,0,0,1,0
11,raw_flipmine,81,237,-10.439352,4.763875,-11.276381,0,1,1,0
11,raw_flipmine,82,237,-10.439352,-9.290043,-26.487051,0,0,1,0
11,raw_flipmine,83,87,9.806004,9.437654,4.331243,1,1,0,0
11,raw_flipmine,84,288,15.298134,15.735458,9.22674,1,1,0,0
11,raw_flipmine,85,288,15.45797,15.735458,10.360182,1,1,0,0
11,raw_flipmine,86,272,0.257302,0.244751,-7.153971,1,1,1,1
11,raw_flipmine,87,272,0.257302,-8.312273,-29.591635,1,0,1,0
11,raw_flipmine,88,272,3.898428,3.903109,2.085404,1,1,0,0
11,raw_flipmine,89,272,3.898428,3.435347,0.861849,1,1,0,0
11,raw_flipmine,90,272,3.903109,3.435347,1.305049,1,1,0,0
11,raw_flipmine,91,491,-71.749985,-70.37011,-65.113152,1,1,0,0
11,raw_flipmine,92,82,-47.00378,-44.38876,-75.980988,0,0,1,0
11,raw_flipmine,93,82,-47.00378,-27.108112,-49.513992,0,0,1,0
11,raw_flipmine,94,82,-44.38876,-27.108112,-47.493668,0,0,1,0
11,raw_flipmine,95,82,-44.38876,-35.713879,-63.471584,0,0,1,0
11,raw_flipmine,96,330,-2.775961,4.416189,5.923675,1,0,1,0
11,raw_flipmine,97,330,4.416189,0.609065,7.200822,0,0,1,0
11,raw_flipmine,98,372,7.518408,0.975318,5.912793,0,0,1,0
11,raw_flipmine,99,372,7.518408,11.115774,13.57222,0,0,1,0
11,raw_flipmine,100,372,0.975318,11.115774,8.462803,0,0,1,0
11,raw_flipmine,101,55,14.412359,8.012173,3.140636,1,1,0,0
11,raw_flipmine,102,55,13.4062,8.012173,-0.574234,1,1,1,1
11,raw_flipmine,103,427,0.116859,-7.84206,-4.10231,1,0,1,0
11,raw_flipmine,104,102,0.829311,-4.50209,-8.348818,1,0,1,0
11,raw_flipmine,105,102,4.1078,-4.50209,-6.345614,1,0,1,0
11,raw_flipmine,106,376,-31.192799,-47.327579,-33.417408,0,0,1,0
11,raw_flipmine,107,422,-10.514175,-14.478037,-5.084015,1,1,0,0
11,raw_flipmine,108,100,-26.728781,-38.747036,-25.771467,1,1,0,0
11,raw_flipmine,109,100,-26.728781,-41.012592,-26.405613,1,1,0,0
11,raw_flipmine,110,100,-38.747036,-41.012592,-39.771542,1,1,0,0
11,raw_flipmine,111,463,-5.031897,-5.476517,-6.010499,0,0,1,0
11,raw_flipmine,112,444,5.049694,7.759438,8.009594,1,1,0,0
11,raw_flipmine,113,444,5.049694,8.009594,8.009594,1,1,0,0
11,raw_flipmine,114,444,5.049694,8.009594,7.945902,1,1,0,0
11,raw_flipmine,115,444,7.759438,8.009594,8.009594,1,1,0,0
11,raw_flipmine,116,444,7.759438,8.009594,7.962453,1,1,0,0
11,raw_flipmine,117,444,8.009594,8.009594,8.009594,1,1,0,0
11,raw_flipmine,118,370,-1.163459,-2.121714,-11.857122,0,0,1,0
11,raw_flipmine,119,370,-7.251129,-2.121714,-18.198782,0,0,1,0
11,raw_flipmine,120,53,-6.63623,-1.966524,-0.218041,1,1,0,0
11,raw_flipmine,121,37,-28.616812,-25.011309,-24.534552,1,1,0,0
11,raw_flipmine,122,183,-29.262878,-19.681063,-17.036467,1,1,0,0
11,raw_flipmine,123,183,-29.262878,-28.101927,-24.82457,1,1,0,0
11,raw_flipmine,124,126,-13.3283,-5.289795,-13.246233,0,0,1,0
11,raw_flipmine,125,126,-13.3283,-4.149025,-14.381544,0,0,1,0
11,raw_flipmine,126,126,-5.289795,-4.149025,-2.868894,0,0,1,0
11,raw_flipmine,127,90,-2.750195,5.256518,-9.379683,0,1,1,0
11,raw_flipmine,128,90,-2.750195,4.671049,-10.352476,0,1,1,0
11,raw_flipmine,129,90,-2.750195,-0.195048,-18.522535,0,0,1,0
11,raw_flipmine,130,90,-2.750195,3.012357,-13.136602,0,1,1,0
11,raw_flipmine,131,90,-2.750195,2.846707,-13.036959,0,1,1,0
11,raw_flipmine,132,90,4.671049,-0.195048,-5.80538,1,0,1,0
11,raw_flipmine,133,90,4.671049,3.012357,-4.063136,1,1,1,1
11,raw_flipmine,134,90,4.671049,2.846707,-5.393821,1,1,1,1
11,raw_flipmine,135,90,-0.195048,3.012357,-13.689905,0,1,1,0
11,raw_flipmine,136,90,-0.195048,2.846707,-8.923536,0,1,1,0
11,raw_flipmine,137,244,8.009594,7.708648,6.739426,1,1,0,0
