scene,orig,fam,input_norm,feat_dist,null_feat_dist,oracle,pred,margin,model_miss
356,1,random,0.32,0.4192,0.32,0,1,0.0623,True
361,1,random,0.32,2.6084,0.438,0,0,0.0322,False
362,1,random,0.32,1.457,0.2786,0,0,0.1167,False
363,1,single,0.16,0.6486,0.1907,0,1,0.0952,True
365,1,random,0.32,0.4478,0.3529,0,1,0.0401,True
366,0,random,0.32,13.5263,0.4555,1,0,0.0381,True
367,1,random,0.32,4.0475,0.2955,0,1,0.0576,True
368,1,single,0.16,0.5258,0.2158,0,1,0.034,True
374,1,single,0.16,0.2513,0.152,0,1,0.0395,True
377,0,random,0.32,0.4792,0.4416,1,1,0.311,False
378,0,single,0.16,2.7957,0.2981,1,1,0.0511,False
379,1,random,0.32,2.3445,0.2679,0,1,0.1779,True
383,0,random,0.32,14.338,0.3662,1,1,0.0478,False
384,0,random,0.32,5.5617,0.6225,1,1,0.034,False
385,0,single,0.1,0.8619,0.174,1,1,0.0492,False
386,1,random,0.32,1.6076,0.5886,0,1,0.0369,True
387,0,random,0.32,1.0515,0.1979,1,1,0.0648,False
388,1,random,0.12,0.1741,0.4625,0,0,0.0423,False
390,1,random,0.32,3.6258,0.3869,0,1,0.038,True
391,1,random,0.32,4.0221,0.428,0,0,0.0939,False
392,0,random,0.32,1.469,0.3901,1,1,0.0424,False
397,1,random,0.32,6.1868,0.7836,0,1,0.0525,True
398,1,random,0.32,4.3386,0.5021,0,0,0.1615,False
399,1,random,0.32,1.3186,0.5348,0,1,0.0642,True
400,1,pair,0.1,0.1803,0.1708,0,0,0.0338,False
401,0,random,0.12,0.2894,0.1803,1,1,0.0321,False
404,1,random,0.32,0.4143,0.469,0,1,0.0381,True
406,1,random,0.32,0.4038,1.0439,0,1,0.1165,True
408,1,single,0.06,0.2513,0.1488,0,0,0.0369,False
409,0,random,0.32,0.3556,0.3489,1,1,0.0644,False
415,0,pair,0.16,0.9059,0.2102,1,1,0.0477,False
417,1,pair,0.1,0.1154,0.1374,0,0,0.0471,False
419,1,random,0.32,0.4944,0.318,0,0,0.0836,False
421,1,random,0.32,6.055,1.9103,0,1,0.1197,True
422,1,random,0.32,8.3308,0.3414,0,0,0.0519,False
423,1,pair,0.16,1.0561,0.2017,0,0,0.0324,False
425,1,random,0.32,7.5935,0.3203,0,1,0.102,True
430,1,random,0.32,0.4094,0.4708,0,1,0.1108,True
432,1,single,0.16,2.6896,0.2542,0,0,0.0463,False
435,0,random,0.12,0.1377,0.3025,1,1,0.0376,False
438,1,single,0.1,0.4841,0.1417,0,1,0.0692,True
442,1,random,0.32,7.4052,0.2573,0,1,0.1664,True
443,1,random,0.32,3.8992,0.7317,0,1,0.1299,True
444,0,random,0.32,10.3146,0.4744,1,1,0.0778,False
446,1,random,0.2,2.6406,0.3594,0,0,0.0448,False
449,0,random,0.32,2.1629,0.6761,1,0,0.0593,True
450,0,random,0.32,4.5882,nan,1,0,0.0324,True
451,0,random,0.32,0.2497,0.2933,1,1,0.2584,False
453,1,random,0.32,3.3708,0.3204,0,1,0.1115,True
456,1,random,0.32,6.67,0.4469,0,0,0.0344,False
457,1,random,0.32,0.4794,0.3968,0,1,0.0423,True
459,1,random,0.12,0.1347,0.1185,0,1,0.0351,True
461,1,random,0.32,5.3356,0.3945,0,0,0.0337,False
463,1,single,0.16,1.303,0.2835,0,0,0.0333,False
467,1,single,0.1,0.2206,0.2079,0,1,0.0515,True
468,1,random,0.32,8.1459,0.5256,0,0,0.0884,False
469,1,pair,0.16,0.2774,0.2526,0,1,0.0477,True
472,1,random,0.32,8.4131,0.6721,0,1,0.1388,True
473,1,single,0.1,0.1259,0.1462,0,1,0.061,True
474,1,single,0.16,0.5869,0.1937,0,1,0.0404,True
476,0,random,0.32,1.2284,0.3481,1,1,0.031,False
477,1,random,0.32,0.7309,nan,0,0,0.0376,False
479,0,random,0.32,1.7997,0.8178,1,0,0.0427,True
482,1,random,0.2,0.7218,0.3141,0,1,0.0336,True
483,0,random,0.32,5.3474,0.6143,1,1,0.1667,False
484,0,single,0.16,2.9918,0.2132,1,1,0.0764,False
487,1,random,0.32,6.9708,0.2921,0,1,0.1451,True
489,0,random,0.32,6.1911,0.3765,1,1,0.0355,False
492,0,single,0.16,8.2158,0.231,1,1,0.052,False
494,0,random,0.32,0.4721,0.6913,1,0,0.0837,True
496,0,random,0.32,1.3278,nan,1,1,0.0735,False
497,1,random,0.32,5.2868,0.4038,0,1,0.1275,True
499,1,random,0.32,9.0708,0.5725,0,0,0.0863,False
501,1,random,0.32,5.3978,0.4597,0,0,0.1451,False
502,1,random,0.32,1.876,0.6536,0,0,0.0914,False
503,1,random,0.32,3.3901,0.3767,0,1,0.059,True
504,1,random,0.32,0.583,0.513,0,0,0.0313,False
506,1,random,0.2,0.289,0.2395,0,1,0.0766,True
507,1,random,0.2,0.3074,0.749,0,1,0.0463,True
508,1,random,0.32,8.2684,0.4922,0,1,0.0378,True
509,0,random,0.32,1.0419,0.2867,1,0,0.0589,True
