name,size,arch,seed,frac,lr,dev_bce,train_error,final_loss,steps,init_sha256,checkpoint_sha256,train_sha256,flip_sha256,batch_order,subset_sha256,oracle_candidate_queries,retained_flip_labels,training_state_forwards,J,n,n_parents,atomic_pass,AB_correct,CCM_denominator,R_full,M,original111_n,degradation111
N_sixdist_s11_f25_lr0.01,N,sixdist,11,25,0.01,0.23190656304359436,0.00390625,0.019052712246775627,300,b8b08a112a09d75b8a4b709c41982240a8b56c7b62d2e80fb26b8db15466b4de,2bea2f6d1fb32874596be8b9114a5bf70ec12c89affeb83f56f44cb1162ba1d9,620ea1dc1e443dc6c238317463dc64ab3a9ae05fb592743f3a7d67d7ce17262c,d164ad5aa2ce5cddc59b090809ccdf258a142a0ebe45712102a4c410fef64b5d,full static then full fixed subset each step,34e1b85e0643f1557ed5cc018059864ece0856d516e48a7cfdac3bd4ec1e2340,147514,383,268500,0.6826688364524003,1229,250,0.7998372660699756,0.8803905614320586,647,0.6136012364760433,0.2550231839258114,100,0.1
N_sixdist_s11_f100_lr0.001,N,sixdist,11,100,0.001,0.1238246038556099,0.00390625,0.04170925170183182,300,b8b08a112a09d75b8a4b709c41982240a8b56c7b62d2e80fb26b8db15466b4de,4deb914fab604d43804c64319113dcf38636a20a91a54a501e634a33c0db2864,620ea1dc1e443dc6c238317463dc64ab3a9ae05fb592743f3a7d67d7ce17262c,d164ad5aa2ce5cddc59b090809ccdf258a142a0ebe45712102a4c410fef64b5d,full static then full fixed subset each step,d0105bb0ec4c63bc38fb023a940b4e40658705afddd762e92bfeb20f51d6669f,147514,1534,613800,0.6427990235964198,1229,250,0.7721724979658259,0.869812855980472,647,0.5857805255023184,0.2735703245749614,100,0.16
N_sixdist_s23_f0_lr0.001,N,sixdist,23,0,0.001,1.0499167442321777,0.0,0.0024572396650910378,300,1bc0e4f626b5f870cb4499fd7b2a28e0e5b604ca7ea44b37a9a864cbd02777e1,5d090acc39ba6b337c1c06d4571baffbcc16f0b2f13ec825dff1e553269ef853,620ea1dc1e443dc6c238317463dc64ab3a9ae05fb592743f3a7d67d7ce17262c,d164ad5aa2ce5cddc59b090809ccdf258a142a0ebe45712102a4c410fef64b5d,full static then full fixed subset each step,d0105bb0ec4c63bc38fb023a940b4e40658705afddd762e92bfeb20f51d6669f,147514,0,153600,0.2766476810414972,1229,250,0.7681041497152156,0.5061025223759154,680,0.25882352941176473,0.1264705882352941,90,0.6333333333333333
N_sixdist_s23_f25_lr0.001,N,sixdist,23,25,0.001,0.20574603974819183,0.005859375,0.031756866723299026,300,1bc0e4f626b5f870cb4499fd7b2a28e0e5b604ca7ea44b37a9a864cbd02777e1,0fe0ac69e3cc0de5d4c6533bc6c87f3f29426605d7cd26a8870cc05564c8aaef,620ea1dc1e443dc6c238317463dc64ab3a9ae05fb592743f3a7d67d7ce17262c,d164ad5aa2ce5cddc59b090809ccdf258a142a0ebe45712102a4c410fef64b5d,full static then full fixed subset each step,34e1b85e0643f1557ed5cc018059864ece0856d516e48a7cfdac3bd4ec1e2340,147514,383,268500,0.6167615947925142,1229,250,0.7591537835638731,0.8559804719283971,680,0.6014705882352941,0.2338235294117647,90,0.24444444444444444
N_sixdist_s23_f100_lr0.001,N,sixdist,23,100,0.001,0.12203316390514374,0.00390625,0.04245612025260925,300,1bc0e4f626b5f870cb4499fd7b2a28e0e5b604ca7ea44b37a9a864cbd02777e1,fe5642b5622289f8fca2e9f6994f6ad38d1054e82694114648b30aec06915a81,620ea1dc1e443dc6c238317463dc64ab3a9ae05fb592743f3a7d67d7ce17262c,d164ad5aa2ce5cddc59b090809ccdf258a142a0ebe45712102a4c410fef64b5d,full static then full fixed subset each step,d0105bb0ec4c63bc38fb023a940b4e40658705afddd762e92bfeb20f51d6669f,147514,1534,613800,0.6468673718470301,1229,250,0.7681041497152156,0.8755085435313262,680,0.6102941176470589,0.2647058823529412,90,0.17777777777777778
N_sixdist_s47_f0_lr0.001,N,sixdist,47,0,0.001,1.0430783033370972,0.0,0.002161643235012889,300,2192aa9c50b4703e2befacdb7d57b1f8324a81de5d84b983837ca82003f4a7d5,1796cacec0ae2d0554634d186e598046e97d45c9f839739bda371a9f5d01aa7e,620ea1dc1e443dc6c238317463dc64ab3a9ae05fb592743f3a7d67d7ce17262c,d164ad5aa2ce5cddc59b090809ccdf258a142a0ebe45712102a4c410fef64b5d,full static then full fixed subset each step,d0105bb0ec4c63bc38fb023a940b4e40658705afddd762e92bfeb20f51d6669f,147514,0,153600,0.2855980471928397,1229,250,0.7681041497152156,0.516680227827502,622,0.25241157556270094,0.13344051446945338,88,0.5227272727272727
N_sixdist_s47_f25_lr0.001,N,sixdist,47,25,0.001,0.16509214043617249,0.0078125,0.032267846167087555,300,2192aa9c50b4703e2befacdb7d57b1f8324a81de5d84b983837ca82003f4a7d5,9f2ecb569def102a682797485b1264ca804d551566bd724df880ffbbdc8f27cb,620ea1dc1e443dc6c238317463dc64ab3a9ae05fb592743f3a7d67d7ce17262c,d164ad5aa2ce5cddc59b090809ccdf258a142a0ebe45712102a4c410fef64b5d,full static then full fixed subset each step,34e1b85e0643f1557ed5cc018059864ece0856d516e48a7cfdac3bd4ec1e2340,147514,383,268500,0.5899104963384866,1229,250,0.7469487388120423,0.8380797396257119,622,0.5594855305466238,0.2861736334405145,88,0.125
N_sixdist_s47_f100_lr0.001,N,sixdist,47,100,0.001,0.11646056920289993,0.00390625,0.04500999301671982,300,2192aa9c50b4703e2befacdb7d57b1f8324a81de5d84b983837ca82003f4a7d5,9803902d1043807c2b6c3810e8c3a526e870a6e2c7c7577203e33bef12282195,620ea1dc1e443dc6c238317463dc64ab3a9ae05fb592743f3a7d67d7ce17262c,d164ad5aa2ce5cddc59b090809ccdf258a142a0ebe45712102a4c410fef64b5d,full static then full fixed subset each step,d0105bb0ec4c63bc38fb023a940b4e40658705afddd762e92bfeb20f51d6669f,147514,1534,613800,0.6143205858421481,1229,250,0.7396257119609438,0.870626525630594,622,0.5739549839228296,0.31511254019292606,88,0.09090909090909091
4N_raw_s11_f0_lr0.001,4N,raw,11,0,0.001,1.7019684314727783,0.0,0.016854990273714066,300,45f0970d66d12ea2a87bb314274f37c64363479805baad44c291ee6abef9b799,c9db3d4162aeb7e2f651e4d829d4b2b3a798097e7c0fa2843106d53ff3048a14,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,full static then full fixed subset each step,f3c609cc219ef0176f9d8fe43363365c83f2ecb0557d587494cf5c93beccbbcc,587320,0,614400,0.15134255492270138,1229,250,0.6908055329536208,0.43612693246541906,663,0.0,0.0,186,0.0
4N_raw_s11_f25_lr0.001,4N,raw,11,25,0.001,0.45017239451408386,0.0693359375,0.3066573143005371,300,45f0970d66d12ea2a87bb314274f37c64363479805baad44c291ee6abef9b799,637599aefb3978a901f37145a752725c17509dd7563ce086838258724d22fe79,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,full static then full fixed subset each step,39ab3279dbf5ea458e711b8146322771983f4d69a38e62ea3987416407344496,587320,1597,1093500,0.26851098454027666,1229,250,0.6566314076484947,0.5923515052888527,663,0.2473604826546003,0.1975867269984917,186,0.6344086021505376
4N_raw_s11_f100_lr0.003,4N,raw,11,100,0.003,0.3420770764350891,0.0009765625,0.055403612554073334,300,45f0970d66d12ea2a87bb314274f37c64363479805baad44c291ee6abef9b799,87e2c3e1660152d14ee0d1f36fdd4b62aa0067aa591fd4cceb6983b1586cce7a,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,full static then full fixed subset each step,f3c609cc219ef0176f9d8fe43363365c83f2ecb0557d587494cf5c93beccbbcc,587320,6390,2531400,0.4751830756712775,1229,250,0.6948738812042311,0.7770545158665582,663,0.4645550527903469,0.25037707390648567,186,0.41397849462365593
4N_raw_s23_f0_lr0.001,4N,raw,23,0,0.001,1.5096216201782227,0.00048828125,0.02016855776309967,300,d4f3eb242038f46edad5375e40bd669373e3c068e3da28d585a16dc4f551789c,5e412baaa73374261020dfb422a151c8ef7b25c6c11345f42fdb872ff35d53a6,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,full static then full fixed subset each step,f3c609cc219ef0176f9d8fe43363365c83f2ecb0557d587494cf5c93beccbbcc,587320,0,614400,0.12693246541903988,1229,250,0.645240032546786,0.46379170056956875,637,0.0,0.0,156,0.0
4N_raw_s23_f25_lr0.001,4N,raw,23,25,0.001,0.5441122055053711,0.05859375,0.29408904910087585,300,d4f3eb242038f46edad5375e40bd669373e3c068e3da28d585a16dc4f551789c,81d79c7d904987c9b03740e3ec4f7df8a489a166db7ea84e339731aa07ea0bce,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,full static then full fixed subset each step,39ab3279dbf5ea458e711b8146322771983f4d69a38e62ea3987416407344496,587320,1597,1093500,0.26200162733930027,1229,250,0.6322213181448332,0.6208299430431244,637,0.282574568288854,0.21821036106750394,156,0.6153846153846154
4N_raw_s23_f100_lr0.001,4N,raw,23,100,0.001,0.41840827465057373,0.05615234375,0.342873215675354,300,d4f3eb242038f46edad5375e40bd669373e3c068e3da28d585a16dc4f551789c,3493331c786ae462767f34809307bea0bde5b9ca29d0aa1fa4d71ba886b666d7,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,full static then full fixed subset each step,f3c609cc219ef0176f9d8fe43363365c83f2ecb0557d587494cf5c93beccbbcc,587320,6390,2531400,0.3336045565500407,1229,250,0.6265256305939788,0.694060211554109,637,0.3328100470957614,0.271585557299843,156,0.5128205128205128
4N_raw_s47_f0_lr0.001,4N,raw,47,0,0.001,1.3584648370742798,0.00048828125,0.015219444409012794,300,67618814a1353128eaee8389ebe001e129a8b8759ef72b884c96950d7eac6197,a2771f7662d36e10c65a86f812de79eacad9c02d8b065cd0047eed877ad7e9b9,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,full static then full fixed subset each step,f3c609cc219ef0176f9d8fe43363365c83f2ecb0557d587494cf5c93beccbbcc,587320,0,614400,0.14157851912123678,1229,250,0.6379170056956875,0.4751830756712775,610,0.0,0.0,174,0.0
4N_raw_s47_f25_lr0.001,4N,raw,47,25,0.001,0.5680718421936035,0.0634765625,0.2710762619972229,300,67618814a1353128eaee8389ebe001e129a8b8759ef72b884c96950d7eac6197,2582b3ae8a50df25c4f3466423fbfdfca136c34bead1615909cb8373c6baa05c,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,full static then full fixed subset each step,39ab3279dbf5ea458e711b8146322771983f4d69a38e62ea3987416407344496,587320,1597,1093500,0.26851098454027666,1229,250,0.6558177379983726,0.6021155410903173,610,0.2262295081967213,0.2983606557377049,174,0.632183908045977
4N_raw_s47_f100_lr0.01,4N,raw,47,100,0.01,0.37044331431388855,0.0009765625,0.06684703379869461,300,67618814a1353128eaee8389ebe001e129a8b8759ef72b884c96950d7eac6197,b3ada55999ab1ff2dcde556fcbe4f545e8f36d02f48c9235279c370226bcfd58,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,full static then full fixed subset each step,f3c609cc219ef0176f9d8fe43363365c83f2ecb0557d587494cf5c93beccbbcc,587320,6390,2531400,0.4304312449145647,1229,250,0.676159479251424,0.7510170870626526,610,0.4344262295081967,0.2639344262295082,174,0.5574712643678161
4N_sixdist_s11_f0_lr0.001,4N,sixdist,11,0,0.001,0.3395761251449585,0.0,0.007651741150766611,300,b8b08a112a09d75b8a4b709c41982240a8b56c7b62d2e80fb26b8db15466b4de,e20e3e18b8d05d67bcf3836116485431e034ee700d4daaeed0c3a221baf0018e,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,full static then full fixed subset each step,f3c609cc219ef0176f9d8fe43363365c83f2ecb0557d587494cf5c93beccbbcc,587320,0,614400,0.5427176566314077,1229,250,0.870626525630594,0.6696501220504475,663,0.46304675716440424,0.07993966817496229,186,0.3279569892473118
4N_sixdist_s11_f25_lr0.003,4N,sixdist,11,25,0.003,0.06766494363546371,0.00048828125,0.01867634430527687,300,b8b08a112a09d75b8a4b709c41982240a8b56c7b62d2e80fb26b8db15466b4de,251489def8d05eb39ea13e7002474ddd7c12f4ac54dfe0e3cfbe1c1fb06a2093,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,full static then full fixed subset each step,39ab3279dbf5ea458e711b8146322771983f4d69a38e62ea3987416407344496,587320,1597,1093500,0.7681041497152156,1229,250,0.8649308380797396,0.903173311635476,663,0.7330316742081447,0.14027149321266968,186,0.13440860215053763
4N_sixdist_s11_f100_lr0.01,4N,sixdist,11,100,0.01,0.03380776569247246,0.00146484375,0.02891569398343563,300,b8b08a112a09d75b8a4b709c41982240a8b56c7b62d2e80fb26b8db15466b4de,3f13b937617242cae93398fb2f03788f85cdf93baadb5baf43b85c599ffbaaad,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,full static then full fixed subset each step,f3c609cc219ef0176f9d8fe43363365c83f2ecb0557d587494cf5c93beccbbcc,587320,6390,2531400,0.8885272579332791,1229,250,0.9397884458909682,0.9487388120423108,663,0.8567119155354449,0.07541478129713423,186,0.016129032258064516
4N_sixdist_s23_f0_lr0.001,4N,sixdist,23,0,0.001,0.3616545796394348,0.0,0.006891811266541481,300,1bc0e4f626b5f870cb4499fd7b2a28e0e5b604ca7ea44b37a9a864cbd02777e1,d1112661731950aa15cab27b46ee6061a598b225f5a7e2411dbde80a1c988127,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,full static then full fixed subset each step,f3c609cc219ef0176f9d8fe43363365c83f2ecb0557d587494cf5c93beccbbcc,587320,0,614400,0.5459723352318958,1229,250,0.8746948738812043,0.6704637917005696,637,0.478806907378336,0.08320251177394035,156,0.2948717948717949
4N_sixdist_s23_f25_lr0.01,4N,sixdist,23,25,0.01,0.045254018157720566,0.00146484375,0.021130187436938286,300,1bc0e4f626b5f870cb4499fd7b2a28e0e5b604ca7ea44b37a9a864cbd02777e1,232bbf3b4f62a4d0765ee5666347f31d8d78e388d1c4f2403b600d827b568468,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,full static then full fixed subset each step,39ab3279dbf5ea458e711b8146322771983f4d69a38e62ea3987416407344496,587320,1597,1093500,0.8144833197721725,1229,250,0.9056143205858421,0.9088689991863304,637,0.7786499215070644,0.11773940345368916,156,0.08333333333333333
4N_sixdist_s23_f100_lr0.003,4N,sixdist,23,100,0.003,0.031581342220306396,0.0009765625,0.02734123170375824,300,1bc0e4f626b5f870cb4499fd7b2a28e0e5b604ca7ea44b37a9a864cbd02777e1,debbcfc44c3220f62917529d58a2a26d58abeaeeb98239a5d98f188b4c005339,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,full static then full fixed subset each step,f3c609cc219ef0176f9d8fe43363365c83f2ecb0557d587494cf5c93beccbbcc,587320,6390,2531400,0.8510984540276648,1229,250,0.9308380797396257,0.9186330349877949,637,0.8210361067503925,0.07692307692307693,156,0.07692307692307693
4N_sixdist_s47_f0_lr0.001,4N,sixdist,47,0,0.001,0.2904549837112427,0.0,0.00687207980081439,300,2192aa9c50b4703e2befacdb7d57b1f8324a81de5d84b983837ca82003f4a7d5,d768814e7df81603fe6afb1147835a82ac68debaea572ca9d4e9449ec21befb3,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,full static then full fixed subset each step,f3c609cc219ef0176f9d8fe43363365c83f2ecb0557d587494cf5c93beccbbcc,587320,0,614400,0.48413344182262,1229,250,0.8275020341741253,0.6517493897477624,610,0.43934426229508194,0.08688524590163935,174,0.42528735632183906
4N_sixdist_s47_f25_lr0.01,4N,sixdist,47,25,0.01,0.06385721266269684,0.0009765625,0.014032131060957909,300,2192aa9c50b4703e2befacdb7d57b1f8324a81de5d84b983837ca82003f4a7d5,6b84d0811df501b4d90ee6ee3dd57f03201727e53f6ab966b825801c35effccc,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,full static then full fixed subset each step,39ab3279dbf5ea458e711b8146322771983f4d69a38e62ea3987416407344496,587320,1597,1093500,0.8096013018714402,1229,250,0.903173311635476,0.9048006509357202,610,0.7885245901639344,0.10983606557377049,174,0.09770114942528736
4N_sixdist_s47_f100_lr0.003,4N,sixdist,47,100,0.003,0.04862888157367706,0.00146484375,0.03281495347619057,300,2192aa9c50b4703e2befacdb7d57b1f8324a81de5d84b983837ca82003f4a7d5,94f2b38fb6f4d7e6d74e082593b4db87002ad25a320caa134bb0b8a60ca445e2,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,full static then full fixed subset each step,f3c609cc219ef0176f9d8fe43363365c83f2ecb0557d587494cf5c93beccbbcc,587320,6390,2531400,0.8185516680227828,1229,250,0.8966639544344996,0.9202603742880391,610,0.8,0.13442622950819672,174,0.10919540229885058
