scene,orig,fam,input_norm,feat_dist,null_feat_dist,oracle,pred,margin,model_miss
322,1,random,0.32,0.9426,0.2827,0,1,0.0576,True
327,1,random,0.32,2.1353,0.2742,0,0,0.0573,False
328,1,random,0.32,0.4159,0.3882,0,1,0.0511,True
331,1,random,0.32,0.6284,1.2175,0,1,0.0787,True
332,1,single,0.16,0.2923,0.2493,0,0,0.0557,False
336,1,random,0.2,2.5383,0.2271,0,1,0.0579,True
337,1,pair,0.06,0.0682,0.0715,0,0,0.0369,False
339,0,random,0.32,0.6896,0.2855,1,1,0.0851,False
341,1,random,0.32,8.1279,0.2422,0,0,0.1162,False
343,1,single,0.16,0.161,0.26,0,1,0.0674,True
345,1,single,0.1,0.2103,0.1612,0,0,0.0419,False
347,0,single,0.16,1.2584,0.2045,1,1,0.0342,False
348,0,random,0.32,7.7083,0.3526,1,1,0.115,False
349,0,random,0.32,4.5665,0.7443,1,1,0.1237,False
353,0,random,0.32,1.1665,0.3568,1,0,0.0521,True
354,1,random,0.2,0.4078,0.1752,0,1,0.074,True
355,1,single,0.16,0.5938,0.1953,0,1,0.0443,True
356,1,random,0.32,0.8284,0.3791,0,0,0.0623,False
361,1,random,0.32,0.3419,0.1799,0,0,0.0322,False
362,1,random,0.32,0.6876,0.2421,0,0,0.1167,False
363,1,pair,0.16,0.393,0.1713,0,1,0.0845,True
365,1,random,0.32,0.5323,0.2359,0,1,0.075,True
366,0,random,0.32,7.9318,0.2941,1,0,0.0381,True
367,1,random,0.32,1.0318,0.3143,0,1,0.0576,True
368,1,random,0.2,0.8034,0.1303,0,1,0.0326,True
374,1,single,0.1,0.1504,0.1011,0,1,0.0379,True
377,0,single,0.16,0.2443,0.2225,1,1,0.0463,False
378,0,single,0.16,0.631,0.3673,1,1,0.0511,False
379,1,single,0.16,1.4444,0.1995,0,0,0.0365,False
383,0,random,0.32,14.053,0.4541,1,1,0.0478,False
384,0,random,0.32,6.8848,0.4099,1,1,0.034,False
385,0,single,0.1,1.179,0.1092,1,1,0.0492,False
386,1,random,0.32,0.6648,0.4636,0,1,0.1449,True
387,0,random,0.32,0.4266,0.4737,1,1,0.1182,False
388,1,random,0.12,0.2133,0.3731,0,0,0.0423,False
390,1,random,0.32,3.7359,0.1961,0,1,0.038,True
391,1,random,0.32,4.023,0.37,0,0,0.1529,False
392,0,random,0.32,1.8897,0.4863,1,1,0.0424,False
397,1,random,0.32,6.1074,0.2541,0,0,0.0525,False
398,1,random,0.32,4.9662,0.3518,0,0,0.1615,False
399,1,random,0.32,0.7492,0.5098,0,1,0.0368,True
400,1,pair,0.1,0.1149,0.1127,0,0,0.0338,False
401,0,single,0.1,0.2134,0.1438,1,1,0.054,False
404,1,random,0.2,0.2484,0.1149,0,1,0.0433,True
406,1,pair,0.1,0.438,0.1903,0,1,0.0335,True
408,1,single,0.06,0.2624,0.0999,0,0,0.0354,False
409,0,random,0.32,0.6529,0.4642,1,1,0.0967,False
415,0,single,0.16,0.2587,0.224,1,1,0.0812,False
417,1,pair,0.16,0.3082,0.1812,0,0,0.0335,False
419,1,random,0.32,0.4829,0.3748,0,0,0.0624,False
421,1,random,0.32,6.195,1.6152,0,1,0.1197,True
422,1,random,0.32,6.5861,0.1328,0,0,0.0519,False
423,1,pair,0.16,0.2623,0.1746,0,1,0.0324,True
425,1,random,0.32,4.0121,0.4677,0,1,0.102,True
430,1,single,0.16,1.4714,0.1566,0,1,0.0602,True
432,1,single,0.16,2.1571,0.2024,0,0,0.0463,False
435,0,random,0.12,0.2706,0.2041,1,1,0.0815,False
438,1,random,0.2,0.2763,0.2028,0,1,0.0429,True
442,1,random,0.32,7.7124,0.7979,0,1,0.0336,True
443,1,random,0.32,2.2013,0.2145,0,1,0.1299,True
444,0,random,0.32,8.4695,0.3228,1,1,0.0778,False
446,1,random,0.2,1.4716,0.1673,0,0,0.0448,False
449,0,random,0.32,0.3935,0.521,1,0,0.0593,True
450,0,random,0.32,3.1852,nan,1,0,0.0324,True
451,0,random,0.12,0.1483,0.1412,1,1,0.0452,False
453,1,random,0.32,2.9001,0.2704,0,1,0.1115,True
456,1,random,0.32,2.726,0.2963,0,0,0.0344,False
457,1,random,0.2,1.3185,0.2198,0,1,0.0564,True
459,1,random,0.12,0.2791,0.2265,0,1,0.0361,True
461,1,random,0.32,3.919,0.2813,0,0,0.0337,False
463,1,single,0.16,0.2237,0.2235,0,0,0.0333,False
467,1,pair,0.1,0.1698,0.1718,0,1,0.0302,True
468,1,random,0.32,5.2319,0.2422,0,0,0.0884,False
469,1,single,0.16,0.2105,0.179,0,1,0.0368,True
472,1,random,0.32,6.632,0.3035,0,1,0.1388,True
473,1,random,0.12,0.2122,0.1333,0,1,0.0392,True
474,1,single,0.16,0.8277,0.2156,0,1,0.0557,True
476,0,random,0.32,1.1395,0.3335,1,1,0.031,False
477,1,single,0.1,0.3302,0.3628,0,1,0.0324,True
479,0,random,0.32,1.3272,0.4542,1,1,0.0427,False
482,1,pair,0.16,0.1745,0.2025,0,1,0.0556,True
483,0,random,0.32,5.1504,0.2986,1,1,0.1667,False
484,0,random,0.32,0.6061,0.2923,1,1,0.0862,False
487,1,random,0.32,10.9071,0.5412,0,0,0.1451,False
489,0,random,0.32,3.7869,0.2641,1,1,0.0355,False
492,0,single,0.16,5.7905,0.1775,1,1,0.052,False
494,0,random,0.32,0.6164,0.642,1,0,0.0622,True
496,0,random,0.32,0.4427,nan,1,1,0.0735,False
497,1,random,0.32,3.2139,0.266,0,1,0.1275,True
499,1,random,0.32,3.6327,0.5562,0,0,0.0863,False
501,1,random,0.32,4.8596,0.2253,0,0,0.1451,False
502,1,random,0.2,0.4658,0.3068,0,0,0.0731,False
503,1,random,0.32,3.8997,0.3398,0,1,0.059,True
504,1,random,0.32,0.8406,0.5417,0,0,0.0762,False
506,1,random,0.2,0.4569,0.1354,0,1,0.0766,True
507,1,single,0.1,0.1977,0.1205,0,0,0.0362,False
508,1,random,0.32,6.6773,0.2331,0,1,0.0378,True
509,0,random,0.32,2.5307,0.5813,1,0,0.0371,True
