scene,orig,fam,input_norm,feat_dist,null_feat_dist,oracle,pred,margin,model_miss
89,1,random,0.06,0.0382,0.0248,0,0,0.0388,False
95,1,random,0.32,5.891,0.4968,0,0,0.1025,False
99,1,random,0.32,5.4605,0.2227,0,0,0.034,False
100,1,random,0.32,2.5676,0.2632,0,1,0.0495,True
101,1,random,0.2,0.971,0.5131,0,1,0.0375,True
102,1,single,0.16,0.3504,0.1777,0,0,0.0362,False
104,0,single,0.16,0.353,0.2458,1,1,0.0954,False
106,1,random,0.32,0.5158,0.2611,0,1,0.0918,True
111,0,random,0.32,0.6553,0.254,1,1,0.0403,False
112,1,random,0.32,3.9416,0.357,0,1,0.1633,True
116,1,random,0.32,7.239,0.2574,0,0,0.198,False
117,1,random,0.32,0.6052,1.6421,0,1,0.0905,True
118,1,pair,0.16,1.8188,0.1086,0,0,0.0316,False
119,1,random,0.32,3.1799,0.2351,0,0,0.0361,False
120,0,random,0.32,7.424,0.2928,1,1,0.1707,False
121,1,random,0.2,6.7518,0.1098,0,1,0.0353,True
122,0,random,0.32,0.7436,0.3082,1,0,0.1152,True
123,1,single,0.16,0.5059,0.2029,0,1,0.0467,True
124,1,single,0.1,0.1353,0.1045,0,0,0.04,False
127,0,single,0.16,0.752,0.1788,1,1,0.0604,False
130,1,single,0.16,0.4017,0.1992,0,0,0.0675,False
133,1,random,0.2,0.3846,0.3047,0,1,0.0366,True
135,0,random,0.32,6.0111,0.3686,1,1,0.0514,False
138,1,single,0.16,5.7734,0.3441,0,0,0.0413,False
140,1,random,0.32,0.7318,0.548,0,1,0.0853,True
146,1,random,0.32,2.7098,0.1646,0,1,0.032,True
150,0,random,0.32,0.884,0.1782,1,1,0.2065,False
153,1,random,0.32,1.5681,0.316,0,1,0.0435,True
154,1,random,0.32,2.6821,0.3037,0,0,0.0394,False
155,1,random,0.32,2.2323,0.442,0,0,0.0985,False
158,1,random,0.32,0.5242,0.4226,0,1,0.084,True
159,1,single,0.1,0.2112,0.0864,0,1,0.0481,True
160,1,single,0.16,0.4544,0.1694,0,0,0.0499,False
161,1,pair,0.16,3.3355,0.1656,0,0,0.0388,False
162,1,random,0.32,0.8717,0.4394,0,1,0.0635,True
164,1,random,0.32,0.4759,0.5082,0,1,0.1689,True
168,1,random,0.2,0.4748,0.1487,0,1,0.0459,True
169,1,single,0.16,3.1877,0.1565,0,1,0.0348,True
170,0,pair,0.16,0.4287,0.1602,1,0,0.0545,True
171,1,random,0.2,3.0353,0.1177,0,0,0.0367,False
172,0,random,0.32,2.3271,0.3679,1,1,0.0468,False
173,0,random,0.06,0.2593,0.0523,1,1,0.0344,False
174,0,pair,0.16,0.219,0.1842,1,1,0.0407,False
175,1,random,0.2,1.2904,0.2455,0,1,0.0403,True
177,1,random,0.32,0.4562,0.3939,0,1,0.0429,True
178,1,random,0.32,3.4767,0.3879,0,1,0.0603,True
180,1,random,0.2,0.4484,0.151,0,1,0.0496,True
183,0,random,0.32,1.7146,1.0153,1,0,0.0673,True
184,1,single,0.16,0.5967,0.1511,0,1,0.0588,True
185,1,random,0.32,2.798,0.1693,0,1,0.0308,True
187,0,random,0.32,0.5229,0.7315,1,0,0.0433,True
188,0,random,0.32,1.0828,0.1681,1,0,0.044,True
189,1,single,0.1,0.1193,0.0857,0,1,0.0368,True
191,1,random,0.2,0.3347,0.808,0,1,0.0566,True
192,1,random,0.32,6.156,0.1816,0,0,0.058,False
195,1,random,0.2,1.629,0.2415,0,1,0.0589,True
197,1,random,0.32,2.0655,0.4445,0,1,0.0866,True
200,0,random,0.2,3.7687,0.2669,1,1,0.0402,False
203,1,random,0.32,0.6139,0.4467,0,1,0.0579,True
204,0,random,0.32,0.4813,0.3638,1,0,0.0348,True
206,1,single,0.1,0.1182,0.0641,0,0,0.0417,False
208,0,random,0.32,1.2267,0.5268,1,1,0.0954,False
209,1,single,0.16,0.2555,0.1463,0,1,0.0571,True
212,1,single,0.16,0.3792,0.1873,0,1,0.075,True
213,0,random,0.32,4.6519,0.1955,1,1,0.1725,False
216,1,single,0.16,0.7397,0.2418,0,1,0.0656,True
217,1,random,0.32,1.9553,0.291,0,0,0.0718,False
222,0,single,0.16,0.5879,0.3814,1,1,0.0349,False
224,1,pair,0.16,2.6644,0.4115,0,1,0.0316,True
227,0,random,0.32,0.7401,0.3701,1,0,0.051,True
228,1,random,0.2,0.4672,0.1652,0,0,0.0388,False
229,1,pair,0.16,0.2711,0.4609,0,0,0.0333,False
231,1,single,0.1,0.1424,0.072,0,0,0.0477,False
232,0,random,0.32,5.7302,0.4063,1,1,0.1044,False
234,0,random,0.32,3.4336,0.4051,1,1,0.1005,False
235,1,random,0.32,0.4476,0.2915,0,1,0.0886,True
236,1,random,0.32,2.1545,0.2451,0,1,0.1437,True
238,1,single,0.16,0.8111,0.1486,0,1,0.0364,True
239,1,random,0.32,0.9164,4.8886,0,1,0.0331,True
240,1,random,0.32,2.2508,0.4496,0,0,0.096,False
241,1,random,0.2,1.5338,0.18,0,1,0.0631,True
242,1,pair,0.16,0.1649,0.1582,0,1,0.0419,True
243,0,single,0.16,1.0306,0.3414,1,1,0.0583,False
244,0,random,0.32,1.2487,0.3595,1,0,0.0411,True
253,0,random,0.32,0.3163,0.2691,1,1,0.0761,False
255,0,random,0.32,8.3912,0.2277,1,1,0.1435,False
260,1,random,0.32,2.1694,0.2804,0,1,0.0399,True
261,1,random,0.2,3.2138,0.1185,0,1,0.0756,True
263,0,random,0.2,9.6335,0.189,1,1,0.0451,False
265,1,single,0.16,4.555,0.2754,0,0,0.0348,False
266,1,random,0.32,1.1476,0.2964,0,0,0.0721,False
267,1,random,0.32,0.9724,0.1696,0,0,0.0428,False
269,0,random,0.32,8.3479,0.2819,1,1,0.0576,False
271,1,single,0.16,0.1574,0.2091,0,1,0.0443,True
273,1,pair,0.16,0.5531,0.2832,0,0,0.0478,False
274,1,random,0.32,2.0245,0.2316,0,1,0.0514,True
275,1,single,0.16,0.2596,0.1859,0,1,0.0455,True
276,1,random,0.32,0.5019,0.2741,0,1,0.0482,True
279,1,random,0.32,0.8217,0.2018,0,1,0.0487,True
281,0,random,0.32,0.5162,0.3217,1,1,0.0491,False
283,1,single,0.16,0.2833,0.2614,0,0,0.0403,False
284,1,random,0.32,3.7653,0.1877,0,1,0.0347,True
285,0,random,0.2,0.3598,0.2067,1,1,0.0623,False
288,0,single,0.16,0.7516,0.2011,1,1,0.0428,False
290,1,random,0.32,9.7848,0.4642,0,0,0.0933,False
291,1,random,0.2,0.5072,0.3085,0,1,0.0683,True
296,0,random,0.2,0.1829,0.1829,1,1,0.0502,False
298,1,random,0.32,4.955,0.3533,0,1,0.0475,True
300,1,random,0.2,1.3016,0.1517,0,1,0.0586,True
302,0,random,0.32,1.7772,0.263,1,1,0.0858,False
303,1,random,0.32,0.65,0.2582,0,0,0.0682,False
304,1,pair,0.16,0.2539,0.2351,0,1,0.0319,True
306,1,single,0.16,1.7537,0.1958,0,1,0.0322,True
307,1,single,0.16,0.6747,0.141,0,1,0.0464,True
309,0,single,0.16,0.2715,0.204,1,1,0.077,False
312,1,random,0.2,0.5959,0.1515,0,1,0.0573,True
314,1,pair,0.1,0.0926,0.1592,0,1,0.0372,True
318,1,random,0.32,1.2413,0.3296,0,1,0.0404,True
319,1,random,0.2,0.5128,0.2288,0,0,0.0394,False
320,1,random,0.32,0.7962,0.6304,0,1,0.0577,True
323,0,random,0.2,1.143,0.2034,1,1,0.051,False
325,1,random,0.32,1.342,4.3155,0,0,0.0381,False
326,1,single,0.1,0.4097,0.1421,0,1,0.0319,True
329,1,random,0.2,0.3655,0.3064,0,1,0.0311,True
330,1,random,0.32,0.3243,0.2023,0,1,0.0752,True
332,1,random,0.32,9.0684,0.2446,0,0,0.0718,False
333,1,random,0.32,6.119,0.7968,0,1,0.078,True
334,1,random,0.32,5.3822,0.3136,0,1,0.0712,True
335,1,random,0.32,1.8875,1.5327,0,1,0.0636,True
337,1,random,0.32,5.2876,0.3648,0,1,0.0656,True
338,1,random,0.32,0.3683,0.2561,0,1,0.0655,True
340,0,random,0.32,0.4451,0.2819,1,1,0.0668,False
342,0,random,0.32,6.2591,0.281,1,1,0.0349,False
345,1,random,0.32,3.0227,2.8236,0,1,0.0984,True
346,1,random,0.32,0.8395,0.3692,0,1,0.0792,True
349,1,single,0.16,0.2795,0.1881,0,1,0.0517,True
350,1,single,0.1,0.2176,0.1213,0,1,0.0377,True
351,1,random,0.32,2.2749,0.216,0,0,0.0704,False
353,1,single,0.1,1.5937,0.0736,0,0,0.0354,False
355,0,single,0.16,0.1914,0.2369,1,1,0.0361,False
356,1,random,0.32,0.5661,0.2165,0,1,0.0305,True
357,1,random,0.32,5.8915,0.2478,0,1,0.0536,True
358,1,single,0.16,2.0915,0.1988,0,0,0.0653,False
360,0,random,0.32,0.5109,0.2976,1,1,0.0359,False
367,0,random,0.32,3.6979,0.3348,1,1,0.0583,False
368,1,pair,0.16,0.2779,0.1192,0,1,0.039,True
372,1,random,0.2,0.9546,0.4077,0,1,0.0595,True
373,0,random,0.32,5.4963,0.8329,1,1,0.0334,False
374,1,random,0.32,0.6104,0.2457,0,1,0.0576,True
381,1,random,0.32,0.5253,nan,0,1,0.0481,True
383,0,single,0.16,0.8937,0.1561,1,1,0.0326,False
385,1,single,0.1,0.2157,0.1067,0,1,0.0432,True
387,0,random,0.32,10.6583,0.8643,1,1,0.0576,False
390,1,random,0.32,8.6661,0.4919,0,1,0.0503,True
391,0,random,0.2,1.2939,0.2424,1,0,0.0397,True
394,1,single,0.16,0.985,0.2064,0,1,0.0306,True
396,1,random,0.2,1.2103,0.1748,0,1,0.0587,True
397,0,random,0.32,0.5639,0.5943,1,1,0.0964,False
398,1,random,0.32,1.143,1.1228,0,1,0.102,True
402,0,single,0.16,0.2211,0.1474,1,1,0.0421,False
404,1,random,0.2,1.007,0.4725,0,1,0.0835,True
405,1,random,0.32,1.7289,0.3718,0,0,0.0484,False
408,0,random,0.32,3.7693,0.5409,1,0,0.0321,True
409,1,single,0.16,0.2831,0.2113,0,1,0.0432,True
413,1,random,0.32,0.5103,0.3939,0,1,0.0973,True
416,1,random,0.32,2.0452,0.3634,0,1,0.0461,True
418,1,random,0.32,0.3095,0.5339,0,1,0.0337,True
421,0,random,0.32,0.3759,0.2623,1,1,0.0665,False
422,0,random,0.32,0.7785,0.4328,1,0,0.1029,True
423,1,random,0.32,2.5114,0.7881,0,0,0.0644,False
424,0,single,0.1,0.4073,0.0723,1,0,0.035,True
425,1,random,0.2,0.4162,0.2145,0,1,0.0597,True
426,1,random,0.32,0.6593,0.4714,0,1,0.0418,True
432,1,single,0.1,1.0228,0.1095,0,1,0.0312,True
435,1,random,0.32,0.5426,0.3138,0,1,0.0957,True
436,1,random,0.2,0.3182,0.2524,0,1,0.0467,True
438,1,single,0.16,0.4144,0.1757,0,1,0.0308,True
439,0,random,0.32,1.7258,nan,1,1,0.0722,False
440,1,random,0.2,0.3291,2.5945,0,0,0.0472,False
442,1,random,0.32,2.4348,0.5419,0,1,0.1257,True
444,1,random,0.32,0.4563,0.3871,0,0,0.055,False
445,1,pair,0.1,0.0865,0.048,0,1,0.046,True
449,1,pair,0.1,0.1036,0.17,0,1,0.0364,True
450,0,random,0.32,3.8397,0.7471,1,1,0.1437,False
454,1,single,0.16,1.5797,0.1238,0,0,0.03,False
456,0,single,0.16,0.7282,0.1285,1,1,0.0532,False
457,1,random,0.32,0.6719,0.2747,0,1,0.0398,True
458,1,random,0.32,0.2349,0.2621,0,0,0.0374,False
459,1,random,0.32,7.5719,0.2608,0,0,0.0661,False
460,1,single,0.16,0.5101,0.1694,0,1,0.0316,True
463,0,random,0.32,0.6191,nan,1,1,0.0378,False
465,1,random,0.32,1.5808,0.686,0,0,0.0301,False
467,1,random,0.12,0.123,0.1314,0,1,0.0398,True
468,1,random,0.32,6.0837,0.318,0,1,0.0484,True
471,0,random,0.32,7.8252,0.1929,1,1,0.0355,False
476,1,single,0.16,0.2192,0.1892,0,1,0.0367,True
478,1,random,0.32,1.6657,3.3713,0,1,0.0636,True
480,0,random,0.32,5.6686,0.4402,1,1,0.1003,False
481,0,random,0.32,8.3636,0.879,1,1,0.0685,False
484,0,random,0.32,8.7098,0.2382,1,1,0.1687,False
485,1,random,0.32,3.866,0.3382,0,1,0.0805,True
486,1,single,0.16,0.5758,0.185,0,1,0.0653,True
487,0,pair,0.16,0.7706,0.2138,1,0,0.0398,True
489,1,single,0.16,0.1986,0.1251,0,1,0.0486,True
493,1,random,0.32,0.8953,0.1263,0,1,0.0603,True
494,1,random,0.32,0.5285,0.1763,0,1,0.0419,True
500,1,random,0.32,6.6614,0.7697,0,0,0.0318,False
501,1,single,0.16,2.7338,0.2738,0,0,0.048,False
503,0,random,0.2,0.5917,0.2268,1,0,0.0467,True
504,1,pair,0.1,0.1896,0.254,0,1,0.038,True
505,1,single,0.1,0.2066,0.0782,0,1,0.0558,True
506,1,random,0.2,0.5701,0.0907,0,1,0.0504,True
