scene,orig,fam,input_norm,feat_dist,null_feat_dist,oracle,pred,margin,model_miss
99,1,random,0.32,2.7544,0.4632,0,0,0.0648,False
100,1,random,0.32,1.7381,0.3011,0,1,0.0495,True
101,1,random,0.2,3.8506,0.1635,0,1,0.0375,True
102,1,single,0.16,0.2205,0.2136,0,0,0.0362,False
104,0,single,0.16,0.2546,0.1762,1,1,0.0867,False
106,1,random,0.2,0.458,0.2284,0,1,0.0455,True
111,0,random,0.32,1.5478,0.4721,1,1,0.0403,False
112,1,random,0.32,5.3784,0.2379,0,1,0.1484,True
116,1,random,0.32,12.6579,0.4999,0,0,0.198,False
117,1,random,0.32,0.3851,1.3534,0,1,0.0905,True
118,1,random,0.32,1.1255,0.2834,0,0,0.0653,False
119,1,random,0.32,3.1706,0.2665,0,0,0.0361,False
120,0,random,0.32,14.2392,0.4559,1,1,0.1707,False
121,1,random,0.2,7.003,0.2285,0,1,0.0353,True
122,0,random,0.32,3.2587,0.6158,1,1,0.1152,False
123,1,single,0.16,0.3086,0.1545,0,1,0.0467,True
124,1,single,0.1,0.2672,0.458,0,1,0.04,True
127,0,random,0.2,1.0434,0.272,1,1,0.0484,False
130,1,pair,0.16,0.7613,0.1719,0,0,0.0365,False
133,1,random,0.32,0.4273,0.9537,0,1,0.0673,True
135,0,random,0.32,6.5732,0.5519,1,1,0.0514,False
138,1,random,0.32,4.4586,0.485,0,0,0.1505,False
140,1,single,0.16,0.6953,0.2698,0,1,0.0518,True
146,1,random,0.32,3.5995,0.3004,0,0,0.032,False
150,0,random,0.32,0.6796,0.1793,1,0,0.2065,True
153,1,random,0.32,3.4869,0.6484,0,1,0.0435,True
154,1,random,0.32,4.5307,0.3616,0,1,0.0386,True
155,1,random,0.32,2.4452,0.2646,0,0,0.0985,False
158,1,random,0.32,0.5604,0.2859,0,1,0.084,True
159,1,single,0.1,0.6484,0.0876,0,1,0.0481,True
160,1,single,0.16,0.8387,0.2209,0,0,0.0499,False
161,1,random,0.2,3.9863,0.3119,0,0,0.0478,False
162,1,random,0.32,3.4156,0.4601,0,1,0.0635,True
164,1,random,0.32,0.6163,0.4058,0,1,0.0342,True
168,1,random,0.2,3.1082,0.1458,0,1,0.055,True
169,1,random,0.32,1.0541,0.2856,0,1,0.0823,True
170,0,pair,0.16,0.7281,0.1831,1,0,0.0545,True
171,1,random,0.2,2.3241,0.1834,0,0,0.0367,False
172,0,random,0.32,3.821,0.664,1,1,0.0468,False
173,0,random,0.12,0.6722,0.2534,1,1,0.0588,False
174,0,random,0.2,0.3182,0.2104,1,1,0.0555,False
175,1,random,0.32,1.7949,nan,0,1,0.0729,True
177,1,random,0.32,0.4642,0.2349,0,1,0.0429,True
178,1,random,0.32,8.8081,0.3287,0,1,0.0603,True
180,1,random,0.2,0.3449,0.1864,0,1,0.0496,True
183,0,random,0.32,1.608,0.7633,1,0,0.0673,True
184,1,single,0.16,2.0242,0.2043,0,0,0.0588,False
185,1,random,0.32,2.2072,0.328,0,1,0.0308,True
187,0,random,0.32,2.5937,0.5243,1,0,0.0433,True
188,0,random,0.32,0.6116,0.4091,1,0,0.044,True
189,1,single,0.1,0.1638,0.1699,0,1,0.0584,True
191,1,pair,0.16,0.3003,0.4205,0,1,0.0575,True
192,1,random,0.32,10.9991,0.276,0,0,0.058,False
195,1,random,0.2,3.1789,0.1316,0,1,0.0512,True
197,1,random,0.32,7.8926,0.3066,0,0,0.0866,False
200,0,random,0.32,5.3491,0.6257,1,1,0.044,False
203,1,random,0.32,0.6536,0.5149,0,1,0.0458,True
204,0,random,0.32,5.4891,0.5289,1,0,0.0348,True
206,1,single,0.1,0.177,0.1409,0,0,0.0417,False
208,0,random,0.32,3.2339,0.5282,1,1,0.0954,False
209,1,single,0.16,0.6296,0.2122,0,1,0.0571,True
212,1,single,0.16,2.854,0.1535,0,1,0.075,True
213,0,random,0.32,7.5623,0.3756,1,1,0.1725,False
216,1,single,0.16,0.5062,0.2246,0,1,0.0733,True
217,1,random,0.32,1.4069,0.4081,0,0,0.071,False
222,0,pair,0.1,0.2183,0.175,1,1,0.0362,False
224,1,pair,0.16,3.7973,0.2502,0,1,0.0316,True
227,0,random,0.32,0.9434,0.3644,1,1,0.051,False
228,1,single,0.1,0.9338,0.1494,0,0,0.0301,False
229,1,pair,0.16,0.5743,0.3614,0,0,0.0333,False
231,1,random,0.12,0.1929,0.136,0,0,0.037,False
232,0,random,0.32,7.5317,0.6582,1,0,0.1044,True
234,0,random,0.32,3.5428,0.2707,1,1,0.1005,False
235,1,random,0.32,1.257,0.1757,0,1,0.2375,True
236,1,random,0.32,0.7904,0.2741,0,1,0.1437,True
238,1,random,0.32,0.5068,0.5067,0,1,0.0569,True
239,1,random,0.32,2.0861,3.3004,0,1,0.0331,True
240,1,random,0.32,2.0115,0.3675,0,1,0.0791,True
241,1,random,0.2,3.0024,0.2871,0,1,0.0312,True
242,1,random,0.32,0.4395,0.2808,0,1,0.0519,True
243,0,random,0.32,0.643,0.3118,1,0,0.0794,True
244,0,random,0.32,6.2264,0.3414,1,0,0.0411,True
253,0,random,0.2,0.2657,0.2749,1,1,0.0361,False
255,0,random,0.32,16.6448,0.3749,1,1,0.1435,False
260,1,random,0.32,1.1733,0.3096,0,1,0.0399,True
261,1,random,0.2,4.0909,0.2046,0,1,0.0756,True
263,0,random,0.2,8.463,0.2989,1,1,0.0451,False
265,1,random,0.32,2.0945,0.5255,0,0,0.0675,False
266,1,random,0.32,0.4118,1.0209,0,1,0.0721,True
267,1,random,0.32,0.7122,0.4454,0,0,0.1237,False
269,0,random,0.32,10.6487,0.5579,1,1,0.0576,False
271,1,single,0.16,0.6885,0.1731,0,1,0.0443,True
273,1,random,0.32,0.7894,2.9831,0,0,0.0562,False
274,1,random,0.32,2.6147,0.4033,0,1,0.0514,True
275,1,pair,0.1,1.1036,0.1139,0,1,0.031,True
276,1,single,0.16,1.4833,0.2112,0,1,0.0631,True
279,1,random,0.32,1.6905,0.4826,0,1,0.1209,True
281,0,random,0.32,0.7768,0.5101,1,1,0.0491,False
283,1,random,0.2,0.4993,0.2153,0,0,0.04,False
284,1,random,0.32,3.9804,0.2812,0,1,0.0347,True
285,0,single,0.16,0.3466,0.277,1,1,0.0632,False
288,0,random,0.32,0.4626,0.9365,1,1,0.0301,False
290,1,random,0.32,5.1165,0.7948,0,1,0.0933,True
291,1,single,0.16,0.5573,0.2822,0,0,0.067,False
296,0,random,0.2,1.6555,0.3471,1,1,0.0502,False
298,1,random,0.32,2.696,0.6069,0,1,0.1298,True
300,1,random,0.32,0.807,0.5765,0,1,0.0474,True
302,0,random,0.32,0.805,0.6912,1,1,0.0858,False
303,1,single,0.16,0.2621,0.1506,0,0,0.0385,False
304,1,random,0.12,0.3795,0.2837,0,1,0.0327,True
306,1,single,0.16,2.4724,0.2616,0,1,0.0322,True
307,1,single,0.16,0.3951,0.1639,0,1,0.0387,True
309,0,random,0.2,2.0668,0.1397,1,1,0.0693,False
312,1,random,0.2,0.9223,0.1824,0,1,0.0573,True
314,1,single,0.1,0.2492,0.1583,0,1,0.0349,True
318,1,random,0.32,3.1674,0.3253,0,1,0.0404,True
319,1,single,0.16,0.61,0.1824,0,0,0.0822,False
320,1,random,0.32,2.8214,0.4845,0,0,0.1134,False
323,0,random,0.2,0.3733,0.5931,1,1,0.051,False
325,1,random,0.32,5.0736,2.2366,0,0,0.0381,False
326,1,single,0.1,0.1603,0.1502,0,1,0.0319,True
329,1,random,0.2,0.7172,0.2692,0,0,0.0311,False
330,1,random,0.32,7.3752,0.4312,0,1,0.0752,True
332,1,random,0.32,12.9706,0.3105,0,0,0.0718,False
333,1,random,0.32,4.3879,0.3609,0,1,0.0615,True
334,1,random,0.32,5.033,0.5013,0,1,0.0712,True
335,1,random,0.32,0.8556,0.4458,0,1,0.0636,True
337,1,random,0.32,10.1398,0.4664,0,1,0.0656,True
338,1,random,0.32,0.5132,0.4355,0,1,0.0655,True
340,0,random,0.32,0.8125,0.353,1,0,0.0668,True
342,0,random,0.32,17.3524,0.2421,1,1,0.0349,False
345,1,random,0.32,5.4712,2.0208,0,1,0.0984,True
346,1,random,0.2,3.6856,0.1712,0,1,0.1174,True
349,1,random,0.2,2.3037,0.1599,0,1,0.0513,True
350,1,single,0.1,0.3441,0.2255,0,1,0.0456,True
351,1,random,0.32,3.7699,0.2596,0,1,0.0704,True
353,1,single,0.1,3.7243,0.1056,0,1,0.0354,True
355,0,single,0.16,0.2705,0.2443,1,1,0.0361,False
356,1,random,0.32,2.6771,0.7709,0,1,0.0305,True
357,1,random,0.32,8.5005,0.4926,0,1,0.0536,True
358,1,random,0.2,2.1221,0.1514,0,1,0.0908,True
360,0,random,0.2,0.7452,0.2063,1,1,0.0831,False
367,0,random,0.32,1.6427,0.5871,1,1,0.0583,False
368,1,single,0.16,0.5679,0.2251,0,1,0.0423,True
372,1,random,0.2,3.106,0.2324,0,1,0.0595,True
373,0,random,0.32,1.4083,1.3401,1,0,0.0334,True
374,1,random,0.32,0.9238,0.2913,0,0,0.0617,False
381,1,random,0.32,0.5236,nan,0,1,0.0481,True
383,0,random,0.32,1.8771,0.8218,1,1,0.1146,False
385,1,pair,0.16,0.2104,0.2567,0,0,0.0455,False
387,0,random,0.32,13.1746,1.7076,1,1,0.0576,False
390,1,random,0.32,9.7999,0.4124,0,1,0.0503,True
391,0,random,0.2,1.0196,0.4531,1,0,0.0397,True
394,1,random,0.2,0.4922,0.1673,0,1,0.0492,True
396,1,random,0.2,2.8225,0.204,0,1,0.0587,True
397,0,single,0.16,3.524,0.1855,1,1,0.0623,False
398,1,random,0.32,0.5086,0.4176,0,1,0.102,True
402,0,single,0.16,0.3612,0.2236,1,1,0.0421,False
404,1,random,0.32,1.7619,0.5555,0,1,0.0534,True
405,1,random,0.32,1.4342,0.2605,0,0,0.0484,False
408,0,random,0.2,4.1545,0.2732,1,0,0.0315,True
409,1,single,0.16,0.323,0.2772,0,1,0.0432,True
413,1,random,0.32,0.5292,0.4664,0,1,0.0973,True
416,1,random,0.32,7.0354,0.4589,0,1,0.0461,True
418,1,random,0.32,0.9209,0.4346,0,1,0.0511,True
421,0,random,0.32,2.2229,0.3926,1,1,0.0665,False
422,0,single,0.16,0.6606,0.1583,1,0,0.0342,True
423,1,random,0.32,1.8943,1.5839,0,1,0.0644,True
424,0,random,0.12,0.3163,0.1821,1,1,0.0387,False
425,1,single,0.16,0.6364,0.1865,0,1,0.0393,True
426,1,random,0.2,2.0569,0.6081,0,1,0.0532,True
432,1,random,0.32,0.6289,0.7001,0,1,0.0399,True
435,1,random,0.32,0.9704,0.5327,0,1,0.0957,True
436,1,random,0.32,0.371,0.5141,0,1,0.0337,True
438,1,single,0.16,1.5802,0.263,0,1,0.0308,True
439,0,random,0.32,2.0862,0.2042,1,1,0.0376,False
440,1,random,0.2,0.3357,2.0824,0,0,0.0472,False
442,1,single,0.16,2.8425,0.1413,0,1,0.0606,True
444,1,random,0.2,0.5608,1.5962,0,0,0.0555,False
445,1,random,0.12,0.2176,0.2632,0,1,0.0352,True
449,1,pair,0.16,0.2318,0.2184,0,1,0.0303,True
450,0,random,0.32,8.3522,0.3342,1,1,0.1437,False
454,1,random,0.32,1.1133,0.5512,0,1,0.0636,True
456,0,pair,0.16,0.4174,0.178,1,0,0.073,True
457,1,random,0.32,0.8255,0.3071,0,1,0.0404,True
458,1,random,0.2,0.5712,0.4412,0,1,0.048,True
459,1,random,0.32,7.5107,0.3877,0,0,0.0661,False
460,1,random,0.2,0.887,0.2869,0,1,0.0517,True
463,0,single,0.16,1.2085,0.5354,1,0,0.0436,True
465,1,random,0.32,0.4569,0.8989,0,1,0.0301,True
467,1,single,0.06,0.1062,0.0792,0,0,0.0427,False
468,1,random,0.32,6.6293,1.1491,0,1,0.0484,True
471,0,random,0.32,2.6252,0.3722,1,0,0.0355,True
476,1,single,0.16,0.5726,0.191,0,1,0.0367,True
478,1,random,0.32,7.1884,6.0943,0,1,0.0636,True
480,0,random,0.32,7.7489,0.3444,1,1,0.1003,False
481,0,random,0.32,11.6795,0.3132,1,1,0.0685,False
484,0,random,0.32,10.4747,0.2544,1,1,0.1687,False
485,1,random,0.32,9.2714,0.2985,0,1,0.0805,True
486,1,single,0.16,0.5679,0.1975,0,1,0.0653,True
487,0,pair,0.16,0.3881,0.1571,1,1,0.0398,False
489,1,random,0.2,0.3632,0.4512,0,1,0.0454,True
493,1,random,0.32,0.7209,0.355,0,1,0.0485,True
494,1,random,0.32,5.0653,0.267,0,0,0.0419,False
500,1,random,0.32,11.2759,5.3242,0,1,0.0318,True
501,1,single,0.16,6.623,0.1512,0,0,0.048,False
503,0,random,0.2,3.2977,0.3279,1,0,0.0467,True
504,1,single,0.1,0.1205,0.1006,0,1,0.0634,True
505,1,single,0.16,0.4519,0.2271,0,1,0.043,True
506,1,random,0.2,0.2575,0.2179,0,1,0.0504,True
