model,scene,orig,new,shift,pred,miss,feat_dist,null_feat_dist
cover,4078,0,1,0.1078,0,True,14.0436,10.5758
cover,4023,1,0,-0.1533,0,False,20.134,22.105
cover,526,1,2,0.2374,1,True,26.4696,31.5573
cover,758,0,1,0.1723,1,False,28.85,15.4144
cover,4413,0,1,0.0709,1,False,11.203,8.5542
cover,901,1,0,-0.0859,0,False,14.8237,11.4375
cover,4710,0,1,0.0609,0,True,8.5503,7.3687
cover,3808,1,2,0.1465,2,False,21.442,15.0098
cover,2815,0,1,0.2495,1,False,38.5286,22.6447
cover,1238,1,0,-0.2811,0,False,32.4503,23.314
cover,4645,1,0,-0.1554,0,False,23.4034,16.9987
cover,1661,1,0,-0.3485,0,False,33.1982,
cover,5340,1,2,0.3122,2,False,34.0042,28.61
cover,1483,2,1,-0.2232,1,False,27.5474,15.9641
cover,6047,2,1,-0.0502,1,False,7.5448,8.3441
cover,1969,1,2,0.1542,2,False,21.2419,14.8456
cover,3599,0,1,0.2188,1,False,27.6639,16.9702
cover,4049,0,1,0.2874,1,False,34.2894,20.1664
cover,4957,0,1,0.0861,1,False,15.3519,10.3483
cover,3867,1,0,-0.0605,0,False,7.8201,7.4372
cover,1140,1,2,0.3016,1,True,29.0126,31.092
cover,749,0,1,0.1755,1,False,27.5477,17.485
cover,5158,1,2,0.1758,2,False,30.5685,16.4829
cover,4218,2,1,-0.2282,1,False,31.9959,18.0056
cover,5208,1,0,-0.0512,0,False,7.593,6.409
cover,3684,0,1,0.151,0,True,20.0644,13.3159
cover,4284,1,2,0.2268,2,False,29.9187,15.2295
cover,1865,1,2,0.2717,2,False,32.2803,24.366
cover,2832,0,1,0.2635,1,False,39.9295,24.7157
cover,2676,1,0,-0.1161,0,False,16.872,13.9346
cover,430,1,2,0.1592,2,False,21.249,17.0568
cover,3127,2,1,-0.3429,1,False,38.4663,25.3404
cover,2344,2,1,-0.354,1,False,42.1339,33.6687
cover,2165,1,2,0.1385,2,False,16.0354,14.4978
cover,5289,0,1,0.1731,1,False,23.3862,18.5016
cover,1707,2,1,-0.2919,1,False,38.0195,22.7942
cover,839,1,0,-0.2881,0,False,32.8677,24.8781
cover,4549,1,0,-0.3027,1,True,32.5469,29.2189
cover,4075,0,1,0.2228,1,False,24.8257,17.524
cover,1469,2,1,-0.3434,1,False,37.8405,25.6386
cover,548,1,0,-0.2574,0,False,30.9322,18.1396
cover,5271,0,1,0.0507,0,True,7.1975,6.5689
cover,1983,1,2,0.2969,1,True,34.5869,33.1443
cover,5687,0,1,0.2852,1,False,41.4216,17.6232
cover,4321,2,1,-0.1431,1,False,18.9902,13.6659
cover,1546,1,0,-0.0601,0,False,11.0693,11.0855
cover,3556,1,0,-0.2306,0,False,21.2211,24.8035
cover,1451,1,0,-0.1387,0,False,16.5238,14.2962
cover,3234,0,1,0.1145,0,True,16.0186,12.6368
cover,5978,0,1,0.2896,1,False,34.4854,15.7759
cover,3008,1,2,0.1973,1,True,29.4746,20.1954
cover,4234,1,2,0.0502,2,False,8.5886,7.1049
cover,2176,1,2,0.3105,1,True,32.4852,31.0145
cover,3270,2,1,-0.2935,1,False,30.9966,23.5679
cover,5915,1,2,0.3083,2,False,29.9282,33.2226
cover,1532,1,2,0.1322,2,False,16.4003,13.9902
cover,654,1,0,-0.0905,0,False,16.4197,12.8909
cover,3517,1,0,-0.1479,0,False,21.0031,23.3667
cover,5225,0,1,0.2666,1,False,29.4272,21.6903
cover,4672,1,0,-0.2426,0,False,30.5028,22.5651
cover,5384,1,0,-0.0834,0,False,12.2291,14.4231
cover,2923,1,0,-0.2709,0,False,30.9246,18.0078
cover,5706,0,1,0.3605,1,False,47.3318,18.6123
cover,4331,1,2,0.1666,2,False,22.5687,16.7773
cover,2194,1,0,-0.0767,0,False,12.2508,9.5846
cover,4363,1,0,-0.0615,0,False,9.2054,9.246
cover,3852,1,2,0.1724,2,False,27.3757,15.6029
cover,5785,1,2,0.0342,2,False,4.5952,6.2844
cover,2408,2,1,-0.362,1,False,46.61,43.0662
cover,3301,2,1,-0.1677,1,False,18.3162,18.5215
cover,2247,2,1,-0.3677,1,False,42.2289,29.2552
cover,5180,1,0,-0.1885,0,False,21.5171,23.2208
cover,3233,0,1,0.1662,0,True,18.2191,14.7095
cover,2218,1,0,-0.2547,0,False,32.1094,20.4707
cover,2467,1,0,-0.2769,0,False,32.9091,21.4816
cover,5320,1,2,0.2161,2,False,26.1884,13.6105
cover,3148,2,1,-0.3711,1,False,37.9781,34.0241
cover,2445,1,2,0.0358,2,False,3.9139,5.455
cover,3861,1,0,-0.193,0,False,18.0289,17.6017
cover,5478,1,0,-0.0727,0,False,7.1408,7.5681
cover,1733,1,0,-0.1088,0,False,15.93,16.7087
cover,3282,1,2,0.2382,2,False,25.2531,21.1918
cover,3405,1,0,-0.2371,0,False,33.4882,29.9806
cover,2004,1,0,-0.0902,0,False,10.4036,12.8204
cover,777,1,2,0.2187,2,False,32.084,16.3515
cover,1941,1,2,0.332,1,True,32.3252,35.1681
cover,4414,0,1,0.0523,1,False,8.821,7.7898
cover,5257,0,1,0.3529,1,False,38.6318,19.8997
cover,1523,1,2,0.0992,2,False,12.1309,9.8698
cover,633,1,0,-0.1536,0,False,20.6387,19.5357
cover,3880,0,1,0.0606,1,False,8.9674,9.6676
cover,1593,1,0,-0.0896,0,False,14.5895,12.7216
cover,2959,2,1,-0.0849,1,False,11.0365,14.7949
cover,5692,0,1,0.3285,1,False,43.2756,21.3766
cover,2696,1,0,-0.2666,0,False,36.9912,19.9686
cover,5869,1,0,-0.2285,0,False,25.8377,23.1895
cover,4528,2,1,-0.0378,1,False,6.0138,5.2046
cover,4627,0,1,0.0714,1,False,9.0377,9.0426
cover,4074,0,1,0.2235,0,True,27.1894,16.2462
cover,685,1,2,0.2153,2,False,21.4685,18.9835
cover,4853,1,0,-0.2819,0,False,32.6204,24.4574
cover,4748,1,0,-0.2725,1,True,32.0635,25.9765
cover,4828,1,0,-0.3242,0,False,36.2694,30.4901
cover,1270,1,2,0.0981,2,False,15.4881,11.3681
cover,5768,1,0,-0.2715,0,False,31.2106,23.088
cover,2531,1,0,-0.1562,0,False,18.6265,15.6132
cover,5068,2,1,-0.2403,1,False,32.0625,27.1939
cover,4843,1,0,-0.2404,0,False,34.9372,31.5047
cover,2112,1,0,-0.2043,0,False,24.4167,12.3842
cover,3207,1,2,0.1508,1,True,20.7417,11.948
cover,1766,1,0,-0.201,0,False,25.563,14.1818
cover,4879,1,0,-0.1369,0,False,17.8115,19.871
cover,5049,2,1,-0.0864,1,False,12.1839,9.0104
cover,4479,0,1,0.0521,1,False,7.5998,7.7017
cover,3199,2,1,-0.0956,1,False,14.4468,9.2392
cover,4682,2,1,-0.1825,1,False,22.2571,19.8862
cover,3807,1,2,0.1643,2,False,23.0182,17.3004
cover,1727,1,0,-0.1669,0,False,21.5174,17.0429
cover,3230,0,1,0.2781,1,False,30.0018,20.0801
cover,1362,0,1,0.205,1,False,28.694,19.5042
cover,3890,0,1,0.0425,1,False,9.8213,6.4756
cover,1885,1,2,0.1594,2,False,23.8549,21.4543
cover,2575,2,1,-0.1228,1,False,17.3517,15.7619
cover,4885,1,0,-0.1533,0,False,22.9951,22.0292
cover,5256,0,1,0.3734,1,False,40.651,20.2332
cover,3465,2,1,-0.1476,1,False,19.9309,16.6819
cover,3009,1,2,0.1777,1,True,29.7417,19.8242
cover,2517,1,2,0.1765,1,True,30.2723,24.6034
cover,431,1,2,0.1312,2,False,17.4343,16.6263
cover,4157,1,0,-0.2083,0,False,29.2925,16.9318
cover,2300,1,2,0.129,2,False,18.6648,15.323
cover,4135,1,0,-0.3548,0,False,35.3132,
cover,1499,2,1,-0.1655,1,False,30.4567,15.5818
cover,719,0,1,0.2262,1,False,26.4832,24.247
cover,5627,1,2,0.2043,2,False,29.3638,19.3283
cover,4810,2,1,-0.2784,1,False,53.4212,23.8719
cover,2941,0,1,0.0714,1,False,11.5332,9.8896
cover,6048,2,1,-0.0609,1,False,8.4181,10.199
cleanonly,1636,0,1,0.2736,1,False,37.9599,22.9062
cleanonly,1059,1,2,0.2485,1,True,38.2112,31.5723
cleanonly,491,1,2,0.2135,1,True,18.4339,17.8836
cleanonly,2788,0,1,0.2173,1,False,35.9359,19.0335
cleanonly,3997,1,2,0.0527,2,False,8.1369,7.9973
cleanonly,2178,1,2,0.3229,1,True,34.1767,30.27
cleanonly,5809,1,0,-0.1367,0,False,19.4356,22.4426
cleanonly,2980,1,0,-0.1804,0,False,26.3532,17.8731
cleanonly,1760,1,2,0.3009,1,True,26.7593,25.5508
cleanonly,2606,2,1,-0.2566,1,False,28.6739,15.6238
cleanonly,5561,0,1,0.0817,1,False,13.7487,9.0665
cleanonly,5998,0,1,0.063,1,False,10.6491,9.6533
cleanonly,2655,0,1,0.1185,1,False,16.9006,13.0609
cleanonly,3420,0,1,0.125,1,False,18.1489,12.0971
cleanonly,5757,1,0,-0.1408,0,False,19.4029,15.0299
cleanonly,3120,1,2,0.0521,2,False,9.0253,11.0346
cleanonly,5817,1,0,-0.1535,0,False,22.5369,23.56
cleanonly,5309,2,1,-0.0939,1,False,11.463,7.4282
cleanonly,2526,1,2,0.3566,2,False,34.6054,
cleanonly,4875,1,0,-0.2033,0,False,27.7039,29.7035
cleanonly,2172,1,2,0.2089,1,True,29.4667,20.964
cleanonly,5707,0,1,0.361,1,False,48.7189,20.2679
cleanonly,4061,1,0,-0.0605,0,False,10.6556,7.9521
cleanonly,5629,1,2,0.2303,2,False,34.7434,21.1827
cleanonly,589,1,0,-0.3275,0,False,37.5621,22.2612
cleanonly,1248,1,2,0.2882,2,False,31.0713,22.7955
cleanonly,3527,1,0,-0.1293,0,False,16.8032,19.4748
cleanonly,5999,0,1,0.062,1,False,10.9674,8.4373
cleanonly,1915,1,0,-0.3585,0,False,39.8584,
cleanonly,5647,1,2,0.2114,1,True,28.1689,15.6714
cleanonly,4775,1,2,0.1591,2,False,22.6469,13.9683
cleanonly,1281,1,2,0.1724,2,False,20.5031,16.7835
cleanonly,4848,1,0,-0.2058,1,True,28.7456,28.891
cleanonly,5103,2,1,-0.2255,1,False,22.6054,20.0602
cleanonly,1504,2,1,-0.1707,1,False,29.0103,14.0315
cleanonly,4550,1,0,-0.2897,1,True,32.431,29.4829
cleanonly,1398,1,0,-0.1534,0,False,17.8153,13.2064
cleanonly,492,1,2,0.194,1,True,18.9353,19.0581
cleanonly,4942,0,1,0.0853,1,False,15.5253,9.6469
cleanonly,1058,1,2,0.2595,1,True,40.3586,33.5131
cleanonly,1508,1,2,0.03,2,False,3.615,4.5947
cleanonly,3530,1,0,-0.1702,0,False,23.9742,24.3262
cleanonly,3628,1,0,-0.1322,0,False,18.9048,17.1708
cleanonly,2243,2,1,-0.0719,1,False,8.3726,9.1208
cleanonly,2805,0,1,0.2468,1,False,38.5395,23.0965
cleanonly,5600,1,2,0.0977,1,True,18.172,12.4204
cleanonly,1919,1,2,0.1191,1,True,16.3004,12.9849
cleanonly,691,1,2,0.0618,2,False,7.7827,10.3798
cleanonly,5886,1,2,0.2871,2,False,35.5103,30.4242
cleanonly,2364,2,1,-0.3626,1,False,57.1931,55.639
cleanonly,4176,1,0,-0.3064,1,True,28.2864,25.5159
cleanonly,505,1,0,-0.3564,0,False,39.9445,
cleanonly,2479,0,1,0.0835,1,False,11.2461,9.6558
cleanonly,4422,1,0,-0.2061,0,False,26.6422,21.6098
cleanonly,1330,1,0,-0.1092,0,False,24.1648,22.9949
cleanonly,3762,2,1,-0.0436,1,False,7.6987,7.2827
cleanonly,5351,1,2,0.2743,1,True,36.0353,24.5905
cleanonly,3543,0,1,0.1955,1,False,22.9349,18.2275
cleanonly,4178,1,0,-0.32,1,True,31.31,28.9382
cleanonly,4793,2,1,-0.2443,1,False,34.026,25.3455
cleanonly,2552,1,2,0.2758,2,False,31.1029,24.7563
cleanonly,755,0,1,0.1252,1,False,20.7513,14.4898
cleanonly,3474,2,1,-0.139,1,False,24.1717,18.1383
cleanonly,1096,2,1,-0.1609,1,False,24.2185,13.4475
cleanonly,2685,1,0,-0.1732,0,False,26.1974,14.8518
cleanonly,4286,1,2,0.3154,1,True,39.0562,33.5641
cleanonly,6057,1,2,0.0908,2,False,14.0576,13.6458
cleanonly,1502,2,1,-0.1922,1,False,32.7538,15.4112
cleanonly,1233,1,0,-0.2177,0,False,28.144,23.3492
cleanonly,4217,2,1,-0.2297,1,False,33.4551,17.7607
cleanonly,3655,1,0,-0.3138,1,True,34.4665,24.1931
cleanonly,5683,0,1,0.2293,1,False,30.7263,15.7005
cleanonly,672,0,1,0.0327,1,False,6.4619,4.6518
cleanonly,2644,0,1,0.0857,1,False,11.2011,12.7466
cleanonly,1576,0,1,0.0375,1,False,5.9709,10.1972
cleanonly,2804,0,1,0.2458,1,False,37.6281,22.3956
cleanonly,5694,0,1,0.3323,1,False,47.1121,23.0318
cleanonly,2208,1,0,-0.2188,0,False,30.1152,21.4466
cleanonly,5688,0,1,0.2961,1,False,41.8556,20.3379
cleanonly,2350,2,1,-0.3528,1,False,45.0956,36.652
cleanonly,1312,1,2,0.282,1,True,27.6249,24.105
cleanonly,1977,1,2,0.2119,1,True,25.2729,25.0118
cleanonly,1675,1,0,-0.2737,0,False,31.413,24.0573
cleanonly,1301,1,2,0.1616,2,False,19.4099,14.9917
cleanonly,4883,1,0,-0.0875,0,False,14.9462,14.0495
cleanonly,2904,1,0,-0.2754,0,False,32.5474,26.061
cleanonly,2410,2,1,-0.2156,1,False,34.168,23.8079
cleanonly,5634,1,2,0.2884,1,True,36.6548,27.5819
cleanonly,5980,0,1,0.2448,1,False,31.7889,16.2934
cleanonly,4186,1,0,-0.3544,1,True,37.1563,
cleanonly,440,2,1,-0.2046,1,False,23.2244,19.4386
cleanonly,1215,1,0,-0.3472,0,False,36.0427,29.693
cleanonly,3337,2,1,-0.2147,1,False,32.8385,16.8322
cleanonly,3992,2,1,-0.0977,1,False,17.0189,12.3341
cleanonly,1382,1,2,0.3005,1,True,36.1315,38.0453
cleanonly,2711,1,2,0.2129,1,True,35.5585,24.3282
cleanonly,3117,1,2,0.0847,2,False,14.0695,11.0096
cleanonly,4078,0,1,0.1078,1,False,14.8293,10.6662
cleanonly,4023,1,0,-0.1533,0,False,20.7101,22.5259
cleanonly,526,1,2,0.2374,1,True,26.3986,32.5378
cleanonly,758,0,1,0.1723,1,False,30.3009,15.6054
cleanonly,4413,0,1,0.0709,1,False,12.0634,9.2956
cleanonly,901,1,0,-0.0859,0,False,15.3245,11.7497
cleanonly,4710,0,1,0.0609,1,False,9.3234,7.8591
cleanonly,3808,1,2,0.1465,1,True,21.5007,15.1866
cleanonly,2815,0,1,0.2495,1,False,40.0475,22.6877
cleanonly,1238,1,0,-0.2811,0,False,34.1383,23.2456
cleanonly,4645,1,0,-0.1554,0,False,23.8122,17.6166
cleanonly,1661,1,0,-0.3485,0,False,33.729,
cleanonly,5340,1,2,0.3122,1,True,34.5194,29.4781
cleanonly,1483,2,1,-0.2232,1,False,28.2427,15.7861
cleanonly,6047,2,1,-0.0502,1,False,7.8045,8.6186
cleanonly,1969,1,2,0.1542,1,True,21.1432,15.2079
cleanonly,3599,0,1,0.2188,1,False,28.8303,17.3665
cleanonly,4049,0,1,0.2874,1,False,35.5635,20.2997
cleanonly,4957,0,1,0.0861,1,False,16.6529,10.5131
cleanonly,3867,1,0,-0.0605,0,False,8.3307,7.7982
cleanonly,1140,1,2,0.3016,1,True,28.8202,32.5249
cleanonly,749,0,1,0.1755,1,False,27.7475,17.957
cleanonly,5158,1,2,0.1758,1,True,31.3537,17.3927
cleanonly,4218,2,1,-0.2282,1,False,33.8667,17.326
cleanonly,5208,1,0,-0.0512,0,False,8.1258,6.6549
cleanonly,3684,0,1,0.151,1,False,21.6393,14.079
cleanonly,4284,1,2,0.2268,1,True,30.0086,15.7058
cleanonly,1865,1,2,0.2717,1,True,32.5065,24.9876
cleanonly,2832,0,1,0.2635,1,False,41.8984,25.0741
cleanonly,2676,1,0,-0.1161,0,False,17.3264,14.0072
cleanonly,430,1,2,0.1592,1,True,21.644,16.8538
cleanonly,3127,2,1,-0.3429,1,False,38.5359,24.0778
cleanonly,2344,2,1,-0.354,1,False,45.4918,32.7758
cleanonly,2165,1,2,0.1385,1,True,15.8604,14.6025
cleanonly,5289,0,1,0.1731,1,False,24.2002,18.9114
cleanonly,1707,2,1,-0.2919,1,False,39.8039,22.0057
cleanonly,839,1,0,-0.2881,0,False,34.0139,25.427
cleanonly,4549,1,0,-0.3027,1,True,33.4955,29.7001
cleanonly,4075,0,1,0.2228,1,False,25.9909,18.2158
cleanonly,1469,2,1,-0.3434,1,False,37.2706,24.342
cleanonly,548,1,0,-0.2574,0,False,32.2238,18.3784
cleanonly,5271,0,1,0.0507,0,True,7.681,6.7619
cleanonly,1983,1,2,0.2969,1,True,34.7681,33.8031
cleanonly,5687,0,1,0.2852,1,False,43.08,19.506
cleanonly,4321,2,1,-0.1431,1,False,18.7901,13.8789
cleanonly,1546,1,0,-0.0601,0,False,11.3574,11.1799
cleanonly,3556,1,0,-0.2306,0,False,22.3233,25.6785
cleanonly,1451,1,0,-0.1387,0,False,17.0035,14.5448
cleanonly,3234,0,1,0.1145,1,False,17.5473,13.0102
cleanonly,5978,0,1,0.2896,1,False,35.5718,17.2088
cleanonly,3008,1,2,0.1973,1,True,29.0443,20.6312
cleanonly,4234,1,2,0.0502,2,False,8.6627,7.1973
cleanonly,2176,1,2,0.3105,1,True,32.5375,31.1184
cleanonly,3270,2,1,-0.2935,1,False,32.6488,23.546
cleanonly,5915,1,2,0.3083,1,True,31.0721,34.8118
cleanonly,1532,1,2,0.1322,2,False,16.605,14.1738
cleanonly,654,1,0,-0.0905,0,False,17.0166,12.9482
cleanonly,3517,1,0,-0.1479,0,False,21.5528,23.635
cleanonly,5225,0,1,0.2666,1,False,30.2123,21.5633
cleanonly,4672,1,0,-0.2426,0,False,30.6288,23.2793
cleanonly,5384,1,0,-0.0834,1,True,13.1351,14.8535
cleanonly,2923,1,0,-0.2709,0,False,32.0968,18.7219
cleanonly,5706,0,1,0.3605,1,False,49.5984,20.1333
cleanonly,4331,1,2,0.1666,1,True,22.8879,16.7052
cleanonly,2194,1,0,-0.0767,0,False,12.1402,9.8953
cleanonly,4363,1,0,-0.0615,0,False,10.2815,9.8257
cleanonly,3852,1,2,0.1724,2,False,27.7298,16.2906
cleanonly,5785,1,2,0.0342,2,False,4.8195,6.3246
cleanonly,2408,2,1,-0.362,1,False,50.8929,41.8739
cleanonly,3301,2,1,-0.1677,1,False,19.1549,18.5951
cleanonly,2247,2,1,-0.3677,1,False,41.5888,27.1783
cleanonly,5180,1,0,-0.1885,0,False,22.8516,23.4302
cleanonly,3233,0,1,0.1662,1,False,19.6588,14.7363
cleanonly,2218,1,0,-0.2547,0,False,34.0503,20.9734
cleanonly,2467,1,0,-0.2769,0,False,34.007,21.8304
cleanonly,5320,1,2,0.2161,2,False,26.203,13.6916
cleanonly,3148,2,1,-0.3711,1,False,39.6071,32.9259
cleanonly,2445,1,2,0.0358,2,False,4.0089,5.7733
cleanonly,3861,1,0,-0.193,0,False,18.9552,18.234
cleanonly,5478,1,0,-0.0727,0,False,7.7961,7.8386
cleanonly,1733,1,0,-0.1088,0,False,16.671,16.8342
cleanonly,3282,1,2,0.2382,2,False,25.4665,21.221
cleanonly,3405,1,0,-0.2371,0,False,34.9909,30.9697
cleanonly,2004,1,0,-0.0902,1,True,10.5013,12.8415
cleanonly,777,1,2,0.2187,2,False,32.6139,17.0241
cleanonly,1941,1,2,0.332,1,True,32.2198,35.8649
cleanonly,4414,0,1,0.0523,1,False,8.917,8.5171
cleanonly,5257,0,1,0.3529,1,False,39.3217,21.0707
cleanonly,1523,1,2,0.0992,2,False,11.9802,9.7134
cleanonly,633,1,0,-0.1536,0,False,20.8864,20.0277
cleanonly,3880,0,1,0.0606,1,False,9.1167,10.1815
cleanonly,1593,1,0,-0.0896,0,False,15.4381,12.2466
cleanonly,2959,2,1,-0.0849,1,False,11.5103,15.2073
cleanonly,5692,0,1,0.3285,1,False,45.6223,23.3494
cleanonly,2696,1,0,-0.2666,0,False,37.7777,19.6086
cleanonly,5869,1,0,-0.2285,0,False,26.9601,24.0931
cleanonly,4528,2,1,-0.0378,1,False,5.9047,5.249
cleanonly,4627,0,1,0.0714,1,False,9.2285,9.1709
cleanonly,4074,0,1,0.2235,1,False,28.8103,16.9293
cleanonly,685,1,2,0.2153,1,True,21.5079,20.2337
cleanonly,4853,1,0,-0.2819,0,False,33.3846,25.271
cleanonly,4748,1,0,-0.2725,1,True,31.6126,26.6916
cleanonly,4828,1,0,-0.3242,0,False,37.2797,31.3802
cleanonly,1270,1,2,0.0981,2,False,15.6671,11.648
cleanonly,5768,1,0,-0.2715,0,False,32.4193,23.7211
cleanonly,2531,1,0,-0.1562,0,False,19.0213,16.2585
cleanonly,5068,2,1,-0.2403,1,False,33.216,26.8067
cleanonly,4843,1,0,-0.2404,0,False,36.6019,32.5147
cleanonly,2112,1,0,-0.2043,0,False,25.3279,12.7373
cleanonly,3207,1,2,0.1508,1,True,20.6193,12.341
cleanonly,1766,1,0,-0.201,0,False,26.4054,14.6902
cleanonly,4879,1,0,-0.1369,0,False,18.3851,20.9029
cleanonly,5049,2,1,-0.0864,1,False,12.3058,9.0613
cleanonly,4479,0,1,0.0521,1,False,7.6327,8.0266
cleanonly,3199,2,1,-0.0956,1,False,15.0112,10.1141
cleanonly,4682,2,1,-0.1825,1,False,22.2897,20.1532
cleanonly,3807,1,2,0.1643,2,False,23.1188,17.2525
cleanonly,1727,1,0,-0.1669,0,False,21.8866,17.3759
cleanonly,3230,0,1,0.2781,1,False,31.2294,20.5108
cleanonly,1362,0,1,0.205,1,False,29.8903,19.8622
cleanonly,3890,0,1,0.0425,1,False,10.2497,6.4861
cleanonly,1885,1,2,0.1594,1,True,24.4335,21.8075
cleanonly,2575,2,1,-0.1228,1,False,17.8932,15.8028
cleanonly,4885,1,0,-0.1533,0,False,23.463,22.5533
