scene,orig,fam,input_norm,feat_dist,null_feat_dist,oracle,pred,margin,model_miss
84,1,random,0.32,0.8092,0.2837,0,1,0.068,True
89,1,random,0.06,0.1015,0.1043,0,1,0.0443,True
95,1,random,0.32,8.2161,0.2869,0,1,0.1025,True
99,1,random,0.32,3.7296,0.2638,0,1,0.0605,True
100,1,random,0.32,2.9784,0.374,0,1,0.0495,True
101,1,random,0.2,2.9141,0.2968,0,1,0.0375,True
102,1,single,0.16,0.4434,0.1863,0,0,0.0362,False
104,0,random,0.2,0.2733,0.3513,1,1,0.0372,False
106,1,single,0.16,0.26,0.1854,0,1,0.0541,True
111,0,random,0.32,0.6224,0.3178,1,1,0.0403,False
112,1,single,0.16,3.3771,0.1052,0,1,0.0352,True
116,1,random,0.32,10.5677,0.2245,0,0,0.198,False
117,1,single,0.16,0.3057,0.1769,0,0,0.0444,False
118,1,random,0.32,2.0198,0.3762,0,0,0.0653,False
119,1,random,0.32,1.451,0.4118,0,1,0.0361,True
120,0,random,0.32,10.2426,0.2828,1,1,0.1707,False
121,1,random,0.2,5.9709,0.1277,0,1,0.0353,True
122,0,random,0.2,2.2779,0.3594,1,1,0.086,False
123,1,random,0.12,0.2938,0.1312,0,1,0.0476,True
124,1,pair,0.1,0.1096,0.1887,0,0,0.0309,False
127,0,random,0.2,0.7133,0.2532,1,0,0.0484,True
130,1,single,0.16,0.7539,0.2222,0,0,0.0675,False
133,1,random,0.32,0.3657,1.393,0,1,0.0673,True
135,0,random,0.32,6.6265,0.2786,1,1,0.0514,False
138,1,random,0.32,4.6399,0.3169,0,0,0.1505,False
140,1,random,0.2,0.7639,0.3143,0,1,0.0336,True
146,1,random,0.32,2.8665,0.228,0,1,0.032,True
150,0,single,0.16,0.887,0.1649,1,0,0.0353,True
153,1,random,0.32,1.6211,0.4221,0,1,0.0435,True
154,1,random,0.32,2.388,0.4928,0,1,0.0386,True
155,1,random,0.32,1.9532,0.4033,0,0,0.0985,False
158,1,random,0.32,2.1837,0.2836,0,1,0.084,True
159,1,pair,0.16,0.2077,0.1189,0,1,0.06,True
160,1,single,0.16,2.5608,0.2044,0,0,0.0499,False
161,1,random,0.2,0.6904,0.3191,0,1,0.0478,True
162,1,pair,0.16,1.6051,0.2076,0,1,0.0363,True
164,1,single,0.16,0.4527,0.1892,0,0,0.0351,False
168,1,random,0.32,2.5978,0.1854,0,1,0.0568,True
169,1,random,0.32,1.9549,0.2824,0,1,0.0823,True
170,0,single,0.16,0.5626,0.1021,1,0,0.0458,True
171,1,random,0.2,1.4508,0.1722,0,1,0.0367,True
172,0,random,0.32,4.718,1.1164,1,0,0.0468,True
173,0,pair,0.16,0.693,0.2937,1,1,0.0638,False
174,0,single,0.16,0.338,0.2596,1,1,0.0549,False
175,1,random,0.2,1.2699,0.3671,0,1,0.0403,True
177,1,random,0.2,0.3063,0.1424,0,1,0.0397,True
178,1,random,0.32,3.7076,0.2352,0,1,0.0603,True
180,1,single,0.16,0.5568,0.1271,0,1,0.0305,True
183,0,random,0.32,3.4677,0.2278,1,0,0.0673,True
184,1,single,0.16,0.5392,0.2185,0,0,0.0588,False
185,1,random,0.32,0.4329,0.1522,0,0,0.0308,False
187,0,random,0.32,1.0115,0.3367,1,0,0.0433,True
188,0,random,0.32,0.6897,1.1721,1,0,0.0508,True
189,1,single,0.1,0.1766,0.1498,0,1,0.0584,True
191,1,single,0.16,0.2513,0.4834,0,0,0.0309,False
192,1,random,0.32,3.5789,0.3564,0,1,0.058,True
195,1,random,0.2,0.7005,0.1591,0,1,0.0512,True
197,1,random,0.32,5.6381,0.3667,0,0,0.1142,False
200,0,random,0.32,3.5156,0.2228,1,1,0.0468,False
203,1,random,0.32,0.6984,0.2734,0,1,0.0579,True
204,0,random,0.32,3.7025,0.5704,1,0,0.0348,True
206,1,pair,0.1,0.2079,0.3575,0,0,0.0354,False
208,0,random,0.32,2.5529,0.365,1,1,0.0954,False
209,1,single,0.16,0.2806,0.2402,0,1,0.0571,True
212,1,random,0.32,1.1262,0.2322,0,1,0.035,True
213,0,random,0.32,2.4109,0.3555,1,1,0.1725,False
216,1,single,0.16,0.2003,0.2308,0,1,0.0656,True
217,1,random,0.32,0.8079,0.2349,0,0,0.0718,False
222,0,random,0.2,0.4723,0.3098,1,0,0.0602,True
224,1,pair,0.16,3.3614,0.1328,0,0,0.0316,False
227,0,random,0.32,0.9621,0.2646,1,1,0.0804,False
228,1,single,0.1,0.9462,0.1029,0,1,0.0301,True
229,1,single,0.16,0.527,0.3817,0,0,0.043,False
231,1,pair,0.16,0.2685,0.2161,0,0,0.0628,False
232,0,random,0.32,6.0933,0.2696,1,0,0.1044,True
234,0,random,0.32,5.7456,0.2992,1,1,0.1005,False
235,1,random,0.32,0.6699,0.4386,0,1,0.0886,True
236,1,single,0.16,2.2955,0.1756,0,1,0.0306,True
238,1,random,0.32,1.6514,0.2986,0,1,0.0569,True
239,1,random,0.32,2.1297,0.9877,0,1,0.0331,True
240,1,random,0.32,1.5444,0.3596,0,1,0.096,True
241,1,random,0.2,2.0843,0.2997,0,1,0.0631,True
242,1,pair,0.16,0.3445,0.2569,0,1,0.0419,True
243,0,random,0.32,0.5029,0.2722,1,0,0.0588,True
244,0,random,0.32,1.9082,0.2693,1,0,0.0411,True
253,0,single,0.16,0.3471,0.2761,1,1,0.0848,False
255,0,random,0.32,11.3511,0.3356,1,1,0.1435,False
260,1,random,0.32,0.7815,0.2794,0,1,0.0399,True
261,1,single,0.16,3.5505,0.1966,0,1,0.0452,True
263,0,random,0.32,5.2777,0.4911,1,1,0.0448,False
265,1,random,0.32,0.5366,0.4433,0,0,0.0675,False
266,1,single,0.16,1.5434,0.1409,0,1,0.0634,True
267,1,random,0.32,2.4205,0.5448,0,0,0.0428,False
269,0,random,0.32,9.4068,0.3498,1,1,0.0576,False
271,1,single,0.16,0.2651,0.1932,0,1,0.0443,True
273,1,random,0.32,0.6617,0.3144,0,0,0.1192,False
274,1,single,0.16,3.0987,0.1703,0,1,0.0327,True
275,1,pair,0.1,0.2155,0.0942,0,1,0.031,True
276,1,random,0.32,2.3289,0.4341,0,1,0.0482,True
279,1,random,0.32,2.7705,0.4764,0,1,0.0515,True
281,0,random,0.32,0.4857,0.3513,1,1,0.0491,False
283,1,random,0.2,0.9528,0.3948,0,0,0.04,False
284,1,random,0.32,1.3197,0.2207,0,1,0.0347,True
285,0,single,0.16,0.2748,0.1535,1,1,0.0836,False
288,0,random,0.32,1.4653,0.2033,1,1,0.0485,False
290,1,random,0.32,6.4495,0.314,0,1,0.0933,True
291,1,random,0.32,0.7912,0.1934,0,1,0.0966,True
296,0,random,0.32,0.5706,0.2711,1,1,0.0318,False
298,1,random,0.32,0.3901,0.5998,0,1,0.0475,True
300,1,random,0.32,0.7158,0.2457,0,1,0.0703,True
302,0,random,0.32,0.5938,0.6582,1,1,0.0858,False
303,1,single,0.16,0.426,0.319,0,0,0.0385,False
304,1,pair,0.16,0.1866,0.1354,0,1,0.0407,True
306,1,single,0.16,1.3697,0.202,0,1,0.0322,True
307,1,single,0.16,0.503,0.1895,0,1,0.0561,True
309,0,random,0.2,0.7728,0.1621,1,1,0.0559,False
312,1,random,0.2,1.9899,0.1293,0,1,0.0573,True
314,1,single,0.1,0.2521,0.0861,0,1,0.0349,True
318,1,random,0.32,1.891,0.4596,0,1,0.0404,True
319,1,random,0.2,0.2065,0.1909,0,0,0.0394,False
320,1,random,0.32,0.8575,0.4834,0,1,0.1134,True
323,0,random,0.32,0.8475,0.5394,1,1,0.1725,False
325,1,random,0.32,1.9074,1.4217,0,0,0.0381,False
326,1,random,0.2,0.237,0.6674,0,1,0.0623,True
329,1,random,0.2,0.6336,0.2194,0,0,0.0311,False
330,1,random,0.32,4.4392,0.3488,0,1,0.0752,True
332,1,random,0.32,2.8436,0.3112,0,1,0.0718,True
333,1,random,0.32,2.1229,0.418,0,1,0.0615,True
334,1,random,0.32,2.5821,0.5408,0,1,0.0712,True
335,1,random,0.32,1.3455,0.5156,0,1,0.0636,True
337,1,random,0.32,7.8297,0.2702,0,1,0.0656,True
338,1,single,0.16,0.2661,0.1496,0,1,0.0454,True
340,0,random,0.32,0.9237,3.1987,1,0,0.2405,True
342,0,random,0.32,12.3724,0.3545,1,1,0.0349,False
345,1,random,0.32,3.7581,2.4676,0,1,0.0984,True
346,1,random,0.12,2.1158,0.2294,0,1,0.0343,True
349,1,single,0.16,1.66,0.2785,0,1,0.0517,True
350,1,single,0.1,0.0993,0.098,0,1,0.0342,True
351,1,random,0.32,3.2542,0.2396,0,1,0.0391,True
353,1,single,0.1,2.6133,0.1076,0,1,0.0354,True
355,0,random,0.32,0.5383,0.2952,1,1,0.0665,False
356,1,random,0.32,2.4149,0.3441,0,1,0.0305,True
357,1,random,0.32,8.3133,0.2205,0,1,0.0536,True
358,1,random,0.32,1.083,0.5021,0,0,0.2385,False
360,0,random,0.32,1.0758,nan,1,1,0.0436,False
367,0,random,0.32,4.9151,0.3425,1,1,0.0583,False
368,1,pair,0.16,0.4082,0.1922,0,1,0.039,True
372,1,pair,0.16,2.9798,0.1384,0,1,0.0361,True
373,0,random,0.32,2.6379,0.5611,1,1,0.0334,False
374,1,random,0.32,0.8,0.579,0,1,0.0617,True
381,1,random,0.32,0.5486,nan,0,1,0.0481,True
383,0,random,0.32,0.7338,0.2766,1,1,0.1146,False
385,1,random,0.2,1.1867,0.1959,0,1,0.0573,True
387,0,random,0.32,11.052,1.8919,1,1,0.0576,False
390,1,random,0.32,6.835,0.3288,0,1,0.0503,True
391,0,random,0.2,1.336,0.2943,1,0,0.0397,True
394,1,random,0.2,0.4136,0.2135,0,1,0.0492,True
396,1,random,0.32,1.2293,0.2199,0,1,0.062,True
397,0,random,0.32,2.0235,0.3327,1,1,0.0964,False
398,1,random,0.2,2.2653,0.2651,0,1,0.0469,True
402,0,single,0.16,1.3934,0.1815,1,1,0.0926,False
404,1,random,0.32,1.2862,0.3513,0,1,0.0534,True
405,1,random,0.32,0.5456,0.4351,0,0,0.0484,False
408,0,random,0.2,2.6136,0.3286,1,0,0.0315,True
409,1,single,0.16,0.2851,0.181,0,1,0.0432,True
413,1,random,0.32,0.5687,0.194,0,1,0.2214,True
416,1,random,0.32,3.1217,0.3829,0,1,0.0461,True
418,1,random,0.32,0.7909,0.2533,0,1,0.0337,True
421,0,random,0.32,2.8375,0.7671,1,1,0.0665,False
422,0,random,0.2,0.3495,0.4301,1,0,0.0933,True
423,1,random,0.32,3.3613,0.6339,0,1,0.0644,True
424,0,single,0.1,0.8495,0.0778,1,1,0.035,False
425,1,single,0.16,0.3062,0.179,0,1,0.0512,True
426,1,random,0.2,0.3636,0.2217,0,1,0.0532,True
432,1,random,0.2,1.0833,0.2115,0,1,0.0773,True
435,1,random,0.32,1.8526,0.3145,0,1,0.0957,True
436,1,pair,0.16,0.3689,0.1401,0,1,0.0318,True
438,1,single,0.16,1.1741,0.155,0,1,0.0308,True
439,0,random,0.32,1.1745,nan,1,1,0.0722,False
440,1,random,0.2,0.6785,0.6185,0,0,0.0472,False
442,1,single,0.16,3.529,0.2805,0,1,0.0606,True
444,1,random,0.2,0.5972,0.3294,0,0,0.0555,False
445,1,pair,0.1,0.1753,0.144,0,1,0.046,True
449,1,pair,0.16,0.3514,0.1452,0,1,0.0303,True
450,0,random,0.32,4.0184,0.2717,1,1,0.1437,False
454,1,single,0.16,1.3704,0.1276,0,1,0.03,True
456,0,pair,0.16,0.263,0.1702,1,0,0.073,True
457,1,random,0.32,0.7107,0.3258,0,1,0.0375,True
458,1,random,0.2,0.4183,0.1534,0,1,0.048,True
459,1,random,0.32,6.1527,0.426,0,0,0.0661,False
460,1,random,0.2,0.1344,0.1685,0,1,0.0642,True
463,0,single,0.16,0.2808,0.1826,1,0,0.0436,True
465,1,random,0.32,1.5522,0.4735,0,1,0.09,True
467,1,single,0.1,0.1964,0.3432,0,1,0.0327,True
468,1,random,0.32,1.2035,0.2067,0,1,0.0484,True
471,0,random,0.32,6.5723,0.221,1,0,0.0355,True
476,1,single,0.16,0.2535,0.1648,0,1,0.0367,True
478,1,random,0.32,4.6191,3.6469,0,1,0.0636,True
480,0,random,0.32,6.4614,0.3341,1,1,0.1003,False
481,0,random,0.32,9.021,0.3404,1,0,0.0685,True
484,0,random,0.32,9.0078,0.3654,1,1,0.1687,False
485,1,random,0.32,7.6178,0.3379,0,1,0.0805,True
486,1,random,0.32,0.4666,0.4976,0,1,0.0671,True
487,0,single,0.1,0.2328,0.1259,1,1,0.0711,False
489,1,single,0.16,0.2553,0.2444,0,1,0.04,True
493,1,random,0.32,1.5427,nan,0,1,0.0881,True
494,1,random,0.32,4.7016,0.3392,0,0,0.0419,False
500,1,random,0.32,7.0135,1.8956,0,1,0.0318,True
501,1,single,0.16,5.0216,0.2289,0,0,0.048,False
503,0,random,0.2,1.4409,0.2012,1,0,0.0467,True
504,1,single,0.16,0.4297,0.3087,0,1,0.0458,True
505,1,random,0.2,0.2156,0.3141,0,1,0.0885,True
506,1,random,0.2,0.3524,0.1159,0,1,0.0504,True
