name,start,size,arch,seed,frac,method,opt_key,opt_kind,lr,momentum,steps,dev_bce,dev_clean_bce,train_error,final_loss,init_state_sha256,init_sha256_o01,final_state_sha256,clean_state_sha256,clean_checkpoint_sha256,clean_candidate,checkpoint_sha256,batch_order_sha256,flips_used,preserves_used,replay_points,forwards_per_step,total_forward_passes,total_backward_passes,train_sha256,flip_sha256,preserve_sha256,dev_sha256,eval_sha256,wall_seconds,J,atomic_pass,AB_pass,family,selected_by_dev_bce,matched_noflip__J,matched_noflip__A,matched_noflip__B,matched_noflip__AB,matched_noflip__atomic_pass,matched_noflip__n_quartets,matched_noflip__n_parents,matched_noflip__ref_atomic_correct_n,matched_noflip__atomic_regressed_n,matched_noflip__atomic_regression,matched_noflip__atomic_regression_CI_parent_bootstrap,matched_noflip__ref_joint_correct_n,matched_noflip__joint_lost_n,matched_noflip__joint_lost,matched_noflip__joint_gained_n,matched_noflip__joint_gained,matched_noflip__transition_8x8,selected_lr,clean_start__J,clean_start__A,clean_start__B,clean_start__AB,clean_start__atomic_pass,clean_start__n_quartets,clean_start__n_parents,clean_start__ref_atomic_correct_n,clean_start__atomic_regressed_n,clean_start__atomic_regression,clean_start__atomic_regression_CI_parent_bootstrap,clean_start__ref_joint_correct_n,clean_start__joint_lost_n,clean_start__joint_lost,clean_start__joint_gained_n,clean_start__joint_gained,clean_start__transition_8x8
warm_4N_raw_s11_f100_protection_lr0.001,warm,4N,raw,11,100,protection,lr0.001,adam,0.001,,300,0.5237612128257751,1.7019684314727783,0.03857421875,0.751029372215271,a52be528865112f80ec62dda052abada457d9c68696ab3df54794a7f19edb714,4681b4702246b2ffc9294838a4ee790e881749ebd5daf4fb00f7be3d3199763e,71d52afffc7125b6d0557936cf98611c85d449856d87b353cc5807589c8201d1,a52be528865112f80ec62dda052abada457d9c68696ab3df54794a7f19edb714,c9db3d4162aeb7e2f651e4d829d4b2b3a798097e7c0fa2843106d53ff3048a14,4N_raw_s11_f0_lr0.001,109f2848a9bcc688eacde44556901245e3b74db4bad1fb7e3e26bcb6f6163b22,2226cb57f55dc5723c6244d0f2299ae3a943e50964d35bda827489b4f53e6f71,6390,0,2048,10486,3145800,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,2.7894694730639458,0.23189585028478438,0.6338486574450773,0.5752644426362896,warm_factorial,0,0.23189585028478438,0.7469487388120423,0.7054515866558178,0.5752644426362896,0.6338486574450773,1229,250,1926,314,0.16303219106957426,"[0.1192493280873348, 0.20929146437164217]",199,131,0.6582914572864321,217,0.21067961165048543,"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 104, 4, 10, 4, 15, 12, 32], [0, 7, 2, 7, 0, 0, 1, 2], [0, 18, 1, 16, 0, 1, 4, 11], [0, 2, 0, 0, 2, 3, 2, 0], [0, 18, 0, 0, 1, 41, 15, 16], [0, 36, 10, 21, 4, 41, 411, 156], [0, 38, 0, 17, 0, 27, 49, 68]]",0.01,0.23189585028478438,0.7469487388120423,0.7054515866558178,0.5752644426362896,0.6338486574450773,1229,250,1891,279,0.14754098360655737,"[0.10731142340868924, 0.19168716954499834]",186,115,0.6182795698924731,214,0.20517737296260785,"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 115, 0, 10, 3, 17, 10, 32], [0, 7, 3, 6, 0, 0, 0, 3], [0, 19, 5, 25, 0, 1, 7, 12], [0, 1, 0, 0, 4, 4, 2, 0], [0, 17, 0, 0, 2, 41, 18, 16], [0, 36, 9, 18, 2, 37, 410, 151], [0, 28, 0, 12, 0, 28, 47, 71]]"
warm_4N_raw_s11_f100_protection_lr0.003,warm,4N,raw,11,100,protection,lr0.003,adam,0.003,,300,0.44282931089401245,1.7019684314727783,0.02880859375,0.6172311305999756,a52be528865112f80ec62dda052abada457d9c68696ab3df54794a7f19edb714,4681b4702246b2ffc9294838a4ee790e881749ebd5daf4fb00f7be3d3199763e,666ae12ef366429f4eadc2b12af6b7742846ecfec22141a72d3accda1f153d86,a52be528865112f80ec62dda052abada457d9c68696ab3df54794a7f19edb714,c9db3d4162aeb7e2f651e4d829d4b2b3a798097e7c0fa2843106d53ff3048a14,4N_raw_s11_f0_lr0.001,131bc6c089dd2430e48222c4a3526f87d42ba726b673456db464f07d3741f8fc,2226cb57f55dc5723c6244d0f2299ae3a943e50964d35bda827489b4f53e6f71,6390,0,2048,10486,3145800,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,2.6553621739149094,0.2807160292921074,0.6533767290480065,0.6167615947925142,warm_factorial,0,0.2807160292921074,0.7534580960130187,0.7217249796582588,0.6167615947925142,0.6533767290480065,1229,250,1925,347,0.18025974025974026,"[0.1295072205165517, 0.23532938531572578]",197,122,0.6192893401015228,270,0.2616279069767442,"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 90, 3, 14, 1, 9, 14, 53], [0, 2, 1, 7, 0, 0, 2, 4], [0, 12, 0, 14, 0, 2, 7, 19], [0, 1, 0, 0, 2, 6, 3, 0], [0, 15, 0, 0, 0, 31, 15, 22], [2, 62, 3, 31, 0, 44, 369, 172], [0, 35, 0, 11, 1, 27, 48, 75]]",0.01,0.2807160292921074,0.7534580960130187,0.7217249796582588,0.6167615947925142,0.6533767290480065,1229,250,1891,319,0.16869381279746165,"[0.12016080918436671, 0.22168394277729073]",186,105,0.5645161290322581,264,0.25311601150527324,"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 94, 0, 13, 0, 12, 13, 55], [0, 4, 1, 9, 0, 0, 2, 3], [0, 17, 3, 18, 0, 1, 9, 21], [0, 1, 0, 0, 2, 4, 3, 1], [0, 14, 0, 0, 2, 38, 17, 23], [2, 58, 3, 29, 0, 42, 368, 161], [0, 29, 0, 8, 0, 22, 46, 81]]"
warm_4N_raw_s11_f100_protection_lr0.01,warm,4N,raw,11,100,protection,lr0.01,adam,0.01,,300,0.4420827031135559,1.7019684314727783,0.02392578125,0.5624459981918335,a52be528865112f80ec62dda052abada457d9c68696ab3df54794a7f19edb714,4681b4702246b2ffc9294838a4ee790e881749ebd5daf4fb00f7be3d3199763e,a922ea43e25f4cfacbb67f575cc4f43903389cc4a9846e4ddc61d3ca0a48bf52,a52be528865112f80ec62dda052abada457d9c68696ab3df54794a7f19edb714,c9db3d4162aeb7e2f651e4d829d4b2b3a798097e7c0fa2843106d53ff3048a14,4N_raw_s11_f0_lr0.001,c65b280ac124d562ac71d540c11f6b662a74a17088f9b79291a0ade424bc0a80,2226cb57f55dc5723c6244d0f2299ae3a943e50964d35bda827489b4f53e6f71,6390,0,2048,10486,3145800,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,2.5609294325113297,0.3002441008950366,0.6427990235964198,0.6403580146460537,warm_factorial,1,0.3002441008950366,0.7550854353132628,0.726606997558991,0.6403580146460537,0.6427990235964198,1229,250,1910,318,0.16649214659685863,"[0.12229822435295123, 0.21528752752870847]",183,108,0.5901639344262295,294,0.28107074569789675,"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 90, 0, 5, 1, 24, 17, 44], [0, 4, 2, 10, 0, 0, 1, 1], [0, 10, 6, 19, 0, 4, 7, 17], [0, 2, 0, 0, 2, 4, 2, 0], [0, 12, 0, 2, 3, 35, 12, 31], [0, 49, 6, 38, 1, 45, 339, 201], [0, 31, 0, 15, 0, 19, 43, 75]]",0.01,0.3002441008950366,0.7550854353132628,0.726606997558991,0.6403580146460537,0.6427990235964198,1229,250,1891,299,0.1581173982020095,"[0.11464931177111343, 0.20677000306197488]",186,106,0.5698924731182796,289,0.27708533077660596,"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 93, 0, 7, 1, 28, 14, 44], [0, 4, 2, 11, 0, 0, 1, 1], [0, 16, 6, 20, 0, 1, 8, 18], [0, 1, 0, 0, 2, 5, 3, 0], [0, 11, 0, 2, 3, 35, 14, 29], [0, 46, 6, 31, 1, 39, 343, 197], [0, 27, 0, 18, 0, 23, 38, 80]]"
warm_4N_raw_s11_f25_hard_replay_lr0.001,warm,4N,raw,11,25,hard_replay,lr0.001,adam,0.001,,300,0.5426598191261292,1.7019684314727783,0.0390625,0.645291805267334,a52be528865112f80ec62dda052abada457d9c68696ab3df54794a7f19edb714,4681b4702246b2ffc9294838a4ee790e881749ebd5daf4fb00f7be3d3199763e,da145951a5c135b5f2b6b6888e438d5780e26f453829175dd02ad5a847c6f77c,a52be528865112f80ec62dda052abada457d9c68696ab3df54794a7f19edb714,c9db3d4162aeb7e2f651e4d829d4b2b3a798097e7c0fa2843106d53ff3048a14,4N_raw_s11_f0_lr0.001,b1ab5d68e65f833ad4af691a2cb85e9c3c84e7fcad645581e98831af0cbfd9fe,35af10b4a4b738858787fd458dc2c7bc7095f28866b669f73bc36fcb35db790e,1597,0,2048,5693,1707900,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,1.676451437175274,0.21724979658258747,0.644426362896664,0.5508543531326282,warm_factorial,0,0.21724979658258747,0.7436940602115542,0.7078925956061839,0.5508543531326282,0.644426362896664,1229,250,1926,305,0.15835929387331257,"[0.11170198753447078, 0.20211808385669458]",199,120,0.6030150753768844,188,0.1825242718446602,"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 114, 0, 7, 3, 17, 12, 28], [0, 8, 2, 8, 0, 0, 0, 1], [0, 16, 1, 17, 0, 2, 5, 10], [0, 2, 0, 0, 4, 1, 2, 0], [0, 22, 0, 0, 0, 33, 19, 17], [2, 42, 11, 19, 4, 33, 436, 132], [0, 31, 0, 13, 0, 25, 51, 79]]",0.01,0.21724979658258747,0.7436940602115542,0.7078925956061839,0.5508543531326282,0.644426362896664,1229,250,1891,280,0.14806980433633,"[0.1050712663181267, 0.19217814846145712]",186,108,0.5806451612903226,189,0.18120805369127516,"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 115, 0, 9, 3, 20, 13, 27], [0, 7, 2, 8, 0, 0, 2, 0], [0, 23, 1, 22, 0, 2, 5, 16], [0, 1, 0, 0, 5, 3, 2, 0], [0, 22, 0, 1, 0, 38, 20, 13], [2, 38, 11, 17, 3, 28, 431, 133], [0, 29, 0, 7, 0, 20, 52, 78]]"
warm_4N_raw_s11_f25_hard_replay_lr0.003,warm,4N,raw,11,25,hard_replay,lr0.003,adam,0.003,,300,0.5588271617889404,1.7019684314727783,0.0283203125,0.4634939730167389,a52be528865112f80ec62dda052abada457d9c68696ab3df54794a7f19edb714,4681b4702246b2ffc9294838a4ee790e881749ebd5daf4fb00f7be3d3199763e,1e3881f8abf3b0920b6dcd375f36d01dbfdf1ac5c1f9123c45a17af737030727,a52be528865112f80ec62dda052abada457d9c68696ab3df54794a7f19edb714,c9db3d4162aeb7e2f651e4d829d4b2b3a798097e7c0fa2843106d53ff3048a14,4N_raw_s11_f0_lr0.001,325c14e65da9a936dcfcdb0c56398ea892316d6d7bbbefa3cdfbd72c3d0cd927,35af10b4a4b738858787fd458dc2c7bc7095f28866b669f73bc36fcb35db790e,1597,0,2048,5693,1707900,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,1.6377995684742928,0.23921887713588283,0.6379170056956875,0.5842148087876322,warm_factorial,0,0.23921887713588283,0.7184703010577705,0.7192839707078926,0.5842148087876322,0.6379170056956875,1229,250,1925,362,0.18805194805194805,"[0.13899735413633332, 0.24152949807641566]",197,112,0.5685279187817259,209,0.20251937984496124,"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 108, 0, 10, 0, 11, 13, 42], [0, 5, 3, 3, 0, 0, 3, 2], [0, 11, 0, 20, 0, 0, 6, 17], [0, 1, 0, 0, 4, 4, 3, 0], [0, 21, 0, 3, 1, 19, 17, 22], [1, 66, 9, 41, 3, 35, 402, 126], [0, 33, 0, 11, 0, 22, 46, 85]]",0.01,0.23921887713588283,0.7184703010577705,0.7192839707078926,0.5842148087876322,0.6379170056956875,1229,250,1891,340,0.1797990481226864,"[0.13054418452451141, 0.2324280370876039]",186,98,0.5268817204301075,206,0.1975071907957814,"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 107, 0, 10, 0, 13, 12, 45], [0, 6, 4, 5, 0, 0, 3, 1], [0, 21, 0, 23, 0, 1, 8, 16], [0, 2, 0, 0, 4, 2, 3, 0], [0, 22, 0, 4, 1, 24, 21, 22], [1, 61, 7, 36, 3, 32, 401, 122], [0, 26, 1, 10, 0, 19, 42, 88]]"
warm_4N_raw_s11_f25_hard_replay_lr0.01,warm,4N,raw,11,25,hard_replay,lr0.01,adam,0.01,,300,0.5257111191749573,1.7019684314727783,0.01904296875,0.40890413522720337,a52be528865112f80ec62dda052abada457d9c68696ab3df54794a7f19edb714,4681b4702246b2ffc9294838a4ee790e881749ebd5daf4fb00f7be3d3199763e,07e3ef98d5619ea9ec72bcf714cff330fc3c4ebf0763409965fe9ceb42c25e32,a52be528865112f80ec62dda052abada457d9c68696ab3df54794a7f19edb714,c9db3d4162aeb7e2f651e4d829d4b2b3a798097e7c0fa2843106d53ff3048a14,4N_raw_s11_f0_lr0.001,8061be9ef3c17f04a88ef4443919c2bd3c59dc846f5861d9950ad477a2bfb34d,35af10b4a4b738858787fd458dc2c7bc7095f28866b669f73bc36fcb35db790e,1597,0,2048,5693,1707900,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,1.647701933979988,0.2839707078925956,0.6484947111472742,0.6183889340927583,warm_factorial,1,0.2839707078925956,0.7477624084621644,0.726606997558991,0.6183889340927583,0.6484947111472742,1229,250,1910,329,0.17225130890052356,"[0.12434949303788359, 0.22488383283144064]",183,101,0.5519125683060109,267,0.2552581261950287,"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 82, 0, 16, 6, 22, 11, 44], [0, 5, 3, 5, 0, 0, 4, 1], [0, 17, 1, 20, 0, 2, 6, 17], [0, 3, 0, 0, 3, 1, 3, 0], [0, 21, 1, 0, 1, 29, 16, 27], [0, 57, 3, 29, 3, 33, 376, 178], [0, 29, 0, 18, 0, 22, 32, 82]]",0.01,0.2839707078925956,0.7477624084621644,0.726606997558991,0.6183889340927583,0.6484947111472742,1229,250,1891,307,0.16234796404019036,"[0.11603032347855426, 0.21409015052983973]",186,102,0.5483870967741935,265,0.25407478427612656,"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 89, 0, 17, 6, 23, 9, 43], [0, 7, 2, 6, 0, 0, 3, 1], [0, 20, 2, 22, 0, 1, 7, 17], [0, 3, 0, 0, 3, 1, 4, 0], [0, 20, 0, 0, 1, 28, 17, 28], [0, 51, 4, 27, 3, 29, 373, 176], [0, 24, 0, 16, 0, 27, 35, 84]]"
warm_4N_raw_s11_f25_plain_adam_lr0.0005_steps600,warm,4N,raw,11,25,plain,adam_lr0.0005_steps600,adam,0.0005,,600,0.46462002396583557,1.7019684314727783,0.0712890625,0.45522502064704895,a52be528865112f80ec62dda052abada457d9c68696ab3df54794a7f19edb714,4681b4702246b2ffc9294838a4ee790e881749ebd5daf4fb00f7be3d3199763e,caffba72ecabc64b2445de7070caa34ad7fad6ece9597558327282947f8fcce2,a52be528865112f80ec62dda052abada457d9c68696ab3df54794a7f19edb714,c9db3d4162aeb7e2f651e4d829d4b2b3a798097e7c0fa2843106d53ff3048a14,4N_raw_s11_f0_lr0.001,b7d445b5b4d6f0c37f1215c54b5c9c1479a0085afce2f0a7a63b0096b84b2c52,35af10b4a4b738858787fd458dc2c7bc7095f28866b669f73bc36fcb35db790e,1597,0,2048,5693,3415800,600,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,2.7188252061605453,0.22538649308380798,0.629780309194467,0.580960130187144,robust,1,0.22538649308380798,0.7144019528071603,0.6842961757526445,0.580960130187144,0.629780309194467,1229,250,1926,396,0.205607476635514,"[0.1535001577258685, 0.2602435618869658]",194,124,0.6391752577319587,207,0.2,"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 111, 0, 4, 0, 10, 27, 26], [0, 11, 1, 7, 0, 0, 0, 1], [0, 24, 0, 8, 0, 1, 8, 14], [0, 2, 0, 0, 3, 2, 5, 0], [0, 24, 0, 1, 1, 24, 19, 20], [0, 71, 10, 23, 3, 36, 392, 146], [0, 41, 0, 13, 0, 24, 46, 70]]",,0.22538649308380798,0.7144019528071603,0.6842961757526445,0.580960130187144,0.629780309194467,1229,250,1891,362,0.19143310417768378,"[0.140862938587249, 0.24507597749345947]",186,111,0.5967741935483871,202,0.19367209971236818,"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 118, 0, 4, 0, 12, 24, 29], [0, 9, 2, 7, 0, 0, 1, 0], [0, 27, 0, 16, 0, 1, 9, 16], [0, 2, 0, 0, 3, 3, 3, 0], [0, 24, 0, 1, 1, 31, 23, 14], [0, 69, 9, 20, 3, 33, 386, 143], [0, 35, 0, 8, 0, 17, 51, 75]]"
warm_4N_raw_s11_f25_plain_lr0.001,warm,4N,raw,11,25,plain,lr0.001,adam,0.001,,300,0.4864078462123871,1.7019684314727783,0.07666015625,0.5253563523292542,a52be528865112f80ec62dda052abada457d9c68696ab3df54794a7f19edb714,4681b4702246b2ffc9294838a4ee790e881749ebd5daf4fb00f7be3d3199763e,e4e26ee731f9dd9de8b7f062e59bd5f3009911a8bd85311fff1b3f29dd05859c,a52be528865112f80ec62dda052abada457d9c68696ab3df54794a7f19edb714,c9db3d4162aeb7e2f651e4d829d4b2b3a798097e7c0fa2843106d53ff3048a14,4N_raw_s11_f0_lr0.001,fabd25f556d1445be30303e80f895c33e6dae097be2f5bce313bded01e146023,35af10b4a4b738858787fd458dc2c7bc7095f28866b669f73bc36fcb35db790e,1597,0,2048,5693,1707900,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,1.3551723137497902,0.22945484133441824,0.6338486574450773,0.580146460537022,warm_factorial,0,0.22945484133441824,0.7135882831570383,0.6908055329536208,0.580146460537022,0.6338486574450773,1229,250,1926,385,0.19989615784008308,"[0.14776956272575714, 0.2531192863304197]",199,128,0.6432160804020101,211,0.20485436893203884,"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 115, 0, 5, 0, 11, 21, 29], [0, 11, 1, 5, 0, 0, 0, 2], [0, 18, 0, 10, 0, 1, 6, 16], [0, 2, 0, 0, 3, 2, 2, 0], [0, 27, 0, 0, 1, 21, 21, 21], [0, 68, 11, 26, 3, 33, 395, 143], [0, 41, 0, 12, 0, 23, 52, 71]]",0.01,0.22945484133441824,0.7135882831570383,0.6908055329536208,0.580146460537022,0.6338486574450773,1229,250,1891,354,0.1872025383395029,"[0.13546418718032704, 0.2404548809064073]",186,113,0.6075268817204301,209,0.20038350910834132,"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 117, 0, 5, 0, 14, 19, 32], [0, 10, 2, 6, 0, 0, 0, 1], [0, 25, 0, 19, 0, 1, 8, 16], [0, 2, 0, 0, 3, 4, 2, 0], [0, 26, 0, 1, 1, 27, 22, 17], [0, 64, 9, 23, 3, 29, 392, 143], [0, 38, 1, 4, 0, 16, 54, 73]]"
warm_4N_raw_s11_f25_plain_lr0.003,warm,4N,raw,11,25,plain,lr0.003,adam,0.003,,300,0.5112247467041016,1.7019684314727783,0.05810546875,0.3527005910873413,a52be528865112f80ec62dda052abada457d9c68696ab3df54794a7f19edb714,4681b4702246b2ffc9294838a4ee790e881749ebd5daf4fb00f7be3d3199763e,51327ef3e2627a58b2b9358ed0386a9f1e0e47e7a80582f793e8ce81ede66b94,a52be528865112f80ec62dda052abada457d9c68696ab3df54794a7f19edb714,c9db3d4162aeb7e2f651e4d829d4b2b3a798097e7c0fa2843106d53ff3048a14,4N_raw_s11_f0_lr0.001,b8d860446c8e126a22faf1771387bde023ef565b0ac8e831cf6d1b03d5cc9ce2,35af10b4a4b738858787fd458dc2c7bc7095f28866b669f73bc36fcb35db790e,1597,0,2048,5693,1707900,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,1.346472129225731,0.22864117168429618,0.6069975589910497,0.6037428803905615,warm_factorial,0,0.22864117168429618,0.7013832384052074,0.6802278275020341,0.6037428803905615,0.6069975589910497,1229,250,1925,453,0.23532467532467533,"[0.17665146386495514, 0.2959056374625768]",197,124,0.6294416243654822,208,0.20155038759689922,"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 94, 0, 9, 0, 16, 17, 48], [0, 5, 2, 4, 0, 1, 2, 2], [0, 15, 0, 11, 0, 1, 10, 17], [0, 2, 0, 0, 2, 5, 3, 0], [0, 23, 0, 1, 1, 24, 22, 12], [1, 99, 14, 40, 2, 37, 361, 129], [0, 38, 0, 9, 0, 27, 50, 73]]",0.01,0.22864117168429618,0.7013832384052074,0.6802278275020341,0.6037428803905615,0.6069975589910497,1229,250,1891,429,0.22686409307244845,"[0.16896752561944733, 0.288577916932096]",186,115,0.6182795698924731,210,0.20134228187919462,"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 97, 0, 7, 0, 17, 19, 47], [0, 6, 3, 6, 0, 1, 2, 1], [0, 24, 0, 13, 0, 3, 12, 17], [0, 2, 0, 0, 2, 4, 3, 0], [0, 24, 0, 3, 1, 28, 23, 15], [1, 91, 13, 34, 2, 34, 358, 130], [0, 32, 0, 11, 0, 24, 48, 71]]"
warm_4N_raw_s11_f25_plain_lr0.01,warm,4N,raw,11,25,plain,lr0.01,adam,0.01,,300,0.4686548113822937,1.7019684314727783,0.04736328125,0.2888922393321991,a52be528865112f80ec62dda052abada457d9c68696ab3df54794a7f19edb714,4681b4702246b2ffc9294838a4ee790e881749ebd5daf4fb00f7be3d3199763e,13dbdbf7b14c74dea2923f6349f5ecfb96c5261182e8f20d380fb966782d69a8,a52be528865112f80ec62dda052abada457d9c68696ab3df54794a7f19edb714,c9db3d4162aeb7e2f651e4d829d4b2b3a798097e7c0fa2843106d53ff3048a14,4N_raw_s11_f0_lr0.001,990cd4887367093373a1668f27abfe76ac1122b82d87a130695ea10d534f2506,35af10b4a4b738858787fd458dc2c7bc7095f28866b669f73bc36fcb35db790e,1597,0,2048,5693,1707900,300,ae12d7d2443203214d1a1b6e6c0a259704d5a2a78dd3372c3eba05c56b325c96,3d41204b1e9c664522378aa87f6359809137464d8693f339bb080d14d9c77140,60df0a7db0688df4967c306e4e36304a0f68d000d96b9af922caff79c7ab1fa0,10dfdb81f8d4e94b6c79fe77873ee10c1c43c43b752debce9aaf7641d2402843,fd0b415d4995c8ff6b61d5f15fd84a08191887a08a37ecd0fc53bb9453bf23c6,1.4325855150818825,0.28966639544344996,0.628966639544345,0.6427990235964198,warm_factorial,1,0.28966639544344996,0.7347436940602116,0.7013832384052074,0.6427990235964198,0.628966639544345,1229,250,1910,391,0.20471204188481676,"[0.15442420389208314, 0.25881065565696526]",183,103,0.5628415300546448,276,0.2638623326959847,"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 83, 0, 10, 7, 19, 9, 53], [0, 4, 1, 5, 0, 1, 5, 2], [0, 14, 1, 19, 0, 1, 7, 21], [0, 3, 0, 0, 3, 1, 3, 0], [0, 18, 0, 1, 1, 30, 17, 28], [0, 84, 7, 33, 0, 43, 340, 172], [0, 31, 1, 11, 1, 23, 36, 80]]",0.01,0.28966639544344996,0.7347436940602116,0.7013832384052074,0.6427990235964198,0.628966639544345,1229,250,1891,372,0.19672131147540983,"[0.14735614591044827, 0.2498782430318241]",186,95,0.510752688172043,265,0.25407478427612656,"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 89, 0, 13, 7, 19, 7, 52], [0, 6, 0, 5, 0, 1, 4, 3], [0, 18, 2, 18, 0, 3, 9, 19], [0, 3, 0, 0, 3, 1, 4, 0], [0, 18, 0, 0, 1, 29, 16, 30], [0, 79, 8, 31, 1, 39, 344, 161], [0, 24, 0, 12, 0, 26, 33, 91]]"
