bank,bank_sha256,sample_id,qid,original_parent_id,reconstructed_parent_hash,matched_16N_parent,canonical_parent_hash,nearest_16N_linf
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:26,26,357,6b4447fcb453fdee993f5109db20676fc17574dafa4775fa4c0625dd6020d5e2,,,0.24049231137817562
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:27,27,106,e18479fe6593afd4fb286906c8b1d77d6321014ee8295d2ddb14fe5847c6d728,,,0.24999976912985122
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:28,28,485,0b619a72e4a1ec7491a6ab44983260ec5c0edfad9259a4ab8d17026cec51ae6e,,,0.2240745289685242
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:29,29,485,07c2b1645013ac679d7ae89ca913b2b62fdf1174b3b94301d05583192085404d,,,0.2240745252432339
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:30,30,418,21313d5063ff955f06833e8d836b4579f8b172128858764d578f0babd83607f2,,,0.29873349266272164
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:31,31,418,91955f5c4ea93a576ede48435b3b54b60cb52083f962d719b0b10ababe9cdce2,,,0.29873349266272164
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:32,32,109,591fcb0018491695425ea1ec5680e111cf2e5bf74f0b7232d008ea115dbb962e,,,0.2515633933268093
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:33,33,13,4fa6b571a5adf90efe6ac7e7cebca6c7db07b684da84c350a1cf1086b72e2905,,,0.26641417203335394
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:34,34,326,b78f320e3cdbf285e157519f46d17138937abead8ee39c483186c14a83e5b1e6,,,0.2816217940061472
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:35,35,285,926619c6602347dca6a9feb1cd2218291e49bd87404c3fe8b0f421220c4de6fe,,,0.32973817126634375
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:36,36,285,58eed661d258dbe81ac4ca18ad17dda4cdda4d4565f84e30439091e11d816c03,,,0.32973816381576315
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:37,37,285,d9c900af4ff534a974f8ec4e05e73e5f804c10b0e09018ff382731a64b1cc8e5,,,0.32973817499163405
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:38,38,342,e3c3b58ab861072a0019145b330ddbe74b88d2f6299ebdb4ba6ebe20e474a28c,,,0.2411794873049502
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:39,39,230,dc3edc571bd1df0c9d2f5f2ed7fc90ba84e25da1c2710c43f52ea954864a8b83,,,0.22145231414096922
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:40,40,174,a612fbf2e5a9986e66c7353306ca21f2ad8706713c2e29d003e26880bf3fe1bf,,,0.3382297071656202
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:41,41,149,65da8c7bdaff7619833975fcec36337a1e1e7440d590a639da05b04b2971ed4f,,,0.2866783848470311
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:42,42,362,89b7e9a46c38f5009050bbe825d06569f678fca61557c91c68a6692acf8d8269,,,0.2784168742370172
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:43,43,362,9bfa8ccd15ff6f6fea8c4e918a5cf87e6715b82399ee35386b0c554bd9572dab,,,0.2784168667864366
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:44,44,362,9bfa8ccd15ff6f6fea8c4e918a5cf87e6715b82399ee35386b0c554bd9572dab,,,0.2784168667864366
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:45,45,399,58af8a9cb7d4248363ed127019160f58dafa208d11cf49b2e0bd0be81d7089b3,,,0.27843348702586557
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:46,46,399,b688797cd24e215c8b6f7715535a0313269d20c0817dfab3120984f6db338ed6,,,0.27843350192702676
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:47,47,399,b688797cd24e215c8b6f7715535a0313269d20c0817dfab3120984f6db338ed6,,,0.27843350192702676
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:48,48,39,f97d9c9ea6c93bf65dc0dfe84ff7b19cfda0af58f2ae73787de23411e326e23f,,,0.2394598268833702
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:49,49,84,ff18e8edc03153a1abfeb61f3948b9863fdc489244f573be2fcc7016809424cf,,,0.20835734443817278
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:50,50,84,b30a45d29f7b6569d0d27616402efa0ac1cd21f2d8bf74da8afc845caaad0468,,,0.20835734443817278
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:51,51,84,3b69451ea2e53a30c6f47d537324f4240847da66d309cac251efe7069f34c348,,,0.20835734443817278
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:52,52,84,b30a45d29f7b6569d0d27616402efa0ac1cd21f2d8bf74da8afc845caaad0468,,,0.20835734443817278
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:53,53,84,3b69451ea2e53a30c6f47d537324f4240847da66d309cac251efe7069f34c348,,,0.20835734443817278
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:54,54,84,b30a45d29f7b6569d0d27616402efa0ac1cd21f2d8bf74da8afc845caaad0468,,,0.20835734443817278
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:55,55,84,3b69451ea2e53a30c6f47d537324f4240847da66d309cac251efe7069f34c348,,,0.20835734443817278
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:56,56,84,3b69451ea2e53a30c6f47d537324f4240847da66d309cac251efe7069f34c348,,,0.20835734443817278
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:57,57,15,9bc197b5a45a288d3edc374c5e8c389021ec966f7872b3f9a7b6989a42e85f58,,,0.20406727073377096
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:58,58,15,33e01ffc94e8779903d40c4a4e2aa7beb2ae1e2477e82d3c24e01a345713e220,,,0.20406726793980323
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:59,59,15,9bc197b5a45a288d3edc374c5e8c389021ec966f7872b3f9a7b6989a42e85f58,,,0.20406727073377096
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:60,60,15,33e01ffc94e8779903d40c4a4e2aa7beb2ae1e2477e82d3c24e01a345713e220,,,0.20406726793980323
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:61,61,15,33e01ffc94e8779903d40c4a4e2aa7beb2ae1e2477e82d3c24e01a345713e220,,,0.20406726793980323
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:62,62,363,21bcaaede970353b1e1cd3c61e4506cffe6c74cd4fdfa5e91b0c605b1149856f,,,0.24251095112401144
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:63,63,140,50687a387d79a39666e14430dad138dbdc2fbea0293ac065a19147d497896cd5,,,0.3386672805094273
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:64,64,236,d7840e63849bb3ce84f22a3d146d8953fca8c46002c7fd37545c4070cf0ec6f1,,,0.3064448626940429
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:65,65,35,f0be2fd25522d4a47976c68b48d8a81d1aaa00cae17922adfe0acc4c7ed9d2a4,,,0.26162375899701706
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:66,66,192,fb96c1f7b4b24ab9613c9a8f00f6a8337a2c14d7a29ce1cedd7c748d9db34b6e,,,0.30162170424702484
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:67,67,192,8afd828d8d7f1afd9296fa76ea29d498696087d012207641a4c2f429295b759c,,,0.30162170424702484
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:68,68,99,2272f609b0002c3d320b0723af4a8d12bc4be2307f3af9442fe311ed24b09258,,,0.2591101898339627
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:69,69,489,d6c1d89829140482dc6d8a705aff5c4a47b41ec9e1bfd5bd201e72f862716ec1,,,0.26976988522565903
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:70,70,484,745964c0da2cc266687c88913bca31c9929dc4f35030c997d8b9d398663442f2,,,0.25144227717625833
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:71,71,484,dd21d7e75ed8088d08c96f8bbe52c48aa198a8c7630c8e08a5ab3fc9a6924a6b,,,0.2514422706570003
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:72,72,49,37f261f5c4113ab55e01bcc3033db414092b1ac38f7a36a40b993ba134035378,,,0.13394070355816512
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:73,73,493,e379f79ca579625d8256065488ac27abacaa2ec9fee4b57ac60a1ed727f2a91c,,,0.1963913197030639
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:74,74,493,2ea425b1d4bb1be0ba83045fd986c886a4da20ddc7f9a31dc41bc1269ea8f8cd,,,0.1963913159777736
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:75,75,493,c717463dc9b122bb6a7d1411cf4fded8f4d691aed9396bcdf06c005c7ba62857,,,0.19639132994761221
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:76,76,493,2ea425b1d4bb1be0ba83045fd986c886a4da20ddc7f9a31dc41bc1269ea8f8cd,,,0.1963913159777736
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:77,77,493,c717463dc9b122bb6a7d1411cf4fded8f4d691aed9396bcdf06c005c7ba62857,,,0.19639132994761221
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:78,78,493,c717463dc9b122bb6a7d1411cf4fded8f4d691aed9396bcdf06c005c7ba62857,,,0.19639132994761221
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:79,79,171,854dc22c9c019a097bde46e001bb99e0cac704712bb4a8b78fdbb24d09a76426,,,0.273807342714518
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:80,80,190,4c164206d7d8c9106a1cbb5197e0ee4c1154401e59367f6f925dd532caaa501c,,,0.22750892930249345
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:81,81,237,1419744b2510d96078beccd19670db433f0308b8fe95c231aedd5ad2fd64d93b,,,0.28456739812693055
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:82,82,237,a6a45a9fb54d2df6fadd97e690fef2f8909060db48467b9cd2a8ce7c10956876,,,0.28456737577518876
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:83,83,87,d475fcdace726b16f6e4cf9828f7e65c7699339ce35bfe30b93307548f8f580b,,,0.21803571767336755
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:84,84,288,431fbdde7a6366a86bf3c352cc039373e7089bc1161836db1e4325dc1d4b9f9f,,,0.20709622817144047
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:85,85,288,431fbdde7a6366a86bf3c352cc039373e7089bc1161836db1e4325dc1d4b9f9f,,,0.20709622817144047
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:86,86,272,6fa44cca381228bfce4ab044eace65720388f62abf1ef774d3dd3f5ab1c58fc5,,,0.21303177399824147
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:87,87,272,0cc6e74fdd5b08174b8d7b461e607f31c8c5964f9821c54847cf52082f032d86,,,0.21303174419591908
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:88,88,272,ac65781da10d1c63361162868b2e98431c3807cc2e4564abd1effcfd302812e0,,,0.21303177399824147
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:89,89,272,82a22c6a37a06b1a3147100d3021d4950acc7d5e784955ddb1f9e87ae8097b50,,,0.21303176654766087
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:90,90,272,82a22c6a37a06b1a3147100d3021d4950acc7d5e784955ddb1f9e87ae8097b50,,,0.21303176654766087
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:91,91,491,f370d1f65f7a0dd37bd0f6df827edea89c212d697318d8a642d626d71dba0efb,,,0.2587686016760278
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:92,92,82,682dc63ccf4a6fdfb1969bd28ab292f934f6758963fa54f0906f57ff58c5660d,,,0.16931685429156684
dev512,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac,2178613957f459f82b3418cfda92ce24f61b4fa85dbff4c243d11b77adf961ac:93,93,82,9d61298a43662f735a2df7f12226473d2d757c78966a931f2e9d01697c98e508,,,0.16931686919272804
