scene,orig,fam,input_norm,feat_dist,null_feat_dist,oracle,pred,margin,model_miss
482,1,random,0.32,1.4552,0.1839,0,1,0.0399,True
483,1,random,0.2,1.5006,0.3646,0,1,0.0394,True
487,1,random,0.32,0.7361,0.6646,0,1,0.0321,True
489,1,random,0.32,0.6818,0.339,0,1,0.0408,True
494,1,single,0.16,0.1092,0.1547,0,1,0.0495,True
495,1,random,0.32,0.872,0.3855,0,1,0.0987,True
497,1,random,0.32,0.5565,0.4994,0,0,0.0794,False
499,0,pair,0.16,0.1913,0.1199,1,1,0.0322,False
501,1,random,0.32,1.9993,0.2055,0,1,0.0493,True
502,1,random,0.32,0.394,0.2465,0,0,0.0534,False
508,0,random,0.2,0.3097,0.23,1,0,0.0351,True
509,1,random,0.32,0.4598,0.2193,0,0,0.0865,False
