scene,orig,fam,input_norm,feat_dist,null_feat_dist,oracle,pred,margin,model_miss
136,1,random,0.32,1.4729,0.5821,0,1,0.0436,True
137,1,random,0.32,1.7057,0.3579,0,1,0.0427,True
140,1,pair,0.1,0.1789,0.1311,0,1,0.0463,True
141,1,random,0.2,0.455,0.1793,0,0,0.0436,False
143,1,random,0.32,8.2869,0.5098,0,1,0.0533,True
144,1,random,0.32,1.3524,0.4864,0,1,0.0863,True
146,0,random,0.2,0.2975,0.2269,1,1,0.0557,False
148,1,random,0.32,7.6446,0.451,0,1,0.0402,True
152,1,random,0.32,4.8959,4.0304,0,1,0.0845,True
154,1,random,0.32,11.7184,0.412,0,0,0.0641,False
156,1,random,0.32,7.723,0.458,0,1,0.0496,True
158,1,random,0.32,4.1123,0.3627,0,0,0.0618,False
162,0,random,0.2,2.6506,0.1883,1,1,0.0574,False
163,1,random,0.32,4.0546,nan,0,1,0.081,True
164,1,single,0.16,0.5176,0.2252,0,1,0.0382,True
166,0,single,0.16,0.226,0.228,1,1,0.0663,False
169,1,random,0.2,0.5723,0.2687,0,1,0.0612,True
171,1,random,0.32,3.887,nan,0,1,0.0521,True
174,1,single,0.16,0.431,0.2245,0,0,0.0387,False
175,1,random,0.32,1.391,0.2934,0,0,0.0645,False
181,1,random,0.2,0.3269,0.6195,0,1,0.0562,True
187,0,single,0.16,0.7918,0.2072,1,1,0.0407,False
188,1,random,0.2,0.5349,0.326,0,0,0.0306,False
189,1,random,0.32,13.7125,0.5683,0,1,0.0319,True
190,0,random,0.2,0.4188,0.3289,1,0,0.1333,True
192,0,random,0.32,5.3438,0.3701,1,1,0.0545,False
197,1,random,0.32,0.9405,0.5451,0,1,0.0676,True
199,1,random,0.2,0.8055,0.3908,0,1,0.0353,True
201,1,pair,0.16,0.646,0.2524,0,1,0.0361,True
202,0,random,0.32,11.3667,1.0427,1,1,0.0491,False
205,0,single,0.16,0.5964,0.2146,1,1,0.0586,False
206,1,pair,0.16,3.6309,0.1988,0,1,0.0356,True
207,1,pair,0.16,0.3403,0.2093,0,1,0.0908,True
209,1,random,0.32,1.7172,0.5929,0,1,0.1238,True
211,0,random,0.32,1.2678,0.5708,1,1,0.0599,False
213,1,pair,0.16,0.2222,0.2548,0,1,0.0304,True
219,0,single,0.16,1.5304,0.2017,1,0,0.0519,True
221,0,random,0.2,2.2512,0.2641,1,1,0.0777,False
227,1,random,0.2,8.9476,0.3975,0,1,0.0335,True
228,1,random,0.32,1.7297,0.2993,0,0,0.0347,False
230,1,random,0.12,0.7719,0.2554,0,1,0.0545,True
233,1,random,0.2,0.2063,0.2232,0,0,0.0604,False
235,0,single,0.16,1.0682,0.187,1,0,0.0454,True
237,1,random,0.12,0.1825,0.1394,0,1,0.0301,True
244,1,random,0.32,3.5577,0.236,0,1,0.0585,True
246,0,random,0.2,4.3187,0.2157,1,0,0.0343,True
249,1,random,0.12,1.0029,0.1049,0,1,0.0404,True
250,1,random,0.32,0.9243,0.5237,0,1,0.0497,True
251,1,random,0.12,0.2618,0.1545,0,0,0.035,False
255,1,single,0.16,3.0442,0.1758,0,1,0.0345,True
