model,scene,orig,new,shift,pred,miss,feat_dist,null_feat_dist
cleanonly,1059,1,2,0.2485,2,False,28.7004,23.4943
cleanonly,491,1,2,0.2135,2,False,24.5717,19.1156
cleanonly,2788,0,1,0.2173,1,False,33.9149,22.3734
cleanonly,3997,1,2,0.0527,2,False,10.3226,6.8009
cleanonly,2178,1,2,0.3229,2,False,36.418,31.6386
cleanonly,5809,1,0,-0.1367,1,True,18.9457,21.8577
cleanonly,2980,1,0,-0.1804,0,False,20.7454,19.1145
cleanonly,1760,1,2,0.3009,1,True,25.0007,26.6
cleanonly,2606,2,1,-0.2566,1,False,33.1182,29.7734
cleanonly,5561,0,1,0.0817,1,False,9.8841,12.1789
cleanonly,5998,0,1,0.063,1,False,13.7084,13.391
cleanonly,2655,0,1,0.1185,1,False,13.5455,13.4823
cleanonly,3420,0,1,0.125,1,False,17.919,13.0084
cleanonly,5757,1,0,-0.1408,1,True,17.3565,14.5795
cleanonly,3120,1,2,0.0521,2,False,8.954,12.3685
cleanonly,5817,1,0,-0.1535,0,False,23.6399,21.9489
cleanonly,5309,2,1,-0.0939,1,False,7.0264,10.9832
cleanonly,2526,1,2,0.3566,1,True,31.1511,
cleanonly,4875,1,0,-0.2033,1,True,26.9476,32.5055
cleanonly,2172,1,2,0.2089,1,True,27.4244,31.1034
cleanonly,5707,0,1,0.361,1,False,48.5987,39.4695
cleanonly,4061,1,0,-0.0605,1,True,7.0525,5.6235
cleanonly,5629,1,2,0.2303,2,False,32.1344,19.7175
cleanonly,589,1,0,-0.3275,1,True,37.1209,37.289
cleanonly,1248,1,2,0.2882,2,False,31.5155,26.5092
cleanonly,3527,1,0,-0.1293,1,True,16.3786,16.0229
cleanonly,5999,0,1,0.062,1,False,11.633,14.1241
cleanonly,1915,1,0,-0.3585,1,True,39.0795,
cleanonly,5647,1,2,0.2114,2,False,30.654,20.1091
cleanonly,4775,1,2,0.1591,2,False,21.0072,15.8568
cleanonly,1281,1,2,0.1724,1,True,22.1243,20.2725
cleanonly,4848,1,0,-0.2058,1,True,25.4979,31.4375
cleanonly,5103,2,1,-0.2255,1,False,27.1201,20.9422
cleanonly,1504,2,1,-0.1707,1,False,27.7189,19.8254
cleanonly,4550,1,0,-0.2897,1,True,29.5269,30.7218
cleanonly,1398,1,0,-0.1534,0,False,16.7729,11.2285
cleanonly,492,1,2,0.194,2,False,22.8797,22.288
cleanonly,4942,0,1,0.0853,1,False,17.0928,13.4393
cleanonly,1058,1,2,0.2595,2,False,32.3602,24.7912
cleanonly,1508,1,2,0.03,2,False,5.0799,4.453
cleanonly,3530,1,0,-0.1702,1,True,24.6394,25.635
cleanonly,3628,1,0,-0.1322,1,True,15.9981,16.423
cleanonly,2243,2,1,-0.0719,1,False,10.1688,9.633
cleanonly,2805,0,1,0.2468,1,False,35.2903,27.607
cleanonly,5600,1,2,0.0977,2,False,18.5702,16.6253
cleanonly,1919,1,2,0.1191,2,False,15.5371,18.4896
cleanonly,691,1,2,0.0618,2,False,9.1568,10.3494
cleanonly,5886,1,2,0.2871,2,False,38.5654,28.2433
cleanonly,2364,2,1,-0.3626,2,True,51.7749,50.9341
cleanonly,4176,1,0,-0.3064,1,True,26.9764,34.6213
cleanonly,505,1,0,-0.3564,0,False,34.412,
cleanonly,2479,0,1,0.0835,1,False,10.7709,11.1746
cleanonly,4422,1,0,-0.2061,1,True,22.8463,29.7093
cleanonly,1330,1,0,-0.1092,0,False,21.4726,16.9801
cleanonly,3762,2,1,-0.0436,2,True,6.6513,4.7309
cleanonly,5351,1,2,0.2743,2,False,41.2743,29.1804
cleanonly,3543,0,1,0.1955,1,False,20.1696,19.9495
cleanonly,4178,1,0,-0.32,1,True,29.4937,37.3522
cleanonly,4793,2,1,-0.2443,1,False,33.6474,30.9268
cleanonly,2552,1,2,0.2758,1,True,19.0451,24.1099
cleanonly,755,0,1,0.1252,1,False,20.7587,13.7154
cleanonly,3474,2,1,-0.139,1,False,26.803,21.8522
cleanonly,1096,2,1,-0.1609,1,False,25.8546,20.2332
cleanonly,2685,1,0,-0.1732,0,False,21.6976,14.3434
cleanonly,4286,1,2,0.3154,2,False,37.1684,26.1107
cleanonly,6057,1,2,0.0908,2,False,15.4933,9.8255
cleanonly,1502,2,1,-0.1922,1,False,28.8903,21.1799
cleanonly,1233,1,0,-0.2177,1,True,24.524,26.1012
cleanonly,4217,2,1,-0.2297,1,False,31.1787,26.3305
cleanonly,3655,1,0,-0.3138,1,True,33.0273,35.0948
cleanonly,5683,0,1,0.2293,1,False,37.5175,22.2247
cleanonly,672,0,1,0.0327,1,False,3.6685,4.6558
cleanonly,2644,0,1,0.0857,1,False,10.556,13.467
cleanonly,1576,0,1,0.0375,1,False,5.1355,6.6681
cleanonly,2804,0,1,0.2458,1,False,34.2159,28.1883
cleanonly,5694,0,1,0.3323,1,False,48.8913,40.7344
cleanonly,2208,1,0,-0.2188,0,False,23.3773,27.8906
cleanonly,5688,0,1,0.2961,1,False,44.0351,30.1633
cleanonly,2350,2,1,-0.3528,2,True,46.1455,44.9017
cleanonly,1312,1,2,0.282,1,True,28.232,22.5631
cleanonly,1977,1,2,0.2119,1,True,25.745,30.0739
cleanonly,1675,1,0,-0.2737,1,True,26.9241,34.1256
cleanonly,1301,1,2,0.1616,2,False,20.0031,21.0652
cleanonly,4883,1,0,-0.0875,0,False,11.1334,13.6495
cleanonly,2904,1,0,-0.2754,0,False,33.8573,24.6069
cleanonly,2410,2,1,-0.2156,1,False,33.8398,29.9036
cleanonly,5634,1,2,0.2884,2,False,35.1754,22.9594
cleanonly,5980,0,1,0.2448,1,False,37.6905,22.1392
cleanonly,4186,1,0,-0.3544,1,True,34.954,
cleanonly,440,2,1,-0.2046,1,False,31.818,21.851
cleanonly,1215,1,0,-0.3472,0,False,38.7142,25.6913
cleanonly,3337,2,1,-0.2147,1,False,30.1546,26.9841
cleanonly,3992,2,1,-0.0977,1,False,15.8186,14.578
cleanonly,1382,1,2,0.3005,1,True,31.2048,36.6501
cleanonly,2711,1,2,0.2129,2,False,36.4238,27.3677
cleanonly,3117,1,2,0.0847,2,False,13.9122,15.0711
cleanonly,4078,0,1,0.1078,1,False,15.5043,13.9289
cleanonly,4023,1,0,-0.1533,1,True,20.1981,24.0932
cleanonly,526,1,2,0.2374,1,True,30.7502,34.6478
cleanonly,758,0,1,0.1723,1,False,23.1071,17.6379
cleanonly,4413,0,1,0.0709,1,False,13.4714,10.8832
cleanonly,901,1,0,-0.0859,0,False,14.1719,13.2347
cleanonly,4710,0,1,0.0609,1,False,8.9252,8.5497
cleanonly,3808,1,2,0.1465,2,False,22.3978,19.9823
cleanonly,2815,0,1,0.2495,1,False,34.8218,27.3253
cleanonly,1238,1,0,-0.2811,1,True,27.67,30.3232
cleanonly,4645,1,0,-0.1554,0,False,21.0231,18.4546
cleanonly,1661,1,0,-0.3485,1,True,30.64,
cleanonly,5340,1,2,0.3122,2,False,38.8584,30.9651
cleanonly,1483,2,1,-0.2232,1,False,30.4929,25.8911
cleanonly,6047,2,1,-0.0502,1,False,8.6554,10.0982
cleanonly,1969,1,2,0.1542,2,False,23.5346,23.5754
cleanonly,3599,0,1,0.2188,1,False,30.9211,18.4087
cleanonly,4049,0,1,0.2874,1,False,35.3907,24.8717
cleanonly,4957,0,1,0.0861,1,False,16.2486,12.0576
cleanonly,3867,1,0,-0.0605,1,True,8.219,8.49
cleanonly,1140,1,2,0.3016,1,True,32.868,33.7485
cleanonly,749,0,1,0.1755,1,False,24.2309,20.0621
cleanonly,5158,1,2,0.1758,2,False,27.7413,21.9659
cleanonly,4218,2,1,-0.2282,1,False,29.5624,26.5998
cleanonly,5208,1,0,-0.0512,1,True,7.3388,7.0902
cleanonly,3684,0,1,0.151,1,False,26.4036,17.5906
cleanonly,4284,1,2,0.2268,2,False,28.5799,20.108
cleanonly,1865,1,2,0.2717,2,False,31.6986,28.5134
cleanonly,2832,0,1,0.2635,1,False,34.173,34.3105
cleanonly,2676,1,0,-0.1161,0,False,17.1792,9.3164
cleanonly,430,1,2,0.1592,2,False,17.7924,15.641
cleanonly,3127,2,1,-0.3429,1,False,44.1844,38.3626
cleanonly,2344,2,1,-0.354,2,True,46.6643,48.8835
cleanonly,2165,1,2,0.1385,2,False,17.1216,18.7984
cleanonly,5289,0,1,0.1731,1,False,28.189,18.1599
cleanonly,1707,2,1,-0.2919,1,False,44.0526,32.4554
cleanonly,839,1,0,-0.2881,0,False,32.8723,23.7616
cleanonly,4549,1,0,-0.3027,1,True,29.2744,31.4387
cleanonly,4075,0,1,0.2228,1,False,25.7495,21.4968
cleanonly,1469,2,1,-0.3434,1,False,44.6398,35.3894
cleanonly,548,1,0,-0.2574,0,False,31.9042,26.6812
cleanonly,5271,0,1,0.0507,1,False,5.01,7.7803
cleanonly,1983,1,2,0.2969,1,True,33.2241,34.9749
cleanonly,5687,0,1,0.2852,1,False,43.905,27.9005
cleanonly,4321,2,1,-0.1431,1,False,21.0701,18.0254
cleanonly,1546,1,0,-0.0601,0,False,10.323,8.0625
cleanonly,3556,1,0,-0.2306,1,True,22.2346,32.7883
cleanonly,1451,1,0,-0.1387,0,False,14.4734,13.6653
cleanonly,3234,0,1,0.1145,1,False,18.2602,10.4587
cleanonly,5978,0,1,0.2896,1,False,41.8475,26.5742
cleanonly,3008,1,2,0.1973,2,False,28.8059,25.7215
cleanonly,4234,1,2,0.0502,2,False,9.1831,7.4447
cleanonly,2176,1,2,0.3105,1,True,35.1504,38.023
cleanonly,3270,2,1,-0.2935,1,False,37.6243,29.0048
cleanonly,5915,1,2,0.3083,2,False,31.9946,31.9857
cleanonly,1532,1,2,0.1322,2,False,15.1505,19.9954
cleanonly,654,1,0,-0.0905,0,False,12.8638,11.726
cleanonly,3517,1,0,-0.1479,1,True,25.8396,27.9332
cleanonly,5225,0,1,0.2666,1,False,35.0462,29.0197
cleanonly,4672,1,0,-0.2426,1,True,24.2299,24.3354
cleanonly,5384,1,0,-0.0834,1,True,10.7198,10.6967
cleanonly,2923,1,0,-0.2709,0,False,31.5389,25.5142
cleanonly,5706,0,1,0.3605,1,False,48.9088,39.7617
cleanonly,4331,1,2,0.1666,2,False,24.8001,17.2393
cleanonly,2194,1,0,-0.0767,1,True,10.7829,9.1011
cleanonly,4363,1,0,-0.0615,1,True,8.4512,9.9372
cleanonly,3852,1,2,0.1724,2,False,27.1775,27.9372
cleanonly,5785,1,2,0.0342,2,False,5.4909,7.3134
cleanonly,2408,2,1,-0.362,2,True,49.9566,56.017
cleanonly,3301,2,1,-0.1677,1,False,25.3193,23.2189
cleanonly,2247,2,1,-0.3677,1,False,45.9605,34.7626
cleanonly,5180,1,0,-0.1885,1,True,23.58,24.2253
cleanonly,3233,0,1,0.1662,1,False,22.6388,16.3204
cleanonly,2218,1,0,-0.2547,0,False,27.8966,23.0887
cleanonly,2467,1,0,-0.2769,0,False,28.2889,29.9065
cleanonly,5320,1,2,0.2161,1,True,25.5416,14.9563
cleanonly,3148,2,1,-0.3711,1,False,50.6716,43.7541
cleanonly,2445,1,2,0.0358,2,False,4.8331,4.6559
cleanonly,3861,1,0,-0.193,1,True,19.1393,16.2279
cleanonly,5478,1,0,-0.0727,1,True,6.9655,6.8266
cleanonly,1733,1,0,-0.1088,0,False,14.668,14.9081
cleanonly,3282,1,2,0.2382,2,False,27.8778,17.5127
cleanonly,3405,1,0,-0.2371,1,True,33.2613,32.0004
cleanonly,2004,1,0,-0.0902,0,False,14.5083,9.8132
cleanonly,777,1,2,0.2187,2,False,27.2785,23.144
cleanonly,1941,1,2,0.332,1,True,37.8366,36.9049
cleanonly,4414,0,1,0.0523,1,False,10.0218,9.5295
cleanonly,5257,0,1,0.3529,1,False,41.4283,35.1083
cleanonly,1523,1,2,0.0992,1,True,12.6525,10.3799
cleanonly,633,1,0,-0.1536,0,False,19.407,17.8581
cleanonly,3880,0,1,0.0606,1,False,9.8386,10.9301
cleanonly,1593,1,0,-0.0896,0,False,13.8114,8.7597
cleanonly,2959,2,1,-0.0849,1,False,13.6882,18.5624
cleanonly,5692,0,1,0.3285,1,False,48.6596,41.8974
cleanonly,2696,1,0,-0.2666,0,False,29.3369,21.5761
cleanonly,5869,1,0,-0.2285,0,False,26.9281,33.4348
cleanonly,4528,2,1,-0.0378,1,False,6.9917,5.5291
cleanonly,4627,0,1,0.0714,1,False,11.1543,10.8352
cleanonly,4074,0,1,0.2235,1,False,30.1082,20.7799
cleanonly,685,1,2,0.2153,1,True,21.3412,21.6832
cleanonly,4853,1,0,-0.2819,1,True,36.5546,31.7536
cleanonly,4748,1,0,-0.2725,1,True,32.4862,25.2687
cleanonly,4828,1,0,-0.3242,1,True,35.1433,32.3373
cleanonly,1270,1,2,0.0981,2,False,12.5864,17.7954
cleanonly,5768,1,0,-0.2715,1,True,27.4298,31.122
cleanonly,2531,1,0,-0.1562,0,False,16.9312,15.458
cleanonly,5068,2,1,-0.2403,1,False,31.8274,28.7455
cleanonly,4843,1,0,-0.2404,1,True,34.984,33.5365
cleanonly,2112,1,0,-0.2043,0,False,21.8742,16.7896
cleanonly,3207,1,2,0.1508,1,True,23.2292,17.6901
cleanonly,1766,1,0,-0.201,0,False,22.1342,16.5594
cleanonly,4879,1,0,-0.1369,1,True,15.8824,20.1498
cleanonly,5049,2,1,-0.0864,1,False,11.437,12.2171
cleanonly,4479,0,1,0.0521,1,False,8.3329,8.3162
cleanonly,3199,2,1,-0.0956,1,False,14.2562,11.9921
cleanonly,4682,2,1,-0.1825,1,False,25.1762,22.3151
cleanonly,3807,1,2,0.1643,2,False,22.7711,23.6652
cleanonly,1727,1,0,-0.1669,0,False,23.6146,16.6121
cleanonly,3230,0,1,0.2781,1,False,32.9725,28.7607
cleanonly,1362,0,1,0.205,1,False,26.3813,18.8297
cleanonly,3890,0,1,0.0425,1,False,6.6677,6.4854
cleanonly,1885,1,2,0.1594,2,False,22.6428,24.077
cleanonly,2575,2,1,-0.1228,1,False,18.4953,16.9522
cleanonly,4885,1,0,-0.1533,1,True,20.8022,24.0128
