model,scene,orig,new,shift,pred,miss,away_pred,feat_dist,null_feat_dist
cover,2479,0,1,0.0835,0,True,0,10.2594,9.4908
cover,4422,1,0,-0.2061,0,False,1,25.0696,20.5701
cover,1330,1,0,-0.1092,0,False,1,23.5993,21.9619
cover,3762,2,1,-0.0436,1,False,2,7.7753,7.2847
cover,5351,1,2,0.2743,2,False,1,35.7537,25.3998
cover,3543,0,1,0.1955,1,False,0,22.374,17.6184
cover,4178,1,0,-0.32,1,True,1,31.1685,28.7373
cover,4793,2,1,-0.2443,1,False,2,32.4449,25.5804
cover,2552,1,2,0.2758,2,False,1,30.1714,23.4395
cover,755,0,1,0.1252,1,False,0,20.5256,13.9763
cover,3474,2,1,-0.139,1,False,2,21.9484,17.243
cover,1096,2,1,-0.1609,1,False,2,23.0176,13.0134
cover,2685,1,0,-0.1732,0,False,1,24.6524,13.4416
cover,4286,1,2,0.3154,2,False,1,38.1792,31.304
cover,6057,1,2,0.0908,2,False,1,13.9153,13.5338
cover,1502,2,1,-0.1922,1,False,2,29.5268,15.3589
cover,1233,1,0,-0.2177,0,False,1,27.0994,23.0952
cover,4217,2,1,-0.2297,1,False,2,31.2554,18.501
cover,3655,1,0,-0.3138,1,True,1,32.7202,23.1588
cover,5683,0,1,0.2293,1,False,0,29.9652,15.4051
cover,672,0,1,0.0327,1,False,0,5.8586,4.6513
cover,2644,0,1,0.0857,1,False,0,10.7943,11.9417
cover,1576,0,1,0.0375,1,False,1,5.9507,9.4199
cover,2804,0,1,0.2458,1,False,0,36.0051,22.609
cover,5694,0,1,0.3323,1,False,0,44.8877,21.648
cover,2208,1,0,-0.2188,0,False,1,28.5136,21.4143
cover,5688,0,1,0.2961,1,False,0,40.0531,17.7964
cover,2350,2,1,-0.3528,1,False,2,41.2767,36.8023
cover,1312,1,2,0.282,2,False,1,27.7688,23.1681
cover,1977,1,2,0.2119,1,True,1,24.8092,24.0619
cover,1675,1,0,-0.2737,0,False,1,30.4816,22.3053
cover,1301,1,2,0.1616,2,False,1,20.3288,14.5505
cover,4883,1,0,-0.0875,0,False,1,14.2866,13.6542
cover,2904,1,0,-0.2754,0,False,1,31.3569,26.0293
cover,2410,2,1,-0.2156,1,False,2,30.4053,23.4944
cover,5634,1,2,0.2884,2,False,1,36.0454,26.2719
cover,5980,0,1,0.2448,1,False,0,30.7884,15.9582
cover,4186,1,0,-0.3544,1,True,1,36.723,
cover,440,2,1,-0.2046,1,False,2,22.3352,21.002
cover,1215,1,0,-0.3472,0,False,1,33.8986,29.3617
cover,3337,2,1,-0.2147,1,False,2,29.7223,16.9975
cover,3992,2,1,-0.0977,1,False,2,15.7633,12.7934
cover,1382,1,2,0.3005,1,True,1,36.4155,36.0823
cover,2711,1,2,0.2129,2,False,1,35.2438,23.5432
cover,3117,1,2,0.0847,2,False,1,13.921,11.2691
cover,4078,0,1,0.1078,0,True,0,14.0323,10.7357
cover,4023,1,0,-0.1533,0,False,1,19.6962,21.8918
cover,526,1,2,0.2374,1,True,1,26.5917,30.8481
cover,758,0,1,0.1723,1,False,0,28.5476,15.5547
cover,4413,0,1,0.0709,1,False,0,11.0369,8.4114
cover,901,1,0,-0.0859,0,False,1,15.1878,10.7794
cover,4710,0,1,0.0609,0,True,0,8.6762,7.3696
cover,3808,1,2,0.1465,2,False,1,21.4337,15.3738
cover,2815,0,1,0.2495,1,False,0,38.1783,23.2185
cover,1238,1,0,-0.2811,0,False,1,31.6671,23.5646
cover,4645,1,0,-0.1554,0,False,1,23.1411,16.2017
cover,1661,1,0,-0.3485,0,False,1,32.8949,
cover,5340,1,2,0.3122,2,False,1,34.2188,28.5936
cover,1483,2,1,-0.2232,1,False,2,26.7811,15.9307
cover,6047,2,1,-0.0502,1,False,2,7.4673,8.168
cover,1969,1,2,0.1542,2,False,1,21.3609,14.589
cover,3599,0,1,0.2188,1,False,0,27.6579,17.2542
cover,4049,0,1,0.2874,1,False,0,34.4031,21.3066
cover,4957,0,1,0.0861,1,False,0,15.0405,10.4084
cover,3867,1,0,-0.0605,0,False,1,7.5838,7.5531
cover,1140,1,2,0.3016,1,True,1,29.1659,30.839
cover,749,0,1,0.1755,1,False,0,27.7133,17.4955
cover,5158,1,2,0.1758,2,False,1,29.9374,16.2227
cover,4218,2,1,-0.2282,1,False,2,31.0654,18.0851
cover,5208,1,0,-0.0512,0,False,1,7.3558,6.3518
cover,3684,0,1,0.151,0,True,0,20.0742,13.5004
cover,4284,1,2,0.2268,2,False,1,30.3766,15.3039
cover,1865,1,2,0.2717,2,False,1,32.8717,23.9026
cover,2832,0,1,0.2635,1,False,0,38.9305,25.5646
cover,2676,1,0,-0.1161,0,False,1,16.6537,12.9373
cover,430,1,2,0.1592,2,False,1,21.091,17.216
cover,3127,2,1,-0.3429,1,False,2,38.1424,25.5648
cover,2344,2,1,-0.354,1,False,2,41.1372,33.0945
cover,2165,1,2,0.1385,2,False,1,15.9776,14.6305
cover,5289,0,1,0.1731,1,False,0,23.0523,18.5643
cover,1707,2,1,-0.2919,1,False,2,36.8573,22.9256
cover,839,1,0,-0.2881,0,False,1,32.6467,24.7263
cover,4549,1,0,-0.3027,1,True,1,32.6211,29.4292
cover,4075,0,1,0.2228,1,False,0,25.0769,17.9374
cover,1469,2,1,-0.3434,1,False,2,38.2517,25.4086
cover,548,1,0,-0.2574,0,False,1,30.9145,17.7854
cover,5271,0,1,0.0507,0,True,0,7.0161,6.4518
cover,1983,1,2,0.2969,2,False,1,34.9414,32.6816
cover,5687,0,1,0.2852,1,False,0,41.6494,17.4027
cover,4321,2,1,-0.1431,1,False,2,19.0631,13.7806
cover,1546,1,0,-0.0601,0,False,1,10.9507,10.8292
cover,3556,1,0,-0.2306,0,False,1,21.2491,24.6904
cover,1451,1,0,-0.1387,0,False,1,15.9824,13.5397
cover,3234,0,1,0.1145,0,True,0,15.9455,12.779
cover,5978,0,1,0.2896,1,False,0,34.8679,16.2914
cover,3008,1,2,0.1973,1,True,1,29.4949,19.4504
cover,4234,1,2,0.0502,2,False,1,8.358,7.2208
cover,2176,1,2,0.3105,1,True,1,33.047,30.3094
cover,3270,2,1,-0.2935,1,False,2,30.2338,23.4386
cover,5915,1,2,0.3083,2,False,1,29.7775,31.5855
cover,1532,1,2,0.1322,2,False,1,16.2005,13.788
cover,654,1,0,-0.0905,0,False,1,16.472,12.2586
cover,3517,1,0,-0.1479,0,False,1,20.7294,23.0943
cover,5225,0,1,0.2666,1,False,0,29.409,22.3238
cover,4672,1,0,-0.2426,0,False,1,30.0164,22.4161
cover,5384,1,0,-0.0834,0,False,1,11.9926,13.9383
cover,2923,1,0,-0.2709,0,False,1,30.3084,17.9331
cover,5706,0,1,0.3605,1,False,0,46.7678,19.0455
cover,4331,1,2,0.1666,2,False,1,22.7918,16.8504
cover,2194,1,0,-0.0767,0,False,1,12.0174,9.2631
cover,4363,1,0,-0.0615,0,False,1,8.7788,8.9725
cover,3852,1,2,0.1724,2,False,1,27.3598,16.0203
cover,5785,1,2,0.0342,2,False,1,4.6625,6.3336
cover,2408,2,1,-0.362,1,False,2,44.6624,41.7686
cover,3301,2,1,-0.1677,1,False,2,18.5989,18.6345
cover,2247,2,1,-0.3677,1,False,2,42.2899,29.326
cover,5180,1,0,-0.1885,0,False,1,21.0443,23.1367
cover,3233,0,1,0.1662,0,True,0,18.5085,15.2344
cover,2218,1,0,-0.2547,0,False,1,30.8839,20.4747
cover,2467,1,0,-0.2769,0,False,1,32.5649,21.5949
cover,5320,1,2,0.2161,2,False,1,26.2163,13.4638
cover,3148,2,1,-0.3711,1,False,2,36.8486,33.8572
cover,2445,1,2,0.0358,2,False,2,3.9848,5.1361
cover,3861,1,0,-0.193,0,False,1,17.7377,17.1582
cover,5478,1,0,-0.0727,0,False,0,7.0161,7.8452
cover,1733,1,0,-0.1088,0,False,1,15.689,16.4509
cover,3282,1,2,0.2382,2,False,1,25.8022,21.3341
cover,3405,1,0,-0.2371,0,False,1,32.609,29.7176
cover,2004,1,0,-0.0902,0,False,1,9.9647,12.6138
cover,777,1,2,0.2187,2,False,1,31.6985,15.3764
cover,1941,1,2,0.332,1,True,1,32.5768,34.7544
cover,4414,0,1,0.0523,1,False,0,8.5935,7.7051
cover,5257,0,1,0.3529,1,False,0,38.3102,20.5471
cover,1523,1,2,0.0992,2,False,1,11.9972,10.3387
cover,633,1,0,-0.1536,0,False,1,20.1387,18.8482
cover,3880,0,1,0.0606,1,False,0,8.9771,9.6791
cover,1593,1,0,-0.0896,0,False,1,14.1446,12.6677
cover,2959,2,1,-0.0849,1,False,2,10.9609,14.5011
cover,5692,0,1,0.3285,1,False,0,43.5448,21.6662
cover,2696,1,0,-0.2666,0,False,1,35.7449,20.4106
cover,5869,1,0,-0.2285,0,False,1,25.747,22.279
cover,4528,2,1,-0.0378,1,False,1,5.7344,5.1929
cover,4627,0,1,0.0714,1,False,0,8.848,8.9841
cover,4074,0,1,0.2235,1,False,0,27.009,17.3106
cover,685,1,2,0.2153,2,False,1,22.084,18.82
cover,4853,1,0,-0.2819,0,False,1,32.2801,23.9281
cover,4748,1,0,-0.2725,1,True,1,32.5269,25.3614
cover,4828,1,0,-0.3242,0,False,1,35.568,30.9148
cover,1270,1,2,0.0981,2,False,1,15.0424,12.0491
cover,5768,1,0,-0.2715,0,False,1,31.2082,22.8188
cover,2531,1,0,-0.1562,0,False,1,18.0456,14.8767
cover,5068,2,1,-0.2403,1,False,2,31.1779,27.1884
cover,4843,1,0,-0.2404,0,False,1,34.4078,31.0606
cover,2112,1,0,-0.2043,0,False,1,23.936,12.1039
cover,3207,1,2,0.1508,2,False,1,21.1077,12.4063
cover,1766,1,0,-0.201,0,False,1,25.0521,13.5898
cover,4879,1,0,-0.1369,0,False,1,17.8516,19.2406
cover,5049,2,1,-0.0864,1,False,2,11.705,9.2774
cover,4479,0,1,0.0521,1,False,0,7.323,7.3856
cover,3199,2,1,-0.0956,1,False,2,14.1123,8.9578
cover,4682,2,1,-0.1825,1,False,2,22.1693,19.5996
cover,3807,1,2,0.1643,2,False,1,23.0429,17.552
cover,1727,1,0,-0.1669,0,False,1,21.4131,16.7967
cover,3230,0,1,0.2781,1,False,0,29.8351,20.9842
cover,1362,0,1,0.205,1,False,0,28.6894,19.4531
cover,3890,0,1,0.0425,1,False,0,9.6124,6.4442
cover,1885,1,2,0.1594,2,False,1,23.4029,21.7164
cover,2575,2,1,-0.1228,1,False,2,16.8735,15.8487
cover,4885,1,0,-0.1533,0,False,1,22.6851,21.6391
cover,5256,0,1,0.3734,1,False,0,40.128,20.7838
cover,3465,2,1,-0.1476,1,False,2,19.3898,16.8713
cover,3009,1,2,0.1777,1,True,1,29.7092,19.3811
cover,2517,1,2,0.1765,1,True,1,30.5981,24.2879
cover,431,1,2,0.1312,2,False,1,17.178,16.5603
cover,4157,1,0,-0.2083,0,False,1,28.4834,15.9155
cover,2300,1,2,0.129,2,False,1,18.6548,15.4861
cover,4135,1,0,-0.3548,0,False,1,35.0466,
cover,1499,2,1,-0.1655,1,False,2,29.2535,15.6182
cover,719,0,1,0.2262,1,False,0,26.3621,23.9169
cover,5627,1,2,0.2043,2,False,1,29.3275,20.1714
cover,4810,2,1,-0.2784,1,False,2,50.6565,23.5596
cover,2941,0,1,0.0714,1,False,0,11.0247,9.9008
cover,6048,2,1,-0.0609,1,False,2,8.1447,10.3177
cleanonly,1636,0,1,0.2736,1,False,0,37.9599,22.9062
cleanonly,1059,1,2,0.2485,1,True,1,38.2112,31.5723
cleanonly,491,1,2,0.2135,1,True,1,18.4339,17.8836
cleanonly,2788,0,1,0.2173,1,False,0,35.9359,19.0335
cleanonly,3997,1,2,0.0527,2,False,1,8.1369,7.9973
cleanonly,2178,1,2,0.3229,1,True,1,34.1767,30.27
cleanonly,5809,1,0,-0.1367,0,False,1,19.4356,22.4426
cleanonly,2980,1,0,-0.1804,0,False,1,26.3532,17.8731
cleanonly,1760,1,2,0.3009,1,True,1,26.7593,25.5508
cleanonly,2606,2,1,-0.2566,1,False,2,28.6739,15.6238
cleanonly,5561,0,1,0.0817,1,False,0,13.7487,9.0665
cleanonly,5998,0,1,0.063,1,False,0,10.6491,9.6533
cleanonly,2655,0,1,0.1185,1,False,0,16.9006,13.0609
cleanonly,3420,0,1,0.125,1,False,0,18.1489,12.0971
cleanonly,5757,1,0,-0.1408,0,False,1,19.4029,15.0299
cleanonly,3120,1,2,0.0521,2,False,1,9.0253,11.0346
cleanonly,5817,1,0,-0.1535,0,False,1,22.5369,23.56
cleanonly,5309,2,1,-0.0939,1,False,2,11.463,7.4282
cleanonly,2526,1,2,0.3566,2,False,1,34.6054,
cleanonly,4875,1,0,-0.2033,0,False,1,27.7039,29.7035
cleanonly,2172,1,2,0.2089,1,True,1,29.4667,20.964
cleanonly,5707,0,1,0.361,1,False,0,48.7189,20.2679
cleanonly,4061,1,0,-0.0605,0,False,1,10.6556,7.9521
cleanonly,5629,1,2,0.2303,2,False,1,34.7434,21.1827
cleanonly,589,1,0,-0.3275,0,False,1,37.5621,22.2612
cleanonly,1248,1,2,0.2882,2,False,1,31.0713,22.7955
cleanonly,3527,1,0,-0.1293,0,False,1,16.8032,19.4748
cleanonly,5999,0,1,0.062,1,False,0,10.9674,8.4373
cleanonly,1915,1,0,-0.3585,0,False,1,39.8584,
cleanonly,5647,1,2,0.2114,1,True,1,28.1689,15.6714
cleanonly,4775,1,2,0.1591,2,False,1,22.6469,13.9683
cleanonly,1281,1,2,0.1724,2,False,1,20.5031,16.7835
cleanonly,4848,1,0,-0.2058,1,True,1,28.7456,28.891
cleanonly,5103,2,1,-0.2255,1,False,2,22.6054,20.0602
cleanonly,1504,2,1,-0.1707,1,False,2,29.0103,14.0315
cleanonly,4550,1,0,-0.2897,1,True,1,32.431,29.4829
cleanonly,1398,1,0,-0.1534,0,False,1,17.8153,13.2064
cleanonly,492,1,2,0.194,1,True,1,18.9353,19.0581
cleanonly,4942,0,1,0.0853,1,False,0,15.5253,9.6469
cleanonly,1058,1,2,0.2595,1,True,1,40.3586,33.5131
cleanonly,1508,1,2,0.03,2,False,1,3.615,4.5947
cleanonly,3530,1,0,-0.1702,0,False,1,23.9742,24.3262
cleanonly,3628,1,0,-0.1322,0,False,1,18.9048,17.1708
cleanonly,2243,2,1,-0.0719,1,False,2,8.3726,9.1208
cleanonly,2805,0,1,0.2468,1,False,0,38.5395,23.0965
cleanonly,5600,1,2,0.0977,1,True,1,18.172,12.4204
cleanonly,1919,1,2,0.1191,1,True,1,16.3004,12.9849
cleanonly,691,1,2,0.0618,2,False,1,7.7827,10.3798
cleanonly,5886,1,2,0.2871,2,False,1,35.5103,30.4242
cleanonly,2364,2,1,-0.3626,1,False,2,57.1931,55.639
cleanonly,4176,1,0,-0.3064,1,True,1,28.2864,25.5159
cleanonly,505,1,0,-0.3564,0,False,1,39.9445,
cleanonly,2479,0,1,0.0835,1,False,0,11.2461,9.6558
cleanonly,4422,1,0,-0.2061,0,False,1,26.6422,21.6098
cleanonly,1330,1,0,-0.1092,0,False,1,24.1648,22.9949
cleanonly,3762,2,1,-0.0436,1,False,1,7.6987,7.2827
cleanonly,5351,1,2,0.2743,1,True,1,36.0353,24.5905
cleanonly,3543,0,1,0.1955,1,False,0,22.9349,18.2275
cleanonly,4178,1,0,-0.32,1,True,1,31.31,28.9382
cleanonly,4793,2,1,-0.2443,1,False,2,34.026,25.3455
cleanonly,2552,1,2,0.2758,2,False,1,31.1029,24.7563
cleanonly,755,0,1,0.1252,1,False,0,20.7513,14.4898
cleanonly,3474,2,1,-0.139,1,False,2,24.1717,18.1383
cleanonly,1096,2,1,-0.1609,1,False,2,24.2185,13.4475
cleanonly,2685,1,0,-0.1732,0,False,1,26.1974,14.8518
cleanonly,4286,1,2,0.3154,1,True,1,39.0562,33.5641
cleanonly,6057,1,2,0.0908,2,False,1,14.0576,13.6458
cleanonly,1502,2,1,-0.1922,1,False,2,32.7538,15.4112
cleanonly,1233,1,0,-0.2177,0,False,1,28.144,23.3492
cleanonly,4217,2,1,-0.2297,1,False,2,33.4551,17.7607
cleanonly,3655,1,0,-0.3138,1,True,1,34.4665,24.1931
cleanonly,5683,0,1,0.2293,1,False,0,30.7263,15.7005
cleanonly,672,0,1,0.0327,1,False,0,6.4619,4.6518
cleanonly,2644,0,1,0.0857,1,False,0,11.2011,12.7466
cleanonly,1576,0,1,0.0375,1,False,1,5.9709,10.1972
cleanonly,2804,0,1,0.2458,1,False,0,37.6281,22.3956
cleanonly,5694,0,1,0.3323,1,False,0,47.1121,23.0318
cleanonly,2208,1,0,-0.2188,0,False,1,30.1152,21.4466
cleanonly,5688,0,1,0.2961,1,False,0,41.8556,20.3379
cleanonly,2350,2,1,-0.3528,1,False,2,45.0956,36.652
cleanonly,1312,1,2,0.282,1,True,1,27.6249,24.105
cleanonly,1977,1,2,0.2119,1,True,1,25.2729,25.0118
cleanonly,1675,1,0,-0.2737,0,False,1,31.413,24.0573
cleanonly,1301,1,2,0.1616,2,False,1,19.4099,14.9917
cleanonly,4883,1,0,-0.0875,0,False,1,14.9462,14.0495
cleanonly,2904,1,0,-0.2754,0,False,1,32.5474,26.061
cleanonly,2410,2,1,-0.2156,1,False,2,34.168,23.8079
cleanonly,5634,1,2,0.2884,1,True,1,36.6548,27.5819
cleanonly,5980,0,1,0.2448,1,False,0,31.7889,16.2934
cleanonly,4186,1,0,-0.3544,1,True,1,37.1563,
cleanonly,440,2,1,-0.2046,1,False,2,23.2244,19.4386
cleanonly,1215,1,0,-0.3472,0,False,1,36.0427,29.693
cleanonly,3337,2,1,-0.2147,1,False,2,32.8385,16.8322
cleanonly,3992,2,1,-0.0977,1,False,2,17.0189,12.3341
cleanonly,1382,1,2,0.3005,1,True,1,36.1315,38.0453
cleanonly,2711,1,2,0.2129,1,True,1,35.5585,24.3282
cleanonly,3117,1,2,0.0847,2,False,1,14.0695,11.0096
cleanonly,4078,0,1,0.1078,1,False,0,14.8293,10.6662
cleanonly,4023,1,0,-0.1533,0,False,1,20.7101,22.5259
cleanonly,526,1,2,0.2374,1,True,1,26.3986,32.5378
cleanonly,758,0,1,0.1723,1,False,0,30.3009,15.6054
cleanonly,4413,0,1,0.0709,1,False,0,12.0634,9.2956
cleanonly,901,1,0,-0.0859,0,False,1,15.3245,11.7497
cleanonly,4710,0,1,0.0609,1,False,0,9.3234,7.8591
cleanonly,3808,1,2,0.1465,1,True,1,21.5007,15.1866
cleanonly,2815,0,1,0.2495,1,False,0,40.0475,22.6877
cleanonly,1238,1,0,-0.2811,0,False,1,34.1383,23.2456
cleanonly,4645,1,0,-0.1554,0,False,1,23.8122,17.6166
cleanonly,1661,1,0,-0.3485,0,False,1,33.729,
cleanonly,5340,1,2,0.3122,1,True,1,34.5194,29.4781
cleanonly,1483,2,1,-0.2232,1,False,2,28.2427,15.7861
cleanonly,6047,2,1,-0.0502,1,False,2,7.8045,8.6186
cleanonly,1969,1,2,0.1542,1,True,1,21.1432,15.2079
cleanonly,3599,0,1,0.2188,1,False,0,28.8303,17.3665
cleanonly,4049,0,1,0.2874,1,False,0,35.5635,20.2997
cleanonly,4957,0,1,0.0861,1,False,0,16.6529,10.5131
cleanonly,3867,1,0,-0.0605,0,False,1,8.3307,7.7982
cleanonly,1140,1,2,0.3016,1,True,1,28.8202,32.5249
cleanonly,749,0,1,0.1755,1,False,0,27.7475,17.957
cleanonly,5158,1,2,0.1758,1,True,1,31.3537,17.3927
cleanonly,4218,2,1,-0.2282,1,False,2,33.8667,17.326
cleanonly,5208,1,0,-0.0512,0,False,1,8.1258,6.6549
cleanonly,3684,0,1,0.151,1,False,0,21.6393,14.079
cleanonly,4284,1,2,0.2268,1,True,1,30.0086,15.7058
cleanonly,1865,1,2,0.2717,1,True,1,32.5065,24.9876
cleanonly,2832,0,1,0.2635,1,False,0,41.8984,25.0741
cleanonly,2676,1,0,-0.1161,0,False,1,17.3264,14.0072
cleanonly,430,1,2,0.1592,1,True,1,21.644,16.8538
cleanonly,3127,2,1,-0.3429,1,False,2,38.5359,24.0778
cleanonly,2344,2,1,-0.354,1,False,2,45.4918,32.7758
cleanonly,2165,1,2,0.1385,1,True,1,15.8604,14.6025
cleanonly,5289,0,1,0.1731,1,False,0,24.2002,18.9114
cleanonly,1707,2,1,-0.2919,1,False,2,39.8039,22.0057
cleanonly,839,1,0,-0.2881,0,False,1,34.0139,25.427
cleanonly,4549,1,0,-0.3027,1,True,1,33.4955,29.7001
cleanonly,4075,0,1,0.2228,1,False,0,25.9909,18.2158
cleanonly,1469,2,1,-0.3434,1,False,2,37.2706,24.342
cleanonly,548,1,0,-0.2574,0,False,1,32.2238,18.3784
cleanonly,5271,0,1,0.0507,0,True,0,7.681,6.7619
cleanonly,1983,1,2,0.2969,1,True,1,34.7681,33.8031
cleanonly,5687,0,1,0.2852,1,False,0,43.08,19.506
cleanonly,4321,2,1,-0.1431,1,False,2,18.7901,13.8789
cleanonly,1546,1,0,-0.0601,0,False,1,11.3574,11.1799
cleanonly,3556,1,0,-0.2306,0,False,1,22.3233,25.6785
cleanonly,1451,1,0,-0.1387,0,False,1,17.0035,14.5448
cleanonly,3234,0,1,0.1145,1,False,0,17.5473,13.0102
cleanonly,5978,0,1,0.2896,1,False,0,35.5718,17.2088
cleanonly,3008,1,2,0.1973,1,True,1,29.0443,20.6312
cleanonly,4234,1,2,0.0502,2,False,1,8.6627,7.1973
cleanonly,2176,1,2,0.3105,1,True,1,32.5375,31.1184
cleanonly,3270,2,1,-0.2935,1,False,2,32.6488,23.546
cleanonly,5915,1,2,0.3083,1,True,1,31.0721,34.8118
cleanonly,1532,1,2,0.1322,2,False,1,16.605,14.1738
cleanonly,654,1,0,-0.0905,0,False,1,17.0166,12.9482
cleanonly,3517,1,0,-0.1479,0,False,1,21.5528,23.635
cleanonly,5225,0,1,0.2666,1,False,0,30.2123,21.5633
cleanonly,4672,1,0,-0.2426,0,False,1,30.6288,23.2793
cleanonly,5384,1,0,-0.0834,1,True,1,13.1351,14.8535
cleanonly,2923,1,0,-0.2709,0,False,1,32.0968,18.7219
cleanonly,5706,0,1,0.3605,1,False,0,49.5984,20.1333
cleanonly,4331,1,2,0.1666,1,True,1,22.8879,16.7052
cleanonly,2194,1,0,-0.0767,0,False,1,12.1402,9.8953
cleanonly,4363,1,0,-0.0615,0,False,1,10.2815,9.8257
cleanonly,3852,1,2,0.1724,2,False,1,27.7298,16.2906
cleanonly,5785,1,2,0.0342,2,False,1,4.8195,6.3246
cleanonly,2408,2,1,-0.362,1,False,2,50.8929,41.8739
cleanonly,3301,2,1,-0.1677,1,False,2,19.1549,18.5951
cleanonly,2247,2,1,-0.3677,1,False,2,41.5888,27.1783
cleanonly,5180,1,0,-0.1885,0,False,1,22.8516,23.4302
cleanonly,3233,0,1,0.1662,1,False,0,19.6588,14.7363
cleanonly,2218,1,0,-0.2547,0,False,1,34.0503,20.9734
cleanonly,2467,1,0,-0.2769,0,False,1,34.007,21.8304
cleanonly,5320,1,2,0.2161,2,False,1,26.203,13.6916
cleanonly,3148,2,1,-0.3711,1,False,2,39.6071,32.9259
cleanonly,2445,1,2,0.0358,2,False,1,4.0089,5.7733
cleanonly,3861,1,0,-0.193,0,False,1,18.9552,18.234
cleanonly,5478,1,0,-0.0727,0,False,0,7.7961,7.8386
cleanonly,1733,1,0,-0.1088,0,False,1,16.671,16.8342
cleanonly,3282,1,2,0.2382,2,False,1,25.4665,21.221
cleanonly,3405,1,0,-0.2371,0,False,1,34.9909,30.9697
cleanonly,2004,1,0,-0.0902,1,True,1,10.5013,12.8415
cleanonly,777,1,2,0.2187,2,False,1,32.6139,17.0241
cleanonly,1941,1,2,0.332,1,True,1,32.2198,35.8649
cleanonly,4414,0,1,0.0523,1,False,0,8.917,8.5171
cleanonly,5257,0,1,0.3529,1,False,0,39.3217,21.0707
cleanonly,1523,1,2,0.0992,2,False,1,11.9802,9.7134
cleanonly,633,1,0,-0.1536,0,False,1,20.8864,20.0277
cleanonly,3880,0,1,0.0606,1,False,0,9.1167,10.1815
cleanonly,1593,1,0,-0.0896,0,False,1,15.4381,12.2466
cleanonly,2959,2,1,-0.0849,1,False,2,11.5103,15.2073
cleanonly,5692,0,1,0.3285,1,False,0,45.6223,23.3494
cleanonly,2696,1,0,-0.2666,0,False,1,37.7777,19.6086
cleanonly,5869,1,0,-0.2285,0,False,1,26.9601,24.0931
cleanonly,4528,2,1,-0.0378,1,False,1,5.9047,5.249
cleanonly,4627,0,1,0.0714,1,False,0,9.2285,9.1709
