scene,orig,fam,input_norm,feat_dist,null_feat_dist,oracle,pred,margin,model_miss
265,1,random,0.32,3.5484,0.2627,0,1,0.0868,True
267,1,random,0.32,0.3546,0.1247,0,1,0.1008,True
271,0,pair,0.16,0.4148,0.3163,1,1,0.0677,False
274,0,random,0.32,0.7124,0.2315,1,1,0.1127,False
275,1,single,0.16,0.9664,0.1775,0,1,0.0388,True
277,1,random,0.2,0.1695,0.4112,0,1,0.0409,True
278,1,single,0.1,0.1711,0.0734,0,1,0.0594,True
283,1,random,0.32,0.3203,0.4486,0,1,0.0799,True
285,0,random,0.32,0.3559,0.2442,1,1,0.0621,False
286,1,pair,0.16,0.6347,0.2649,0,1,0.0424,True
287,0,random,0.32,3.9481,0.4318,1,1,0.1316,False
292,1,random,0.32,3.9115,0.2379,0,1,0.0736,True
294,1,random,0.32,2.8021,0.6821,0,1,0.036,True
295,0,random,0.2,2.0609,0.1075,1,1,0.0665,False
296,0,random,0.32,0.3424,0.1429,1,1,0.069,False
298,1,random,0.32,1.0838,0.396,0,1,0.077,True
302,1,pair,0.16,0.6392,0.1608,0,1,0.0301,True
304,1,random,0.2,1.0473,0.4393,0,1,0.0466,True
305,1,random,0.32,3.6537,0.1648,0,1,0.0475,True
308,1,pair,0.1,0.2581,0.1303,0,1,0.03,True
311,1,random,0.32,0.8507,0.3404,0,1,0.03,True
312,0,random,0.32,1.3481,0.2294,1,0,0.0373,True
315,0,random,0.32,0.3935,0.2509,1,1,0.0674,False
316,0,random,0.12,0.7218,0.1071,1,1,0.0305,False
320,1,random,0.2,0.3024,0.2914,0,1,0.0356,True
322,1,random,0.32,2.6911,0.3272,0,0,0.0576,False
327,1,random,0.32,0.9558,0.5089,0,0,0.0573,False
328,1,random,0.32,2.0455,0.7583,0,1,0.0511,True
331,1,pair,0.16,1.1088,0.3302,0,1,0.0556,True
332,1,random,0.32,1.6708,0.6205,0,0,0.0834,False
336,1,random,0.2,4.3121,0.3677,0,1,0.0579,True
337,1,single,0.06,0.2683,0.1745,0,0,0.0537,False
339,0,random,0.32,1.3538,0.4398,1,1,0.0851,False
341,1,random,0.32,5.3669,0.1926,0,1,0.1162,True
343,1,random,0.2,0.3768,0.2151,0,1,0.0392,True
345,1,single,0.1,0.1287,0.1315,0,0,0.0434,False
347,0,single,0.16,1.3713,0.2783,1,1,0.0342,False
348,0,random,0.32,8.3181,0.4775,1,1,0.115,False
349,0,random,0.2,4.1447,0.1149,1,1,0.0683,False
353,0,random,0.32,0.6027,0.2202,1,0,0.0521,True
354,1,random,0.2,0.4441,0.2319,0,1,0.074,True
355,1,pair,0.16,0.4855,0.2129,0,1,0.0489,True
356,1,single,0.16,0.5669,0.1716,0,1,0.037,True
361,1,random,0.32,2.2595,0.1842,0,0,0.0322,False
362,1,random,0.32,0.4376,0.0692,0,1,0.1167,True
363,1,pair,0.16,0.8271,0.2051,0,1,0.0845,True
365,1,random,0.32,0.5596,0.2524,0,1,0.0401,True
366,0,random,0.32,10.2129,0.3622,1,0,0.0381,True
367,1,random,0.32,1.9773,0.1635,0,1,0.0576,True
368,1,random,0.32,0.508,0.4213,0,1,0.0414,True
374,1,random,0.12,0.3096,0.1145,0,1,0.0388,True
377,0,random,0.2,0.8551,0.4186,1,1,0.0477,False
378,0,single,0.16,1.6669,0.3696,1,1,0.0511,False
379,1,single,0.16,2.2627,0.1756,0,1,0.0365,True
383,0,random,0.32,5.4361,0.1881,1,1,0.0478,False
384,0,random,0.32,4.9978,0.3966,1,0,0.034,True
385,0,single,0.16,0.2211,0.2247,1,1,0.0988,False
386,1,random,0.2,0.4087,0.3181,0,1,0.0402,True
387,0,single,0.16,0.2816,0.115,1,0,0.0545,True
388,1,random,0.12,0.5409,0.1984,0,0,0.0423,False
390,1,random,0.32,5.2662,1.1072,0,1,0.038,True
391,1,random,0.32,4.4599,0.3966,0,0,0.0939,False
392,0,random,0.32,3.2136,0.2695,1,0,0.0424,True
397,1,random,0.32,4.7419,0.1804,0,0,0.0525,False
398,1,random,0.32,1.9782,0.273,0,0,0.1615,False
399,1,random,0.32,2.4634,0.4757,0,1,0.0642,True
400,1,single,0.1,0.3252,0.1378,0,0,0.0315,False
401,0,random,0.12,0.3433,0.2598,1,1,0.0433,False
404,1,single,0.16,0.9302,0.5299,0,1,0.0359,True
406,1,random,0.2,0.5525,1.0853,0,0,0.0321,False
408,1,single,0.06,0.1124,0.0485,0,0,0.0354,False
409,0,random,0.32,0.5676,0.7124,1,1,0.0498,False
415,0,single,0.16,0.7091,0.1749,1,1,0.0812,False
417,1,pair,0.1,0.2417,0.2417,0,0,0.0471,False
419,1,random,0.32,1.9202,0.1489,0,0,0.0624,False
421,1,random,0.32,0.6708,1.0756,0,1,0.1197,True
422,1,random,0.32,2.4149,0.2268,0,0,0.0519,False
423,1,pair,0.16,1.353,0.1171,0,0,0.0324,False
425,1,random,0.32,4.169,0.1901,0,1,0.102,True
430,1,single,0.1,2.0819,0.0968,0,1,0.0359,True
432,1,random,0.32,1.4123,0.6405,0,0,0.1187,False
435,0,random,0.2,0.0924,0.1954,1,1,0.0681,False
438,1,pair,0.1,0.389,0.1678,0,1,0.0634,True
442,1,random,0.32,7.5906,1.1112,0,1,0.0336,True
443,1,random,0.32,4.9035,1.0663,0,0,0.044,False
444,0,random,0.32,7.1715,0.23,1,1,0.0778,False
446,1,random,0.2,2.5111,0.2534,0,1,0.0448,True
449,0,random,0.32,1.5213,0.5836,1,0,0.0593,True
450,0,random,0.32,4.3341,nan,1,0,0.0324,True
451,0,random,0.12,0.5938,0.1095,1,1,0.0502,False
453,1,random,0.32,2.9945,0.1693,0,1,0.1115,True
456,1,random,0.32,2.5721,0.3665,0,1,0.0344,True
457,1,random,0.2,0.5249,0.2345,0,1,0.1039,True
459,1,random,0.12,0.4962,0.2245,0,1,0.0351,True
461,1,random,0.32,3.4399,0.4773,0,0,0.0337,False
463,1,single,0.16,1.8962,0.0996,0,0,0.0333,False
467,1,single,0.1,0.2396,0.2246,0,1,0.0515,True
468,1,random,0.32,7.0387,0.2261,0,0,0.0884,False
469,1,single,0.16,0.3075,0.3923,0,1,0.0502,True
472,1,random,0.32,8.4974,0.6116,0,1,0.1388,True
473,1,pair,0.16,0.1422,0.1033,0,1,0.0737,True
474,1,pair,0.16,1.058,0.0856,0,1,0.0504,True
476,0,random,0.32,0.4915,0.1815,1,1,0.031,False
477,1,random,0.32,0.3881,1.1081,0,0,0.0627,False
479,0,random,0.32,0.378,0.3688,1,0,0.0427,True
482,1,random,0.2,0.1934,0.1532,0,1,0.0336,True
483,0,random,0.32,4.2991,0.3329,1,1,0.1667,False
484,0,random,0.32,1.3392,0.4862,1,1,0.0862,False
487,1,random,0.32,3.5866,0.3022,0,1,0.1451,True
489,0,random,0.32,3.9299,0.2323,1,1,0.0355,False
492,0,single,0.16,2.0077,0.1792,1,1,0.052,False
494,0,random,0.2,2.268,0.1152,1,0,0.084,True
496,0,random,0.32,1.2303,nan,1,1,0.0735,False
497,1,random,0.32,4.3151,0.5764,0,1,0.1275,True
499,1,random,0.32,3.7368,0.2363,0,0,0.0863,False
501,1,random,0.32,3.4543,0.2339,0,0,0.1451,False
502,1,random,0.2,0.5465,0.167,0,1,0.0731,True
503,1,random,0.32,2.8063,0.2502,0,0,0.059,False
504,1,random,0.32,0.3457,0.1589,0,0,0.0762,False
506,1,random,0.32,1.8509,0.3162,0,1,0.0656,True
507,1,single,0.1,0.1388,0.1388,0,0,0.0362,False
508,1,random,0.32,6.4304,0.2852,0,1,0.0378,True
509,0,random,0.32,1.2665,0.2406,1,0,0.0589,True
