model,scene,orig,new,shift,pred,miss,away_pred,feat_dist,null_feat_dist
cleanonly,5886,1,2,0.2871,2,False,1,35.5103,30.4242
cleanonly,2364,2,1,-0.3626,1,False,2,57.1931,55.639
cleanonly,4176,1,0,-0.3064,1,True,1,28.2864,25.5159
cleanonly,505,1,0,-0.3564,0,False,1,39.9445,
cleanonly,2479,0,1,0.0835,1,False,0,11.2461,9.6558
cleanonly,4422,1,0,-0.2061,0,False,1,26.6422,21.6098
cleanonly,1330,1,0,-0.1092,0,False,1,24.1648,22.9949
cleanonly,3762,2,1,-0.0436,1,False,1,7.6987,7.2827
cleanonly,5351,1,2,0.2743,1,True,1,36.0353,24.5905
cleanonly,3543,0,1,0.1955,1,False,0,22.9349,18.2275
cleanonly,4178,1,0,-0.32,1,True,1,31.31,28.9382
cleanonly,4793,2,1,-0.2443,1,False,2,34.026,25.3455
cleanonly,2552,1,2,0.2758,2,False,1,31.1029,24.7563
cleanonly,755,0,1,0.1252,1,False,0,20.7513,14.4898
cleanonly,3474,2,1,-0.139,1,False,2,24.1717,18.1383
cleanonly,1096,2,1,-0.1609,1,False,2,24.2185,13.4475
cleanonly,2685,1,0,-0.1732,0,False,1,26.1974,14.8518
cleanonly,4286,1,2,0.3154,1,True,1,39.0562,33.5641
cleanonly,6057,1,2,0.0908,2,False,1,14.0576,13.6458
cleanonly,1502,2,1,-0.1922,1,False,2,32.7538,15.4112
cleanonly,1233,1,0,-0.2177,0,False,1,28.144,23.3492
cleanonly,4217,2,1,-0.2297,1,False,2,33.4551,17.7607
cleanonly,3655,1,0,-0.3138,1,True,1,34.4665,24.1931
cleanonly,5683,0,1,0.2293,1,False,0,30.7263,15.7005
cleanonly,672,0,1,0.0327,1,False,0,6.4619,4.6518
cleanonly,2644,0,1,0.0857,1,False,0,11.2011,12.7466
cleanonly,1576,0,1,0.0375,1,False,1,5.9709,10.1972
cleanonly,2804,0,1,0.2458,1,False,0,37.6281,22.3956
cleanonly,5694,0,1,0.3323,1,False,0,47.1121,23.0318
cleanonly,2208,1,0,-0.2188,0,False,1,30.1152,21.4466
cleanonly,5688,0,1,0.2961,1,False,0,41.8556,20.3379
cleanonly,2350,2,1,-0.3528,1,False,2,45.0956,36.652
cleanonly,1312,1,2,0.282,1,True,1,27.6249,24.105
cleanonly,1977,1,2,0.2119,1,True,1,25.2729,25.0118
cleanonly,1675,1,0,-0.2737,0,False,1,31.413,24.0573
cleanonly,1301,1,2,0.1616,2,False,1,19.4099,14.9917
cleanonly,4883,1,0,-0.0875,0,False,1,14.9462,14.0495
cleanonly,2904,1,0,-0.2754,0,False,1,32.5474,26.061
cleanonly,2410,2,1,-0.2156,1,False,2,34.168,23.8079
cleanonly,5634,1,2,0.2884,1,True,1,36.6548,27.5819
cleanonly,5980,0,1,0.2448,1,False,0,31.7889,16.2934
cleanonly,4186,1,0,-0.3544,1,True,1,37.1563,
cleanonly,440,2,1,-0.2046,1,False,2,23.2244,19.4386
cleanonly,1215,1,0,-0.3472,0,False,1,36.0427,29.693
cleanonly,3337,2,1,-0.2147,1,False,2,32.8385,16.8322
cleanonly,3992,2,1,-0.0977,1,False,2,17.0189,12.3341
cleanonly,1382,1,2,0.3005,1,True,1,36.1315,38.0453
cleanonly,2711,1,2,0.2129,1,True,1,35.5585,24.3282
cleanonly,3117,1,2,0.0847,2,False,1,14.0695,11.0096
cleanonly,4078,0,1,0.1078,1,False,0,14.8293,10.6662
cleanonly,4023,1,0,-0.1533,0,False,1,20.7101,22.5259
cleanonly,526,1,2,0.2374,1,True,1,26.3986,32.5378
cleanonly,758,0,1,0.1723,1,False,0,30.3009,15.6054
cleanonly,4413,0,1,0.0709,1,False,0,12.0634,9.2956
cleanonly,901,1,0,-0.0859,0,False,1,15.3245,11.7497
cleanonly,4710,0,1,0.0609,1,False,0,9.3234,7.8591
cleanonly,3808,1,2,0.1465,1,True,1,21.5007,15.1866
cleanonly,2815,0,1,0.2495,1,False,0,40.0475,22.6877
cleanonly,1238,1,0,-0.2811,0,False,1,34.1383,23.2456
cleanonly,4645,1,0,-0.1554,0,False,1,23.8122,17.6166
cleanonly,1661,1,0,-0.3485,0,False,1,33.729,
cleanonly,5340,1,2,0.3122,1,True,1,34.5194,29.4781
cleanonly,1483,2,1,-0.2232,1,False,2,28.2427,15.7861
cleanonly,6047,2,1,-0.0502,1,False,2,7.8045,8.6186
cleanonly,1969,1,2,0.1542,1,True,1,21.1432,15.2079
cleanonly,3599,0,1,0.2188,1,False,0,28.8303,17.3665
cleanonly,4049,0,1,0.2874,1,False,0,35.5635,20.2997
cleanonly,4957,0,1,0.0861,1,False,0,16.6529,10.5131
cleanonly,3867,1,0,-0.0605,0,False,1,8.3307,7.7982
cleanonly,1140,1,2,0.3016,1,True,1,28.8202,32.5249
cleanonly,749,0,1,0.1755,1,False,0,27.7475,17.957
cleanonly,5158,1,2,0.1758,1,True,1,31.3537,17.3927
cleanonly,4218,2,1,-0.2282,1,False,2,33.8667,17.326
cleanonly,5208,1,0,-0.0512,0,False,1,8.1258,6.6549
cleanonly,3684,0,1,0.151,1,False,0,21.6393,14.079
cleanonly,4284,1,2,0.2268,1,True,1,30.0086,15.7058
cleanonly,1865,1,2,0.2717,1,True,1,32.5065,24.9876
cleanonly,2832,0,1,0.2635,1,False,0,41.8984,25.0741
cleanonly,2676,1,0,-0.1161,0,False,1,17.3264,14.0072
cleanonly,430,1,2,0.1592,1,True,1,21.644,16.8538
cleanonly,3127,2,1,-0.3429,1,False,2,38.5359,24.0778
cleanonly,2344,2,1,-0.354,1,False,2,45.4918,32.7758
cleanonly,2165,1,2,0.1385,1,True,1,15.8604,14.6025
cleanonly,5289,0,1,0.1731,1,False,0,24.2002,18.9114
cleanonly,1707,2,1,-0.2919,1,False,2,39.8039,22.0057
cleanonly,839,1,0,-0.2881,0,False,1,34.0139,25.427
cleanonly,4549,1,0,-0.3027,1,True,1,33.4955,29.7001
cleanonly,4075,0,1,0.2228,1,False,0,25.9909,18.2158
cleanonly,1469,2,1,-0.3434,1,False,2,37.2706,24.342
cleanonly,548,1,0,-0.2574,0,False,1,32.2238,18.3784
cleanonly,5271,0,1,0.0507,0,True,0,7.681,6.7619
cleanonly,1983,1,2,0.2969,1,True,1,34.7681,33.8031
cleanonly,5687,0,1,0.2852,1,False,0,43.08,19.506
cleanonly,4321,2,1,-0.1431,1,False,2,18.7901,13.8789
cleanonly,1546,1,0,-0.0601,0,False,1,11.3574,11.1799
cleanonly,3556,1,0,-0.2306,0,False,1,22.3233,25.6785
cleanonly,1451,1,0,-0.1387,0,False,1,17.0035,14.5448
cleanonly,3234,0,1,0.1145,1,False,0,17.5473,13.0102
cleanonly,5978,0,1,0.2896,1,False,0,35.5718,17.2088
cleanonly,3008,1,2,0.1973,1,True,1,29.0443,20.6312
cleanonly,4234,1,2,0.0502,2,False,1,8.6627,7.1973
cleanonly,2176,1,2,0.3105,1,True,1,32.5375,31.1184
cleanonly,3270,2,1,-0.2935,1,False,2,32.6488,23.546
cleanonly,5915,1,2,0.3083,1,True,1,31.0721,34.8118
cleanonly,1532,1,2,0.1322,2,False,1,16.605,14.1738
cleanonly,654,1,0,-0.0905,0,False,1,17.0166,12.9482
cleanonly,3517,1,0,-0.1479,0,False,1,21.5528,23.635
cleanonly,5225,0,1,0.2666,1,False,0,30.2123,21.5633
cleanonly,4672,1,0,-0.2426,0,False,1,30.6288,23.2793
cleanonly,5384,1,0,-0.0834,1,True,1,13.1351,14.8535
cleanonly,2923,1,0,-0.2709,0,False,1,32.0968,18.7219
cleanonly,5706,0,1,0.3605,1,False,0,49.5984,20.1333
cleanonly,4331,1,2,0.1666,1,True,1,22.8879,16.7052
cleanonly,2194,1,0,-0.0767,0,False,1,12.1402,9.8953
cleanonly,4363,1,0,-0.0615,0,False,1,10.2815,9.8257
cleanonly,3852,1,2,0.1724,2,False,1,27.7298,16.2906
cleanonly,5785,1,2,0.0342,2,False,1,4.8195,6.3246
cleanonly,2408,2,1,-0.362,1,False,2,50.8929,41.8739
cleanonly,3301,2,1,-0.1677,1,False,2,19.1549,18.5951
cleanonly,2247,2,1,-0.3677,1,False,2,41.5888,27.1783
cleanonly,5180,1,0,-0.1885,0,False,1,22.8516,23.4302
cleanonly,3233,0,1,0.1662,1,False,0,19.6588,14.7363
cleanonly,2218,1,0,-0.2547,0,False,1,34.0503,20.9734
cleanonly,2467,1,0,-0.2769,0,False,1,34.007,21.8304
cleanonly,5320,1,2,0.2161,2,False,1,26.203,13.6916
cleanonly,3148,2,1,-0.3711,1,False,2,39.6071,32.9259
cleanonly,2445,1,2,0.0358,2,False,1,4.0089,5.7733
cleanonly,3861,1,0,-0.193,0,False,1,18.9552,18.234
cleanonly,5478,1,0,-0.0727,0,False,0,7.7961,7.8386
cleanonly,1733,1,0,-0.1088,0,False,1,16.671,16.8342
cleanonly,3282,1,2,0.2382,2,False,1,25.4665,21.221
cleanonly,3405,1,0,-0.2371,0,False,1,34.9909,30.9697
cleanonly,2004,1,0,-0.0902,1,True,1,10.5013,12.8415
cleanonly,777,1,2,0.2187,2,False,1,32.6139,17.0241
cleanonly,1941,1,2,0.332,1,True,1,32.2198,35.8649
cleanonly,4414,0,1,0.0523,1,False,0,8.917,8.5171
cleanonly,5257,0,1,0.3529,1,False,0,39.3217,21.0707
cleanonly,1523,1,2,0.0992,2,False,1,11.9802,9.7134
cleanonly,633,1,0,-0.1536,0,False,1,20.8864,20.0277
cleanonly,3880,0,1,0.0606,1,False,0,9.1167,10.1815
cleanonly,1593,1,0,-0.0896,0,False,1,15.4381,12.2466
cleanonly,2959,2,1,-0.0849,1,False,2,11.5103,15.2073
cleanonly,5692,0,1,0.3285,1,False,0,45.6223,23.3494
cleanonly,2696,1,0,-0.2666,0,False,1,37.7777,19.6086
cleanonly,5869,1,0,-0.2285,0,False,1,26.9601,24.0931
cleanonly,4528,2,1,-0.0378,1,False,1,5.9047,5.249
